EHCC Value,Laplacian Centrality,Gravity Model Centrality,Density Centrality,Coreness Centrality,DNC Scores,Degree Centrality,Subgraph centrality,Global Relative Change in Avg Degree,PageRank Centrality,MCGM Values,HVGc Index,Isolating Centrality,Global Relative Change in Avg Clustering,Betweenness Centrality,Eccentricity Centrality,Leverage Centrality,K-Shell Value,Improved Gravity Index Values,Node H-Index,GGC Values,Gravity Index Centrality,LGC Scores,CLC Values,Clustered Local Degree,Average Spreading Ability
0.3986182747167557,0.29523809523809524,0.27010017388936114,0.17131979700220584,0.41379310344827586,0.25028369300432496,0.25,0.2789205323594344,0.22891566516040066,0.22536706775511142,0.35040167353146023,0.35663294148902475,0.0,0.20201137634184788,0.4550316586462887,0.6666666699999999,0.3828851957760353,1.0,0.9231590181430097,1.0,0.13519662832752505,0.6630669546436286,0.2769576080607686,0.4967975965389212,0.9999999999999999,0.6735870818915801
0.2996971560962757,0.20952380952380953,0.20056555877056195,0.12055837569658087,0.3448275862068965,0.24973375252131758,0.25,0.20867261591457473,0.22891566516040066,0.24906759929100838,0.23875666145616622,0.19055264167292849,0.09803921568627451,0.13043948133877784,0.0995381752546046,0.6666666699999999,0.6367471045200832,1.0,0.6221985058697973,0.5,0.11043052857411458,0.4686825053995681,0.14908288808809325,0.40702879228079786,0.5823529411764706,0.6239907727797
0.4737850754703426,0.37619047619047624,0.39344313739854064,0.281091370667353,0.5862068965517242,0.4775780250603531,0.437499998515625,0.38343183810540926,0.4216867488703005,0.417222815003233,0.4219219401073136,0.4279753368154333,0.0784313725490196,0.4943186346469167,0.33818139402769415,0.6666666699999999,0.7449514609415446,1.0,0.8014941302027748,1.0,0.3156762865669474,0.6695464362850972,0.31413720011423535,0.6680629658832234,0.7436974789705882,0.5720876585928488
0.48720011344493175,0.46666666666666673,0.45414699088819765,0.4225888326086318,0.6551724137931035,0.724365898616516,0.6250000029687501,0.33228063763156857,0.6144578325802004,0.6451222234107501,0.25660180991835524,0.2238336651160332,0.21568627450980393,1.0,0.6458321704467747,0.42857142999999986,0.933438893825668,0.5,0.42796157950907154,0.75,0.3711584985381407,0.45140388768898493,0.27057564002657836,0.44386402267236347,0.5133689839705883,0.607843137254902
0.9999999999999999,1.0000000000000002,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,0.9999999999999998,1.0,0.6754033068192922,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,1.0,0.8918685120588234,1.0
0.42492783777646165,0.3666666666666667,0.3818202168149523,0.31662436556533685,0.4827586206896552,0.47788049229878504,0.5,0.2890088118833385,0.4859437767736004,0.5450165976991076,0.30077249067592865,0.27176088267824783,0.3529411764705882,0.08132123408561456,0.6159580447340632,1.0,0.898171083583988,0.5,0.42796157950907154,0.5,0.34691123020970616,0.39092872570194387,0.2557250429458946,0.5440682019407656,0.5138888888235293,0.6908881199538639
0.06222495624631597,0.014285714285714287,0.01195862773876705,0.0019035532949725391,0.06896551724137931,0.016333232508652026,0.0,0.006266385077794739,0.0,0.0031718168150880466,0.013406670512276527,0.0030844636779681902,0.0,0.08987081692808535,0.0,0.42857142999999986,0.14145539208265984,0.0,0.04268943436499467,0.0,0.006157981459727564,0.0367170626349892,0.004585200780129935,0.07808039608789162,0.04411764705882353,0.12226066897347171
0.06222495624631597,0.014285714285714287,0.01195862773876705,0.0019035532949725391,0.06896551724137931,0.016333232508652026,0.0,0.006266385077794739,0.0,0.0031718168150880466,0.013406670512276527,0.0030844636779681902,0.0,0.08987081692808535,0.0,0.42857142999999986,0.14145539208265984,0.0,0.04268943436499467,0.0,0.006157981459727564,0.0367170626349892,0.004585200780129935,0.07808039608789162,0.04411764705882353,0.1695501730103806
0.19386741114337716,0.14761904761904762,0.14797631192318866,0.09835025385542794,0.24137931034482757,0.2274985956795577,0.25,0.09400611949437172,0.22891566516040066,0.2916528314439114,0.10364401375780781,0.07407993052291471,0.14705882352941177,0.0348459468223117,0.16554210000773228,0.42857142999999986,0.7616828814733634,0.5,0.272145144076841,0.25,0.13609515126011382,0.2267818574514039,0.06266154042654566,0.2625712434814054,0.25,0.4325259515570934
0.1994984147955867,0.11904761904761907,0.06623725164512753,0.031091370561660493,0.1724137931034483,0.064623784089928,0.06250000148437501,0.08933080292653213,0.036144574010741747,0.05404951200082825,0.11697009207556776,0.0656639291516563,0.0,0.35660102199848276,0.0,0.6666666699999999,0.12358734281774936,0.5,0.3447171824973319,0.25,0.006943309482895981,0.23110151187904968,0.07568092743040757,0.14669635697912103,0.7058823529411764,0.4728950403690888
0.09603463776589724,0.05238095238095239,0.04279284431692586,0.018401015235254246,0.13793103448275862,0.0622218381359759,0.06250000148437501,0.025365507905143473,0.036144574010741747,0.06910822974614306,0.040213159130739126,0.017553574814244154,0.0,0.030182820781089595,0.11745859560183347,0.42857142999999986,0.3112018629637812,0.5,0.1824973319103522,0.25,0.03421127218763124,0.15766738660907129,0.01721423579269439,0.14165027608865294,0.1323529411764706,0.20761245674740486
0.08221738514296142,0.02857142857142857,0.0158202546795523,0.0038071065979218737,0.06896551724137931,0.007777729773802505,0.0,0.011819461489774443,0.0,0.0,0.02280870979899559,0.006950904062179482,0.0,0.030182820781089595,0.0,0.42857142999999986,0.07072769604132995,0.0,0.0704375667022412,0.0,0.012263473399131801,0.05183585313174947,0.010315625417081057,0.12713976000152263,0.08823529411764705,0.3021914648212226
0.4876496472640248,0.38571428571428573,0.41464527766962234,0.33375634524402015,0.5172413793103449,0.4546083048241478,0.5,0.30757004626480977,0.4859437767736004,0.4980814013241578,0.339625233036844,0.3991024550770086,0.2647058823529412,0.0,0.4778390046380927,0.6666666699999999,0.8308241191490471,0.5,0.496264674493063,0.75,0.4321015702812779,0.43412526997840173,0.2765973935393875,0.5737201519763738,0.5600490195588236,0.8719723183391004
0.2136942222929402,0.1523809523809524,0.10778035715780784,0.06154822336896586,0.2068965517241379,0.11431483538928369,0.12499999703125003,0.1037415353897027,0.1004016019140417,0.12268126966329634,0.13050840439714811,0.0894595459920796,0.0,0.10323792105389093,0.04633962019416349,0.6666666699999999,0.3112018629637812,0.5,0.3617929562433298,0.5,0.05666087145710056,0.2570194384449244,0.09394423419971383,0.30679195985984953,0.5392156863235293,0.4152249134948097
