Lambda,Kendall_Tau,P_Value
0.0415,0.600958537881264,8.716085178752548e-08
0.0507,0.6345775837297696,1.476840126418136e-08
0.06,0.6319350473612991,1.596179880631554e-08
0.0692,0.6327919088360464,1.5885327933838824e-08
0.0784,0.7085870449962138,2.2953891260249278e-10
0.0876,0.6581087090111483,3.814586626533813e-09
0.0968,0.7168028260690975,1.5298916168151525e-10
0.1061,0.7437459441754153,2.8380232802615883e-11
0.1153,0.7023004059539919,3.3832784860567013e-10
0.1245,0.768086720530247,6.307269470862866e-12
