Starting Node,Average Spreading Ability,Rank
51,14.9,1.0
53,14.86,2.0
61,14.42,3.0
58,13.48,4.0
57,12.94,5.0
56,12.91,6.0
81,12.78,7.0
52,12.75,8.0
65,12.64,9.0
68,12.41,10.0
55,12.22,11.0
32,12.06,12.0
62,11.96,13.0
54,11.89,14.0
25,11.86,15.0
66,11.7,16.0
87,11.6,17.0
30,11.41,18.0
16,11.37,19.0
88,11.29,20.0
8,11.07,21.0
64,10.99,22.0
4,10.94,23.0
60,10.72,24.0
5,10.64,25.0
31,10.6,26.0
36,10.52,27.0
42,10.52,27.0
23,10.19,28.0
3,10.14,29.0
73,9.96,30.0
34,9.95,31.0
45,9.94,32.0
37,9.79,33.0
11,9.73,34.0
12,9.72,35.0
29,9.72,35.0
15,9.68,36.0
7,9.63,37.0
24,9.53,38.0
20,9.49,39.0
1,9.47,40.0
89,9.47,40.0
9,9.35,41.0
39,9.04,42.0
40,8.99,43.0
50,8.92,44.0
49,8.87,45.0
90,8.84,46.0
46,8.72,47.0
59,8.67,48.0
47,8.61,49.0
69,8.5,50.0
74,8.47,51.0
27,8.46,52.0
70,8.39,53.0
13,8.22,54.0
82,8.15,55.0
67,7.88,56.0
43,7.88,56.0
38,7.84,57.0
63,7.8,58.0
79,7.76,59.0
33,7.63,60.0
41,7.62,61.0
6,7.54,62.0
78,7.5,63.0
26,7.44,64.0
72,7.34,65.0
76,7.21,66.0
14,7.19,67.0
2,7.14,68.0
77,7.06,69.0
71,6.85,70.0
28,6.84,71.0
19,6.73,72.0
80,6.7,73.0
35,6.67,74.0
17,6.67,74.0
83,6.43,75.0
22,6.27,76.0
48,6.27,76.0
10,6.25,77.0
75,5.76,78.0
84,5.69,79.0
86,5.62,80.0
44,5.41,81.0
21,5.41,81.0
18,5.27,82.0
85,4.67,83.0
