Lambda,Centrality,Kendall_Tau,P_Value
0.0136,Degree_Centrality,0.737230060213533,9.185406622399481e-301
0.0136,Betweenness_Centrality,0.526647797689903,2.2808504073128737e-167
0.0136,PageRank_Centrality,0.6200138908592301,3.5679957997189625e-231
0.0136,Closeness_Centrality,0.6410513396036137,8.03425136783717e-247
0.0136,Eigenvector_Centrality,0.5331047997050483,1.9438655224155808e-171
0.0166,Degree_Centrality,0.7419255185479124,6.943186157114429e-307
0.0166,Betweenness_Centrality,0.5331477875589229,9.132144013556146e-173
0.0166,PageRank_Centrality,0.6172799415992009,6.872690704385276e-231
0.0166,Closeness_Centrality,0.653879322089436,1.1845750726455304e-258
0.0166,Eigenvector_Centrality,0.5596188711082456,3.974569605008672e-190
0.0196,Degree_Centrality,0.7382707028954754,9.002305954436211e-306
0.0196,Betweenness_Centrality,0.5268205874109086,8.893224464421945e-170
0.0196,PageRank_Centrality,0.6018776385546685,5.6910998218058e-221
0.0196,Closeness_Centrality,0.6609136325643838,7.779423239441092e-266
0.0196,Eigenvector_Centrality,0.5852755169178275,4.781110095094649e-209
0.0226,Degree_Centrality,0.7168005418033175,1.6508518474165981e-289
0.0226,Betweenness_Centrality,0.5131383442112569,8.234674921895271e-162
0.0226,PageRank_Centrality,0.5731882395931679,2.1598266658903955e-201
0.0226,Closeness_Centrality,0.6577747890890898,2.2450210979056483e-264
0.0226,Eigenvector_Centrality,0.60482953155806,5.52177567495058e-224
0.0256,Degree_Centrality,0.7081671115754345,1.2277803292935502e-283
0.0256,Betweenness_Centrality,0.5172268578399258,5.969770625238554e-165
0.0256,PageRank_Centrality,0.5650200330136017,1.8969061641988153e-196
0.0256,Closeness_Centrality,0.6442323208682241,1.359705662033406e-254
0.0256,Eigenvector_Centrality,0.6352553832328341,9.535800405403436e-248
0.0286,Degree_Centrality,0.6907652570757257,1.2408294285469575e-270
0.0286,Betweenness_Centrality,0.5031931055826843,1.3094861129366256e-156
0.0286,PageRank_Centrality,0.5433608681149735,2.8324387891548446e-182
0.0286,Closeness_Centrality,0.6406357229931854,2.1390145504862334e-252
0.0286,Eigenvector_Centrality,0.6433265675291618,1.1992293850022192e-254
0.0317,Degree_Centrality,0.6773470125203497,1.0073330130961305e-260
0.0317,Betweenness_Centrality,0.4950575162388229,6.789245696329614e-152
0.0317,PageRank_Centrality,0.5309723384820201,1.9780358277296068e-174
0.0317,Closeness_Centrality,0.6298498480582135,1.962517294651975e-244
0.0317,Eigenvector_Centrality,0.6644429692803115,6.20718063753203e-272
0.0347,Degree_Centrality,0.6757928428615382,8.258519091005087e-260
0.0347,Betweenness_Centrality,0.4950635385082931,4.67867033910022e-152
0.0347,PageRank_Centrality,0.5271025161634769,4.1736309514764206e-172
0.0347,Closeness_Centrality,0.6399872698559436,1.467751142201126e-252
0.0347,Eigenvector_Centrality,0.6662703966269998,1.0491357193272102e-273
0.0377,Degree_Centrality,0.6925107820890728,7.227024635152014e-273
0.0377,Betweenness_Centrality,0.49797283734731257,6.550655698639704e-154
0.0377,PageRank_Centrality,0.5387365586574142,8.538508795043129e-180
0.0377,Closeness_Centrality,0.6516487764707117,6.480259207298061e-262
0.0377,Eigenvector_Centrality,0.6631469914189839,2.568012438903386e-271
0.0407,Degree_Centrality,0.7010602651273453,9.04294112373566e-280
0.0407,Betweenness_Centrality,0.5052549167334458,1.7459732562412185e-158
0.0407,PageRank_Centrality,0.5428662665024149,1.2047739914735254e-182
0.0407,Closeness_Centrality,0.6619486193558838,2.3116315479114956e-270
0.0407,Eigenvector_Centrality,0.6552241079680003,4.315093046781791e-265
