Node,Spreading Ability,Rank
83,23.76,1
10,21.44,2
54,20.33,3
32,21.32,4
9,23.03,5
68,20.12,6
45,22.62,7
47,20.27,8
8,22.16,9
14,19.83,10
24,19.52,11
43,20.96,12
46,21.37,13
6,21.02,14
3,17.0,15
7,21.39,16
40,18.32,17
26,18.22,18
28,18.2,19
44,17.75,20
63,19.94,21
27,17.27,22
25,17.16,23
52,17.52,24
18,17.06,25
17,16.7,26
30,17.1,27
101,17.42,28
102,18.73,29
66,17.34,30
12,16.71,31
21,18.75,32
16,17.57,33
92,16.66,34
13,17.0,35
23,15.74,36
105,15.64,37
110,15.19,38
49,15.17,39
114,14.61,40
48,15.55,41
121,14.51,42
77,14.14,43
38,13.82,44
20,16.35,45
19,13.53,46
94,12.51,47
11,14.75,48
22,12.35,49
2,11.84,50
1,10.96,51
15,14.54,52
82,9.52,53
103,14.44,54
39,12.53,55
119,12.73,56
50,12.66,57
91,14.98,58
93,13.13,59
112,13.2,60
64,11.79,61
74,10.83,62
4,11.13,63
87,8.95,64
104,10.66,65
51,12.03,66
113,13.89,67
65,12.66,68
60,10.63,69
85,8.56,70
41,9.25,71
75,9.58,72
120,11.09,73
81,8.51,74
80,10.28,75
78,8.99,76
90,8.5,77
79,7.99,78
42,8.87,79
89,7.97,80
5,7.94,81
98,8.06,82
61,11.16,83
76,7.88,84
123,7.82,85
109,8.55,86
88,7.74,87
35,6.93,88
84,6.91,89
107,6.72,90
71,7.61,91
97,6.61,92
62,8.16,93
29,12.71,94
33,7.34,95
86,6.39,96
95,7.06,97
100,6.36,98
122,6.11,99
99,6.05,100
108,5.8,101
34,6.9,102
73,6.86,103
69,6.79,104
72,6.01,105
106,5.7,106
70,6.28,107
124,5.66,108
116,7.11,109
36,5.48,110
125,5.48,110
37,5.24,111
96,5.16,112
118,6.96,113
117,4.46,114
31,14.52,115
53,11.83,116
67,10.82,117
115,7.18,118
59,6.81,119
58,5.42,120
56,4.86,121
55,4.72,122
57,3.82,123
111,2.79,124
