feature,score,rank
Global Relative Change in Avg Clustering,0.030314153117780226,1
Volume Centrality,0.016512568835313112,2
Closeness Centrality,0.013973657744501471,3
Leverage Centrality,0.013574399676397854,4
GSM,0.007258449398221183,5
GIN Values,0.0062917513158544615,6
Second order centrality,0.005520111289580594,7
P Value,0.005199900552280877,8
Eccentricity Centrality,0.004626157859982359,9
Eigenvector Centrality,0.004504444416569174,10
Constraint Coefficients,0.004398039314889233,11
Clustering Coefficient,0.0041158189275059065,12
HCC Value,0.0031232336500397343,13
K-Shell Value,0.003044132727120095,14
Node H-Index,0.0029204466626045374,15
PageRank Centrality,0.002704754388825017,16
Extended Improved Gravity Index Values,0.0024235641556763277,17
CLC Values,0.0022110198831481725,18
DNC Scores,0.0021627813294560253,19
Coreness Centrality,0.002148254118605625,20
Extended Coreness,0.0021395055696561863,21
Global Relative Change in Avg Degree,0.001971896961421314,22
EHCC Value,0.0019402263531912538,23
MDD Value,0.0019030631136498141,24
I-GSM Values,0.0018902188826120916,25
Clustered Local Degree,0.0016393368479707955,26
PE Values,0.001557154507161138,27
Semi local centrality,0.001456022441897998,28
Degree Centrality,0.0014243025720152927,29
Betweenness Centrality,0.001417449723208244,30
EIGSM Values,0.001375857911921438,31
Centrality Values,0.0013399238449986997,32
DIL Centrality,0.0012897242346864956,33
Isolating Centrality,0.0012711973903324707,34
Societal Capital Scores,0.001230952927296571,35
Extended Degree,0.0011872155272159195,36
Gravity Index Centrality,0.0008773706850898624,37
Local-Global Centrality,0.0008639689104369253,38
Improved Gravity Index Values,0.0008542532344407348,39
Subgraph centrality,0.0007390740218340978,40
Laplacian Centrality,0.0007288870527591144,41
MCGM Values,0.0006785395220241979,42
H Values,0.000671425697547469,43
GGC Values,0.0006574149308212947,44
Gravity Model Centrality,0.0005530222051795096,45
Density Centrality,0.0005443610238039601,46
HVGc Index,0.00039811867508273547,47
H-GSM_1,0.00037526714762855395,48
Local Gravity Model Centrality,0.00037120247532801523,49
LGC Scores,0.0002734689231029381,50
