LGC Scores,Local Gravity Model Centrality,Laplacian Centrality,MCGM Values,HCC Value,HVGc Index,P Value,Semi local centrality,Degree Centrality,Coreness Centrality,Improved Gravity Index Values,PageRank Centrality,MDD Value,Clustered Local Degree,Betweenness Centrality,Constraint Coefficients,Clustering Coefficient,DIL Centrality,GGC Values,CLC Values,Global Relative Change in Avg Clustering,PE Values,I-GSM Values,DNC Scores,Subgraph centrality,Average Spreading Ability
0.42566037735849055,0.1875,0.19999999999999996,0.07616965338290138,0.2877906978655693,0.3145969864086058,0.25,0.625,0.0,0.0,0.75,0.05266620096668162,0.28571428571428603,0.7999999999999998,0.21848739497440156,0.48948217641118763,0.5000000007499998,0.22784810125140198,0.3168710731477165,0.4169072657262029,0.3690637685746453,0.4806861783894758,0.5055587857692454,0.013333333400000202,0.19341654933813446,0.5052631578947369
0.42566037735849055,0.1875,0.19999999999999996,0.07616965338290138,0.2877906978655693,0.3145969864086058,0.25,0.625,0.0,0.0,0.75,0.05266620096668162,0.28571428571428603,0.7999999999999998,0.21848739497440156,0.48948217641118763,0.5000000007499998,0.22784810125140198,0.3168710731477165,0.4169072657262029,0.3690637685746453,0.4806861783894758,0.5055587857692454,0.013333333400000202,0.19341654933813446,0.3842105263157898
1.0,1.0,1.0,0.2518520812978979,1.0,0.9999999999999999,0.9999999999999999,0.8125,1.0000000000000002,1.0,0.7857142857142856,1.0,0.9999999999999996,0.8999999999999999,0.35294117589594665,0.8597095106413339,0.10000000044999996,0.8860759493742988,0.5835935811852907,0.7881590100769016,0.522388062056046,1.0,0.7366031960039532,1.0,1.0,0.7578947368421052
0.13308176100628927,0.0625,0.06666666666666665,0.012319313420334543,0.0959302326218564,0.09200983537333973,0.08333333333333333,0.3125,0.0,0.0,0.25,0.12503404774178906,0.28571428571428603,0.46666666700000015,0.33823529495087745,0.3808244478869416,0.5000000007499998,0.1645569620781926,0.2707760066920776,0.2617590035090363,0.651289004080845,0.4015518284876589,0.2159856359255352,0.0,0.1256292210419213,0.557894736842105
0.05660377358490565,0.0,0.0,0.005395726334429474,0.0,0.09024049501053721,0.0,0.0625,0.0,0.0,0.1428571428571428,0.15726846164533304,0.28571428571428603,0.0,0.8319327738480687,0.7856789692121424,0.0,0.5063291139552956,0.4685699783361337,0.35041947201045126,1.0,0.32856256598837774,0.10766230331669058,0.06666666680000022,0.002668596282274893,0.368421052631579
0.48100628930817607,0.4375,0.46666666666666656,0.12087698928763552,0.2674418605969444,0.5309416698262671,0.16666666666666669,0.5625,0.49999999225000025,0.5,0.5,0.5770179342480977,0.0,0.3999999999999999,0.6302521005119696,0.9349340950892628,0.0,0.7974683543799069,0.6764699092722208,0.696862420150669,1.0,0.8733090572046267,0.48836968315451657,0.4666666668,0.38785798452622344,0.9999999999999998
0.13308176100628927,0.0625,0.06666666666666665,0.012319313420334543,0.0959302326218564,0.09200983537333973,0.08333333333333333,0.3125,0.0,0.0,0.25,0.12503404774178906,0.28571428571428603,0.46666666700000015,0.33823529495087745,0.3808244478869416,0.5000000007499998,0.1645569620781926,0.2707760066920776,0.2617590035090363,0.651289004080845,0.4015518284876589,0.2159856359255352,0.0,0.1256292210419213,0.7894736842105263
0.5064150943396226,0.5208333333333333,0.5333333333333332,0.5390671184776878,0.8866279069701529,0.4585118705287603,0.9999999999999999,0.33333333333333326,0.49999999225000025,0.5,0.4642857142857142,0.5033237108473818,0.4285714285714284,0.9666666670000001,0.11764705928324272,0.4112584990919297,0.5000000007499998,0.34177215187710286,0.26270720438430234,0.2721022210170419,0.43419267747723445,0.4577063992698298,0.39873184527604,0.5333333334,0.768718471404587,0.3894736842105264
0.17899371069182385,0.125,0.1333333333333333,0.27828013269435964,0.7732558139403055,0.14922253968613652,0.9999999999999999,0.10416666666666674,0.0,0.0,0.17857142857142838,0.03562507769283352,0.28571428571428603,1.0,0.0,0.05806024385981079,1.0,0.0,0.0,0.0,0.21709633873861722,0.0,0.0,0.20000000000000007,0.39646704747086925,0.5947368421052628
0.29232704402515725,0.125,0.1333333333333333,0.4329601977227789,0.715116278995065,0.31659443878685345,0.9166666666666666,0.20833333333333326,0.0,0.0,0.5357142857142856,0.037574767926935815,0.28571428571428603,0.26666666699999997,0.453781513540887,0.9013516920087041,0.0,0.5822784810390961,0.5240826581370471,0.4514653318259228,1.0,0.2792361035965325,0.38012726803549457,0.06666666680000022,0.11166320147173525,0.5473684210526313
0.5064150943396226,0.5208333333333333,0.5333333333333332,0.5390671184776878,0.8866279069701529,0.4585118705287603,0.9999999999999999,0.33333333333333326,0.49999999225000025,0.5,0.4642857142857142,0.5033237108473818,0.4285714285714284,0.9666666670000001,0.11764705928324272,0.4112584990919297,0.5000000007499998,0.34177215187710286,0.26270720438430234,0.2721022210170419,0.43419267747723445,0.4577063992698298,0.39873184527604,0.5333333334,0.768718471404587,0.45789473684210535
0.7660377358490567,0.6041666666666665,0.6000000000000001,0.9643863577518266,0.6918604648658061,0.716677343845043,0.6666666666666666,0.9791666666666667,0.49999999225000025,0.5,0.8571428571428572,0.46255565320478365,0.4285714285714284,0.8999999999999999,0.5105042024892752,0.7449836286471374,0.250000000375,0.6424050631871895,0.7205465904897619,0.7728235816857318,0.21709633873861722,0.945859192193514,0.904761507156282,0.36666666680000015,0.5999888327102757,0.963157894736842
0.5903144654088051,0.5208333333333333,0.5333333333333332,0.8180033432981906,0.712209302134431,0.5743517723892527,0.7499999999999999,0.7916666666666667,0.49999999225000025,0.5,0.6071428571428572,0.4827725853067313,0.4285714285714284,0.75,0.4096638648443348,0.7061539748585599,0.250000000375,0.5411392404720795,0.6430308107049262,0.6628519724902935,0.43419267747723445,0.9458228456316611,0.7043479634062617,0.36666666680000015,0.5714577193937157,0.9894736842105261
0.058490566037735836,0.0,0.0,0.11520865314382117,0.0,0.09024049501053721,0.0,0.10416666666666674,0.0,0.0,0.1428571428571428,0.1488245645545183,0.28571428571428603,0.0,1.0,0.7856789692121424,0.0,0.5063291139552956,0.4685699783361337,0.3792897176720145,1.0,0.32856256598837774,0.1629992860680014,0.06666666680000022,0.0027242558584024135,0.6578947368421051
0.1511949685534591,0.0625,0.06666666666666665,0.2115738739058205,0.0959302326218564,0.10440948642009679,0.08333333333333333,0.29166666666666674,0.0,0.0,0.2857142857142856,0.11133154548412683,0.28571428571428603,0.46666666700000015,0.47268907587242254,0.3808244478869416,0.5000000007499998,0.1645569620781926,0.28331051087201786,0.2514157860010307,0.651289004080845,0.45771222839607395,0.32566460372559236,0.0,0.12663588049078933,0.6473684210526318
