Lambda,Kendall_Tau,P_Value
0.0526,0.7282761190443587,1.831573901551966e-11
0.0643,0.7440042843850289,6.855924358680278e-12
0.076,0.7217227028461084,3.039068468336592e-11
0.0877,0.7322320646953923,1.460148761026713e-11
0.0993,0.7353353382919616,1.1690810105466302e-11
0.111,0.7384352503232023,9.351091964203286e-12
0.1227,0.6945250385608263,1.4156887177262106e-10
0.1344,0.6866977487082009,2.3188063265603514e-10
0.1461,0.6945250385608263,1.4156887177262106e-10
0.1578,0.7055113856591105,7.403446252445473e-11
