Starting Node,Average Spreading Ability,Rank
153,14.54,1.0
135,13.54,2.0
90,12.87,3.0
151,12.58,4.0
34,12.17,5.0
47,12.12,6.0
61,12.07,7.0
7,12.0,8.0
11,11.83,9.0
8,11.8,10.0
121,11.63,11.0
137,11.55,12.0
53,11.46,13.0
68,11.38,14.0
52,11.32,15.0
20,11.17,16.0
18,11.15,17.0
26,11.08,18.0
128,11.0,19.0
17,10.99,20.0
117,10.99,20.0
62,10.91,21.0
66,10.91,21.0
158,10.91,21.0
95,10.87,22.0
84,10.85,23.0
132,10.8,24.0
105,10.71,25.0
25,10.69,26.0
38,10.63,27.0
16,10.57,28.0
134,10.56,29.0
147,10.54,30.0
127,10.51,31.0
110,10.49,32.0
104,10.45,33.0
100,10.41,34.0
41,10.38,35.0
140,10.33,36.0
82,10.22,37.0
33,10.21,38.0
102,10.2,39.0
79,10.15,40.0
161,10.1,41.0
131,10.09,42.0
144,10.07,43.0
150,10.07,43.0
65,10.06,44.0
130,10.06,44.0
159,9.98,45.0
28,9.96,46.0
19,9.95,47.0
109,9.95,47.0
103,9.92,48.0
149,9.91,49.0
89,9.89,50.0
32,9.84,51.0
124,9.82,52.0
114,9.82,52.0
107,9.75,53.0
75,9.74,54.0
78,9.71,55.0
112,9.7,56.0
54,9.68,57.0
138,9.65,58.0
71,9.64,59.0
37,9.61,60.0
155,9.57,61.0
60,9.56,62.0
30,9.55,63.0
160,9.52,64.0
73,9.5,65.0
27,9.47,66.0
23,9.46,67.0
9,9.45,68.0
97,9.44,69.0
81,9.43,70.0
74,9.42,71.0
154,9.4,72.0
58,9.4,72.0
93,9.36,73.0
36,9.32,74.0
4,9.26,75.0
39,9.25,76.0
43,9.18,77.0
92,9.15,78.0
125,9.15,78.0
77,9.13,79.0
118,9.11,80.0
15,9.11,80.0
116,9.1,81.0
101,9.07,82.0
12,9.02,83.0
50,8.95,84.0
56,8.94,85.0
51,8.86,86.0
143,8.85,87.0
63,8.82,88.0
123,8.79,89.0
148,8.79,89.0
129,8.79,89.0
146,8.79,89.0
55,8.78,90.0
115,8.78,90.0
69,8.76,91.0
108,8.75,92.0
113,8.74,93.0
13,8.74,93.0
141,8.69,94.0
42,8.67,95.0
99,8.61,96.0
88,8.57,97.0
70,8.5,98.0
122,8.48,99.0
83,8.43,100.0
22,8.38,101.0
76,8.33,102.0
14,8.31,103.0
164,8.3,104.0
6,8.27,105.0
94,8.2,106.0
163,8.19,107.0
3,8.18,108.0
49,8.16,109.0
91,8.1,110.0
44,8.1,110.0
162,8.04,111.0
1,7.98,112.0
87,7.97,113.0
21,7.96,114.0
57,7.92,115.0
142,7.9,116.0
35,7.84,117.0
40,7.83,118.0
86,7.81,119.0
5,7.79,120.0
126,7.78,121.0
24,7.77,122.0
152,7.73,123.0
111,7.69,124.0
96,7.64,125.0
156,7.63,126.0
85,7.59,127.0
2,7.58,128.0
139,7.56,129.0
48,7.55,130.0
80,7.44,131.0
10,7.42,132.0
45,7.38,133.0
106,7.35,134.0
120,7.24,135.0
98,7.21,136.0
119,7.2,137.0
59,7.19,138.0
46,7.11,139.0
31,7.03,140.0
67,7.0,141.0
29,6.97,142.0
136,6.83,143.0
133,6.66,144.0
145,6.56,145.0
72,6.48,146.0
157,6.17,147.0
64,6.01,148.0
