feature,score,rank
Eccentricity Centrality,0.1513747052258505,1
Global Relative Change in Avg Clustering,0.13246452958202318,2
Closeness Centrality,0.09183863191103898,3
Leverage Centrality,0.07367769070204823,4
GSM,0.06390266487018616,5
GIN Values,0.06335239013158746,6
Volume Centrality,0.061229522795495914,7
Eigenvector Centrality,0.060699955947942925,8
H-GSM_1,0.05655426750610079,9
P Value,0.04532452266891767,10
HCC Value,0.03630464545380768,11
I-GSM Values,0.035748687650203545,12
K-Shell Value,0.03476645159323573,13
Clustered Local Degree,0.03163947623341942,14
Isolating Centrality,0.03093411582428144,15
Node H-Index,0.029236925830496207,16
Second order centrality,0.029145737318721925,17
PageRank Centrality,0.02605700642655824,18
Extended Improved Gravity Index Values,0.02322866947328388,19
EHCC Value,0.022899098065908875,20
DNC Scores,0.022748098148624767,21
Semi local centrality,0.0215317492262697,22
Clustering Coefficient,0.021010659883220578,23
PE Values,0.020982015755108083,24
Societal Capital Scores,0.019498942827089177,25
Centrality Values,0.019345701293192196,26
Global Relative Change in Avg Degree,0.01933850765730381,27
Extended Coreness,0.01909574342159287,28
Constraint Coefficients,0.018665523853487548,29
Extended Degree,0.018545415176632312,30
CLC Values,0.01753037465597413,31
Coreness Centrality,0.017236886370936427,32
MDD Value,0.015150181258910761,33
Improved Gravity Index Values,0.014087421226381586,34
Degree Centrality,0.013361526602991391,35
Gravity Index Centrality,0.012872587274580554,36
EIGSM Values,0.011474426214632655,37
Local-Global Centrality,0.009075988315944944,38
Laplacian Centrality,0.0089760123869114,39
Betweenness Centrality,0.007255814414525856,40
Gravity Model Centrality,0.005428260155554164,41
MCGM Values,0.004036338683357047,42
DIL Centrality,0.0033102479578599356,43
GGC Values,0.003305471224961455,44
Density Centrality,0.0031330642852046334,45
Local Gravity Model Centrality,0.0023462569639523634,46
H Values,0.0020548127472962805,47
HVGc Index,0.001960724619032156,48
Subgraph centrality,0.001668382528060729,49
LGC Scores,0.0016169510213993876,50
