Node,Degree Centrality,Betweenness Centrality,Leverage Centrality,Isolating Centrality,GSM,H-GSM_1,Local-Global Centrality,PageRank Centrality,Coreness Centrality,Extended Coreness,Global Relative Change in Avg Degree,Global Relative Change in Avg Clustering,Clustering Coefficient,DIL Centrality,I-GSM Values,Clustered Local Degree,Gravity Index Centrality,Gravity Model Centrality,Local Gravity Model Centrality,Laplacian Centrality,Closeness Centrality,Semi local centrality,Eccentricity Centrality,Density Centrality,MDD Value,EHCC Value,HCC Value,P Value,Extended Degree,Eigenvector Centrality,CLC Values,Centrality Values,Constraint Coefficients,HVGc Index,PE Values,H Values,Volume Centrality,GIN Values,LGC Scores,DNC Scores,EIGSM Values,Societal Capital Scores,Improved Gravity Index Values,Extended Improved Gravity Index Values,Node H-Index,MCGM Values,GGC Values,Subgraph centrality,Second order centrality,K-Shell Value
8,0.106598985,0.000576396,-0.355001323,0,2067.296593,9742294.408,57.45525948,0.003629855,519,23933,0.002621378,0.000408036,0.742857143,147.7096915,1298.934071,1821.285714,20385,43532.63833,21945,2552,0.00234192,163957,0.2,355.8068182,20.7,32.74714093,1.143116846,125,430.6,0.062350769,78002.9819,3018.158981,-0.085124666,31036768.22,0.681791104,32.36004917,4918,3515.497342,660694936,31.77190804,59261.89429,1066,36238.5,1463948.25,20,44.82685827,3502.979158,9.40516E+14,-593.3771872,18
1,0.116751269,0.000851342,-0.209122074,0,1992.733807,11404459.95,60.09169841,0.004054274,526,22408,0.003354475,0.000686861,0.656126482,212.4591507,1199.758664,1593.193676,18688.5,43871.465,22126,2476,0.002178649,148101,0.2,354.9318182,21.5,31.27779615,1.100462047,122,398.6,0.058462218,76843.27755,3078.313028,-0.085221788,26720667.9,0.700898322,30.75112663,4204,3362.680761,563678732,34.9086982,53738.99001,985,31905,1390023,20,40.89825922,3938.010396,8.26878E+14,-570.8094885,18
35,0.218274112,0.002207952,0.080542353,0,2451.578927,771131404.8,126.8686742,0.006771036,1088,41787,0.010685446,0.001968243,0.635658915,401.81909,2223.479222,2785.527132,43043.25,106684.9469,73229,5298,0.00234192,259773,0.2,896.1590909,35.2,60.80619251,1.479538588,147,707,0.107127923,137572.2534,5613.15032,-0.068921619,80504713,1.222677783,116.5551807,4325,4204.17243,1588043712,70.05858478,94557.09727,1746,68396.5,2705187,31,99.03129761,9491.402762,2.77656E+15,-404.9887462,29
46,0.116751269,0.000804908,-0.227762514,0,2007.336066,11357137.37,60.36127725,0.004020554,542,22977,0.003354475,0.00077223,0.648221344,226.6715802,1218.17366,1611.960474,19048.5,44252.88167,22494,2508,0.002188184,150525,0.2,358.5909091,21.5,32.31227872,1.118461886,124,405,0.059690571,78720.83339,3070.38352,-0.083144928,28010545.57,0.696443122,32.35228922,4237,3377.843656,575680050,35.1669425,54382.75681,1001,32269.5,1424646.75,20,41.79019342,4018.127442,8.61993E+14,-570.2963955,18
60,0.487309645,0.057538918,0.462491733,0,3147.666495,2.3932E+11,370.1471098,0.014547957,2135,79909,0.030112519,0.008094856,0.311622807,2051.558274,5835.6532,4649.702851,69150.5,380055.68,340320,16402,0.002994012,558181,0.2,3466.909091,67.5,122.6956955,2,147,1475.6,0.210407603,408732.3233,13268.33637,-0.035166522,255749904.2,2.888677848,449.2202315,5056,7161.364234,7976891273,154.1606283,194072.4027,3641,113759.75,5189684,39,279.1511214,68259.67265,1.07E+16,-231.497902,29
89,0.086294416,0.00059197,-0.439067201,0,2020.923499,5935795.384,46.52170461,0.003152021,365,17664,0.001155183,0.0010775,0.683823529,169.6962869,1073.426654,1424.514706,18394,33554.16556,14382,1998,0.002444988,135263,0.2,298.8522727,17,24.92742145,0.849267694,90,348.6,0.045969468,68265.02129,2552.57167,-0.092658171,19741782.38,0.584518189,16.77885584,5273,3403.238151,489045465,24.99984921,46914.89028,863,33196.75,1024345.5,17,35.03960711,3134.069967,5.11204E+14,-661.6541543,17
95,0.203045685,0.004313952,-0.002363715,0,2357.557333,101482447.6,122.854787,0.006348121,931,39930,0.0095858,0.002043828,0.512820513,844.8629325,2297.961307,2680.717949,31137.75,105709.8667,70880,5184,0.002557545,278924,0.2,906.8181818,34.9,57.17832434,1.484060034,145,732.8,0.105162722,167020.8793,5684.206154,-0.055929622,81660174.03,1.263395292,97.90649392,5109,4345.849686,1724657184,61.967265,99341.71854,1812,54731.25,2492354.5,28,91.4306766,13467.69688,2.67547E+15,-413.6028788,21
98,0.233502538,0.003417706,0.048013775,0,2599.382968,1231769477,146.1678664,0.007042873,1187,48978,0.011785091,0.001949727,0.64057971,474.0614088,2703.815732,3356.626087,48538.75,131057.3606,94116,6254,0.002597403,317487,0.2,1105.045455,37.3,70.3343983,1.574567427,147,846,0.126974865,167311.4696,6315.49364,-0.063304227,113447311.3,1.377501557,150.7191647,5118,4652.28188,2248244206,74.08918337,115004.2966,2092,81606,3094994,34,124.604041,12369.08754,3.90056E+15,-385.363106,29
99,0.304568528,0.014079076,0.228641763,0,2746.222231,9543600702,202.3702799,0.009252881,1418,57046,0.016916771,0.002200968,0.464971751,1295.883183,3411.071496,3562.811299,54056,188887.7167,145920,8524,0.002724796,378737,0.2,1660.909091,43.8,83.9673802,1.684427355,147,1008.8,0.148181763,237904.7257,8248.31405,-0.050550711,146994980.5,1.799785987,210.1217399,5198,5266.187323,3366818044,96.61371666,135807.548,2492,90581.5,3596042.75,36,160.2534136,25426.17287,5.31222E+15,-325.6944966,29
100,0.248730964,0.004380982,0.098243777,0,2626.589717,1910844337,157.3934877,0.007526997,1234,50317,0.012884737,0.001815426,0.595238095,598.4657139,2824.383287,3365.952381,49561,141919.8297,103390,6670,0.002617801,327154,0.2,1212.193182,38.5,72.85152655,1.592968965,147,873.4,0.130652082,180402.9415,6732.00407,-0.060270657,117591967.1,1.469939379,161.2246698,5115,4762.371719,2430254520,78.7581772,118332.1551,2159,82976.25,3185926,34,130.897827,14668.51435,4.12975E+15,-371.2029941,29
101,0.248730964,0.00479256,0.10649201,0,2624.274249,1910821768,157.1215373,0.007525209,1230,50090,0.012884737,0.001984715,0.592687075,550.4107134,2798.327277,3327.123299,49474,141148.0797,102361,6628,0.002617801,324032,0.2,1212.193182,38.5,72.70507467,1.587201318,147,865,0.130084263,179137.7748,6654.109642,-0.06136142,116827779.7,1.446077285,160.0036431,5115,4748.923455,2405089104,79.55013354,117582.2288,2138,82519.5,3163128.75,34,130.2353361,14571.5705,4.09394E+15,-372.0409829,29
