Node,Degree Centrality,Betweenness Centrality,Leverage Centrality,Isolating Centrality,GSM,H-GSM_1,Local-Global Centrality,PageRank Centrality,Coreness Centrality,Extended Coreness,Global Relative Change in Avg Degree,Global Relative Change in Avg Clustering,Clustering Coefficient,DIL Centrality,I-GSM Values,Clustered Local Degree,Gravity Index Centrality,Gravity Model Centrality,Local Gravity Model Centrality,Laplacian Centrality,Closeness Centrality,Semi local centrality,Eccentricity Centrality,Density Centrality,MDD Value,EHCC Value,HCC Value,P Value,Extended Degree,Eigenvector Centrality,CLC Values,Centrality Values,Constraint Coefficients,HVGc Index,PE Values,H Values,Volume Centrality,GIN Values,LGC Scores,DNC Scores,EIGSM Values,Societal Capital Scores,Improved Gravity Index Values,Extended Improved Gravity Index Values,Node H-Index,MCGM Values,GGC Values,Subgraph centrality,Second order centrality,K-Shell Value
55,0.243902439,0.012601626,0.172699908,0,150.6966981,1201.316518,15.10339514,0.031611615,56,540,0.043003851,0.006801447,0.511111111,25.78172269,135.6252593,128.4444444,447.5,1302.191667,850,280,0.010869565,2526,0.2,46.13636364,7.6,11.56817145,1.074099407,12,40,0.107499199,1515.167377,274.7442159,-0.290809436,47513.67489,1.023862388,6.019955148,251,228.9603786,1248100,17.94670145,1454.077906,95,632.5,7879.75,5,12.12051829,137.0290964,794.556043,-119.1956144,5
57,0.170731707,0.015650407,-0.022338936,0,139.9956743,806.7514762,9.97050705,0.023506145,37,396,0.022785623,0.002590843,0.714285714,9.248809524,107.0785242,113.1428571,376.25,817.0341667,462,188,0.010526316,1927,0.2,27.28409091,6.1,8.021431829,0.93000456,11,30.6,0.072421016,943.346778,174.2272215,-0.372587239,22179.35272,0.684839581,2.67957759,254,203.7256032,744198,12.10716321,1039.193147,73,565,5116.5,5,8.065023101,61.18076442,380.6276382,-143.5471666,5
32,0.658536585,0.427729384,0.532861967,0,247.7953195,64764.36508,58.63309229,0.074988913,183,1720,0.157573813,0.007111667,0.270655271,71.85368776,446.8535238,293.5213675,1703.25,6468.375,6237,1218,0.016129032,7192,0.25,251.2840909,18.9,35.28613771,2,17,108.6,0.386535903,5486.628918,779.710585,-0.126431314,352342.2981,2.826832593,70.73607024,258,476.1107551,9800637,48.89208683,4107.542751,258,2139.75,27193,9,68.21246496,888.5357908,9354.306135,-60.97577449,9
37,0.097560976,0,-0.533427594,0,136.2068479,568.2086354,5.61768768,0.013517764,31,457,0.002567394,0.00100237,1,4,98.35251653,126,290,468.3888889,252,146,0.010989011,1966,0.25,13.36363636,4,7.530095759,1.024395805,13,27.6,0.096782779,723.2509813,131.6516302,-0.385745285,21289.71705,0.522658525,3.000266153,265,192.6694443,613784,5.945534313,1065.140003,67,454,6028.75,4,7.216232232,21.14993346,588.0027785,-157.8992031,4
46,0.219512195,0.004268293,-0.061564318,0,170.9886803,2394.644899,14.14643835,0.025794117,70,834,0.036264442,0.0009125,0.833333333,10.39613527,158.7969346,198,806,1346.375,972,306,0.011627907,3400,0.25,40.80681818,7.8,14.3119015,1.335841313,15,48.6,0.183152496,1477.633909,271.2438711,-0.31041135,79751.54733,1.006105978,12.82067473,260,241.8069326,1654695,15.71844196,1905.255477,117,1168,12008.75,8,19.50494935,77.41608032,2121.695647,-112.2455099,8
43,0.414634146,0.051103368,0.25653806,0,218.6793695,17839.49429,32.17647713,0.045994883,137,1425,0.090179718,0.001919579,0.514705882,34.03967717,289.3884434,275.6764706,1386,3483.347222,3094,670,0.01369863,5783,0.25,116.2954545,12.2,26.65435477,1.771317829,17,83,0.325838892,3456.362366,517.860812,-0.194996381,237559.8082,1.884470879,44.63992824,265,345.2571286,4896360,30.09724257,3253.695041,199,1824.75,22397.75,9,45.47501634,341.5454275,6639.67474,-79.25837675,9
36,0.292682927,0.13902439,0.131013614,0,188.3244428,6015.37635,20.19202032,0.037602613,90,1014,0.05648267,0.005077848,0.590909091,21.37186087,197.6554264,208.4090909,1055.25,2004.833333,1572,418,0.0125,4117,0.25,65.86363636,9.9,17.30278158,1.554263566,17,59.6,0.221782158,2280.091678,328.1347113,-0.231384803,122547.4823,1.223894542,19.96039421,264,274.5702834,2493788,21.27248237,2282.314121,143,1478.25,15144.75,9,26.9775959,180.5897644,3096.883848,-100.3489647,9
62,0.073170732,0,-0.2,0,104.7548409,55.27941512,3.255720918,0.014388066,15,120,0.004172015,0.002666784,1,3,41.42328183,36,105.75,194.6783333,54,48,0.008474576,462,0.2,5.011363636,3,2.504331965,0.316689466,4,9,0.024527914,169.9603018,53.30958478,-0.75462963,1337.205358,0.215072034,0.367918712,140,139.6611874,82224,5.590909091,280.5019901,21,145.5,1769.25,3,1.724222452,5.928969917,43.4291373,-230.5686768,3
35,0.292682927,0.027743902,0.050494134,0,192.6608609,6093.434427,20.56072317,0.033824846,97,1117,0.05648267,0.008893305,0.636363636,42.97684328,212.7922777,235.6363636,1102.5,2121.833333,1728,444,0.0125,4578,0.25,65.86363636,9.9,19.5873233,1.604651163,17,64.8,0.246599438,2422.738677,374.7260966,-0.225240835,162204.2547,1.382389131,23.92014547,264,283.2199127,2827170,20.59925004,2528.714916,156,1566,16776.5,9,29.84452917,177.0469781,3810.134781,-91.96558839,9
42,0.268292683,0.095121951,0.066696097,22,185.2270013,4866.749637,18.22630224,0.034594117,85,996,0.049743261,0.056239509,0.672727273,17.06505495,188.6194432,212.4363636,1021.5,1807.513889,1397,386,0.012345679,4048,0.25,57.75,9.5,16.58663931,1.534883721,17,57.4,0.219298569,2065.754757,315.1002393,-0.242020495,119444.6345,1.174154001,18.6403784,265,266.1610036,2292068,19.19066418,2238.140498,138,1453.5,14908,9,25.71075597,141.4361329,3024.923192,-102.5841836,9
