Node,Degree Centrality,Betweenness Centrality,Leverage Centrality,Isolating Centrality,GSM,H-GSM_1,Local-Global Centrality,PageRank Centrality,Coreness Centrality,Extended Coreness,Global Relative Change in Avg Degree,Global Relative Change in Avg Clustering,Clustering Coefficient,Clustered Local Degree,DIL Centrality,I-GSM Values,Gravity Index Centrality,Gravity Model Centrality,Local Gravity Model Centrality,Laplacian Centrality,Closeness Centrality,Semi local centrality,Eccentricity Centrality,Density Centrality,MDD Value,EHCC Value,HCC Value,P Value,Extended Degree,Eigenvector Centrality,CLC Values,Centrality Values,Constraint Coefficients,HVGc Index,PE Values,H Values,Volume Centrality,GIN Values,LGC Scores,DNC Scores,EIGSM Values,Societal Capital Scores,Improved Gravity Index Values,Extended Improved Gravity Index Values,Node H-Index,MCGM Values,GGC Values,Subgraph centrality,Second order centrality,K-Shell Value
1,0.003025719,0.000843837,-0.1,0,133.83756,70.59480896,0.372698886,0.001296567,4,10,0.000697986,0.001512859,0,5,3.166666667,29.12259774,11,58.06949366,10,16,0.000137287,33,0.047619048,1.75,2,0.626189864,0.187676872,6,3.2,3.83E-07,33,7,-0.5,30.32653299,0.012552471,1.53E-06,11,194.6519341,864,2,63.40150282,7,13,30,2,0.592597784,13,2.33389659,-3555.326325,2
2,0.004538578,0.004434768,0.2,0,142.8541901,75.55469263,0.595787268,0.001819933,6,12,0.001803408,0.001512859,0,6,7,33.54276175,15,100.1732976,18,24,0.000144718,42,0.05,3.579545455,2.1,1.046822742,0.278492411,14,4.2,9.11E-07,42,13.3,-0.333333333,81.68456941,0.023047448,5.47E-06,16,207.5511602,1920,3,102.4770062,9,17,53,2,0.987670215,25.5,3.083783947,-3145.334609,2
3,0.003025719,0.00132013,0,0,135.5604297,71.53900582,0.37767055,0.001307933,4,8,0.000697986,0.001512859,0,4,3,29.85874107,10,59.53733904,8,14,0.000138102,32,0.047619048,1.590909091,2,0.918188835,0.160020581,5,2.8,7.90E-07,32,9.82,-0.5,33.96571694,0.016674901,3.16E-06,14,197.3538113,966,2,70.51477025,6,13,40,2,0.56791179,13,2.29027453,-3584.508063,2
4,0.003025719,0.003688516,-0.2,0,146.6090258,77.3097879,0.409546031,0.001224997,4,12,0.000697986,0.001512859,0,6,3.333333333,35.5535791,12,70.89265712,12,18,0.000149948,43,0.05,1.909090909,2,1.019037818,0.274504759,17,3.6,7.96E-07,43,11.2,-0.5,58.22694333,0.018701855,3.18E-06,18,214.8540749,1521,2,79.89323892,8,18,44.5,2,0.740753038,18,2.394813865,-3186.741514,2
5,0.003025719,0.004383638,-0.314285714,0,147.2315696,77.81340188,0.4131284,0.001222074,4,16,0.000697986,0.001512859,0,8,3.466666667,37.80082933,14,75.37359954,16,22,0.000151309,62,0.052631579,2.227272727,2,1.005402624,0.306148701,15,4.4,2.98E-06,62,11.2,-0.5,77.63592444,0.018701855,1.19E-05,20,217.9196282,2332,2,80.28103752,10,22,46,2,0.888936489,22,2.506856655,-3229.267278,2
6,0.003025719,0.003908465,-0.277777778,0,150.918728,79.67955105,0.422806018,0.001244242,4,18,0.000697986,0.001512859,0,9,3.357142857,41.39217251,15,82.53461868,18,24,0.000150852,90,0.05,2.386363636,2,1.61718549,0.570491382,56,4.8,3.11E-06,90,15.47,-0.5,120.0930706,0.023718253,1.25E-05,27,222.9649541,3912,2,89.50893632,11,27,64,2,1.037087832,26.62551996,2.595857699,-3243.175624,2
7,0.004538578,0.014890992,-0.028571429,0,163.7708001,86.5935917,0.686878082,0.001707373,6,19,0.001803408,0.001512859,0,10,9.133333333,46.35047716,18.5,138.4227147,30,32,0.000164366,86,0.052631579,4.534090909,2.7,1.678543864,0.466040648,31,5.8,2.84E-06,86,16.83071429,-0.333333333,164.8022014,0.028118093,1.70E-05,25,241.2018197,4304,3,131.2979684,13,27.5,73,2,1.419812386,41.25,3.31686299,-2713.255892,2
8,0.006051437,0.009268015,0.285714286,0,151.9689424,80.43750094,0.842089102,0.002302196,8,18,0.002908831,0.001512859,0,9,14.35,39.11835487,21,155.5308114,36,38,0.00015124,69,0.05,6.681818182,2.8,1.844352971,0.460123489,30,6,8.28E-07,69,19.6,-0.25,196.2577973,0.033415631,6.62E-06,21,219.5169247,4313,4,144.0361673,13,24,80,2,1.666685392,48,4.057826131,-2748.999138,2
9,0.006051437,0.031582824,0.304761905,4,182.3542024,97.00784764,1.024318521,0.002212873,7,18,0.002908831,0.001512859,0,9,13.45,56.62603447,19,225.1396593,36,38,0.000181554,111,0.055555556,6.681818182,2.8,2.58657062,0.477874968,33,6,1.22E-05,111,29.64071429,-0.25,261.6770631,0.046408187,8.53E-05,35,271.2316398,7657,4,213.0880157,13,31,124.5,2,1.852149553,60.69954215,4.090460476,-2505.840264,2
10,0.003025719,0.00291396,-0.166666667,0,140.0035188,73.64225159,0.388964635,0.001244889,4,12,0.000697986,0.001512859,0,6,3.25,32.39040253,12,64.58538799,12,18,0.000142511,42,0.05,1.909090909,2,1.145227682,0.345510677,29,3.6,2.30E-07,42,10.5,-0.5,54.58775937,0.01773749,9.19E-07,17,202.8950668,1476,2,71.61539641,8,17.5,41,2,0.728398606,17.5,2.396379292,-3247.942741,2
11,0.003025719,0.002056785,-0.166666667,0,135.9278569,71.54689909,0.377856444,0.001271041,4,12,0.000697986,0.001512859,0,6,3.25,30.76376935,12,61.3419354,12,18,0.000138715,41,0.047619048,1.909090909,2,0.841394392,0.221250322,8,3.6,1.96E-07,41,9.1,-0.5,47.30939146,0.015576185,7.83E-07,15,197.2438135,1332,2,66.40267815,8,16.5,36.5,2,0.703706664,16.5,2.39309085,-3368.213483,2
12,0.003025719,0.000928233,-0.166666667,0,144.18813,75.92962348,0.401898109,0.001231026,4,12,0.000697986,0.001512859,0,6,3.25,34.53151829,12,68.85470178,12,18,0.000147667,47,0.05,1.909090909,2,1.224208901,0.351427836,30,3.6,6.79E-07,47,11.9,-0.5,61.86612729,0.019776864,2.72E-06,19,210.6317451,1692,2,79.92750066,8,18.5,47.5,2,0.753097249,18.5,2.400535617,-3196.361927,2
13,0.003025719,0.017150778,-0.416666667,0,176.159433,93.25217621,0.49801071,0.001109719,4,19,0.000697986,0.00260488,0,10,3.583333333,56.24641833,15.5,112.153492,20,26,0.000174917,129,0.052631579,2.545454545,2,2.205556985,0.538976074,47,5.2,1.15E-05,129,21.78071429,-0.5,175.8938913,0.031100739,4.60E-05,40,265.0793948,6019,2.066666667,134.1799434,12,35,103,2,1.24712335,32.67442667,2.691021908,-2666.436115,2
14,0.001512859,0,-0.6,0,155.2882245,81.54407716,0.218069362,0.000696836,2,7,0.000407437,0.001512859,0,4,1,37.81364918,3.5,37.75657198,4,10,0.000162127,42,0.052631579,0.556818182,1,0.610239259,0.132364291,4,2.2,2.49E-06,42,6.330714286,-1,11.77214212,0.010380602,4.98E-06,12,230.3742274,645,1,56.62603447,5,6,31,1,0.234589766,6,1.699475183,-3760.82377,1
15,0.004538578,0.047174302,-0.31024531,0,196.2242353,103.7088033,0.831329126,0.001548324,6,35,0.001803408,0.001902867,0,18,11.36825397,72.67747107,26.5,217.0465863,54,48,0.000193798,231,0.058823529,6.443181818,3,3.463339336,0.971314639,87,9,4.36E-05,231,33.34142857,-0.333333333,503.00498,0.048085238,0.000261639,58,297.3954533,17616,3.035714286,206.8250803,21,56,156,3,2.547485298,79.40839475,3.910204776,-2284.682148,2
16,0.003025719,0.002919573,0,0,134.5519763,71.02889566,0.374922089,0.001334788,4,8,0.000697986,0.001512859,0,4,3,29.30669921,10,58.43658589,8,14,0.000137646,32,0.047619048,1.590909091,2,0.890532544,0.160020581,5,2.8,7.60E-07,32,9.12,-0.5,31.53959431,0.015576185,3.04E-06,13,195.9226543,917,2,65.94040542,6,12.5,38,2,0.555565646,12.5,2.288674072,-3797.437489,2
17,0.003025719,0.000794859,0,0,123.1810209,64.99062208,0.342247253,0.001351107,4,8,0.000697986,0.001512859,0,4,3,24.60743929,10,49.06641751,8,14,0.000126711,26,0.045454545,1.590909091,2,0.541291484,0.160020581,5,2.8,2.55E-07,26,7,-0.5,24.26122639,0.012552471,1.02E-06,10,178.0754509,665,2,56.68062255,6,11,29,2,0.518521787,11,2.283137192,-3926.192887,2
18,0.003025719,0.005836794,-0.277777778,0,150.9020109,79.67091208,0.42270857,0.001256439,4,18,0.000697986,0.001512859,0,9,3.357142857,41.33296613,15,82.41656312,18,24,0.000150875,89,0.05,2.386363636,2,1.61718549,0.570491382,56,4.8,3.11E-06,89,15.47,-0.5,120.0930706,0.023718253,1.24E-05,27,222.8813686,3900,2,88.95689446,11,27,63.5,2,1.037087723,26.62551996,2.59583004,-3341.427807,2
19,0.003025719,0.001174487,-0.166666667,0,125.7949904,66.42011647,0.350697437,0.001309598,4,12,0.000697986,0.001512859,0,6,3.25,27.37392334,12,54.58269492,12,18,0.000129904,36,0.047619048,1.909090909,2,0.717134037,0.221250322,8,3.6,3.51E-07,36,9.1,-0.5,47.30939146,0.015576185,1.41E-06,15,183.2392697,1287,2,59.00188101,8,16.5,34,2,0.703708624,16.5,2.392937651,-3761.451461,2
20,0.010590015,0.049980876,0.487179487,0,176.9057862,94.7214905,1.722184411,0.003813237,14,36,0.006225099,0.00260488,0,18,54.22077922,59.65019525,39,413.1594322,126,92,0.000167056,220,0.052631579,21.71590909,4.9,5.498327759,0.886673527,58,11.4,1.32E-05,220,53.37,-0.142857143,1170.285165,0.083003751,0.000184833,48,258.5142533,29440,7.066666667,327.3961931,25,51,234.5,2,5.000442449,170.3604933,7.943676346,-2376.723688,2
21,0.003025719,0.000324228,0,0,113.935725,60.16957771,0.316651781,0.001383444,4,8,0.000697986,0.001512859,0,4,3,21.30384,10,42.47915015,8,14,0.000119374,21,0.045454545,1.590909091,2,0.541291484,0.160020581,5,2.8,1.14E-07,21,7,-0.5,24.26122639,0.012552471,4.54E-07,10,164.639225,630,2,48.97917744,6,11,26.5,2,0.51851998,11,2.282988548,-4221.553115,2
22,0.003025719,0.001158752,0,0,118.202045,62.4581331,0.3290981,0.001393742,4,8,0.000697986,0.001512859,0,4,3,22.25421854,10,44.37417343,8,14,0.000125094,21,0.047619048,1.590909091,2,0.480061744,0.160020581,5,2.8,1.78E-07,21,5.6,-0.5,19.40898111,0.010391165,7.12E-07,8,171.5793889,525,2,47.61602504,6,10,22.5,2,0.493829489,10,2.279730349,-4287.265069,2
23,0.003025719,0.002238567,-0.166666667,0,124.201461,65.61428916,0.34647359,0.001322392,4,12,0.000697986,0.001512859,0,6,3.25,26.72495889,12,53.28868135,12,18,0.000129049,36,0.047619048,1.909090909,2,0.717134037,0.221250322,8,3.6,3.19E-07,36,9.1,-0.5,47.30939146,0.015576185,1.27E-06,15,181.056336,1287,2,55.69828172,8,16.5,34,2,0.703708176,16.5,2.392935901,-3903.203869,2
24,0.003025719,0.003886221,0,0,128.7239853,68.06010549,0.359529822,0.001368753,4,8,0.000697986,0.001512859,0,4,3,26.31218504,10,52.46562399,8,14,0.000135851,22,0.05,1.590909091,2,0.598533573,0.160020581,5,2.8,6.81E-07,22,7.7,-0.5,26.68734903,0.013585017,2.72E-06,11,188.2717652,700,2,57.16245459,6,11.5,29,2,0.530873487,11.5,2.284737196,-4112.468073,2
25,0.006051437,0.010779071,0.285714286,0,139.6810402,74.19559517,0.77624429,0.00239984,8,18,0.002908831,0.001512859,0,9,14.35,34.39444172,21,136.7489877,36,38,0.000140905,62,0.05,6.681818182,2.8,1.297916131,0.335863134,9,6,1.29E-06,62,18.22,-0.25,182.2393832,0.031466925,1.03E-05,19,202.4737939,3895,4,121.7822973,13,23,72.5,2,1.629656339,46,4.053486678,-3259.004602,2
26,0.003025719,0.003233801,-0.166666667,0,141.2092298,74.10477422,0.391533124,0.0012449,4,12,0.000697986,0.001512859,0,6,3.25,32.49704155,12,64.79802266,12,18,0.000144238,43,0.052631579,1.909090909,2,1.111654232,0.339593517,28,3.6,2.58E-07,43,9.8,-0.5,50.94857542,0.016753149,1.03E-06,16,204.2478891,1422,2,72.02470627,8,17,39.5,2,0.716053543,17,2.394686541,-3269.601165,2
27,0.006051437,0.026133533,0.333333333,0,156.5301331,82.54174367,0.864141648,0.002300673,8,16,0.002908831,0.001512859,0,8,13,39.63430374,20,157.5821744,32,36,0.000156887,66,0.055555556,6.363636364,2.8,1.842294829,0.426550039,28,5.6,1.04E-06,66,19.6,-0.25,174.4513754,0.033483812,8.33E-06,20,225.0752741,3978,4,145.911721,12,22,81,2,1.555580386,44,3.999798832,-2824.973528,2
28,0.003025719,0.003299015,-0.1,0,128.3539944,67.41744887,0.355907354,0.001280998,4,10,0.000697986,0.001512859,0,5,3.166666667,27.08045683,11,53.99753246,10,16,0.000132538,34,0.052631579,1.75,2,0.904425006,0.270517108,20,3.2,5.19E-08,34,9.1,-0.5,39.42449288,0.01569056,2.08E-07,14,185.2683377,1048,2,58.84636685,7,14.5,36.5,2,0.629630441,14.5,2.338953478,-3827.02551,2
29,0.003025719,0.000669673,-0.1,0,117.8355034,61.93317505,0.326264438,0.001307945,4,10,0.000697986,0.001512859,0,5,3.166666667,23.24905199,11,46.35783831,10,16,0.000122264,28,0.05,1.75,2,0.843195266,0.264599949,19,3.2,1.39E-08,28,7.7,-0.5,33.35918628,0.013651186,5.57E-08,12,169.3377211,880,2,50.80748626,7,13.5,29.5,2,0.604938482,13.5,2.335405121,-3980.772874,2
30,0.004538578,0.012598244,0.085714286,0,143.9567999,75.76588192,0.598337013,0.001765191,6,16,0.001803408,0.001512859,0,8,8.066666667,35.59731486,17,106.3090881,24,28,0.000145033,61,0.055555556,4.056818182,2.4,1.433753537,0.36930795,22,5,2.42E-07,61,16.1,-0.333333333,120.3772602,0.026975093,1.45E-06,22,208.0603388,3094,3,101.9393588,11,23,64.5,2,1.234572907,34.5,3.202550513,-3273.117664,2
