Node,Weighted_Sum
1,0.010093782724369964
2,0.009620386233087396
3,0.01182890590755567
4,0.009180693312327902
5,0.008769749212144053
6,0.009057445013211075
7,0.012362900467260202
8,0.009489944170366455
9,0.014993695210488905
10,0.0201400417889715
11,0.010549807976048698
12,0.007690409276512026
13,0.008804338739732267
14,0.012223259102464069
15,0.008418326124415908
16,0.007035999828575368
17,0.011005302868365052
18,0.01111932718777411
19,0.007201541446926828
20,0.007968811314496163
21,0.009688150058853727
22,0.008232185065388475
23,0.009810298716859147
24,0.00912335131801589
25,0.006554240015627055
26,0.006403360055931413
27,0.006432291006462923
28,0.005591523159803627
29,0.0033621935960553777
30,0.005732769599803853
31,0.0033952398768973924
32,0.009848740391872151
33,0.0056202496222950565
34,0.005903370630033862
35,0.0053872175941147675
36,0.006199639685495273
37,0.006509962307675327
38,0.00970131035800348
39,0.009207456883829384
40,0.011483692637814485
41,0.008748931816427042
42,0.008320344533192884
43,0.012213505664500286
44,0.011449421645381068
45,0.013838590672422369
46,0.011183707627661646
47,0.013095648235083406
48,0.009665042648897703
49,0.010195931700905483
50,0.007580490318049199
51,0.007228925161669768
52,0.005599348033237606
53,0.0033557070469477195
54,0.010592628633248018
55,0.004956541522394425
56,0.005440093565244301
57,0.004472856817303526
58,0.005924321119942892
59,0.006410171992752501
60,0.009984463254887251
61,0.009439782602642083
62,0.0089113358968058
63,0.010348789213741254
64,0.007829851675324632
65,0.007467802305214862
66,0.005553532502629739
67,0.003344976526049468
68,0.009243810259005007
69,0.005575015235621042
70,0.00585912872255921
71,0.005332618317708073
72,0.0061563691008302
73,0.006467646120708007
74,0.009170708680157007
75,0.008711584642405276
76,0.008282305300706685
77,0.00929012156628858
78,0.007524013098022017
79,0.007806679913268446
80,0.007273913672216286
81,0.008120513075914871
82,0.008469037189472648
83,0.01083466449026885
84,0.006191818125168334
85,0.007183279328952333
86,0.006460562496439422
87,0.004647036451315362
88,0.0068422359512146196
89,0.006534108238961315
90,0.005217100274993998
91,0.00775185907815985
92,0.007464232605570203
93,0.008068853579504588
94,0.007429763855999505
95,0.0067423195400518
96,0.007037956642473297
97,0.007348510492316608
98,0.008383737268792286
99,0.007675246241690796
100,0.008019691381938235
101,0.006358248855196733
102,0.006680670090157212
103,0.006620605536250886
104,0.0069100115057398465
105,0.009924881542384079
106,0.006835434372051519
107,0.007917573769397062
108,0.007177380319650898
109,0.007537424884668952
110,0.006569731102084718
111,0.0027685579925608686
112,0.006840714491359503
113,0.007139204121575125
114,0.010061593417096712
115,0.006898763266567003
116,0.008395598457327152
117,0.007391423537151511
118,0.007889735327975137
119,0.006854834070550887
120,0.007052146101103269
121,0.008856860166663249
122,0.006794047195114209
123,0.007878770521207865
124,0.007136892533797902
125,0.007497802665189915
