Node,Relative Closeness
1,0.271881790442094
2,0.2632426028990106
3,0.40549088022261776
4,0.26208541877235036
5,0.2614825404915843
6,0.4306758483032928
7,0.3963070152660064
8,0.4361646182526288
9,0.4620139346545021
10,0.6958520296740092
11,0.21242921782509191
12,0.27429014312133687
13,0.280312112757314
14,0.527427778029282
15,0.2645826060799191
16,0.28030917458661225
17,0.39874091298154046
18,0.39913469566953036
19,0.26508828725430694
20,0.27191571546755927
21,0.2729023717437857
22,0.2720121222178381
23,0.2733171885956029
24,0.6927520389601854
25,0.4026682618035383
26,0.40425231171067744
27,0.40241454477896843
28,0.33243131419607
29,0.056343768528229594
30,0.2987061327523878
31,0.034595975508949814
32,0.6459553474228517
33,0.2605431735620968
34,0.26016810868119433
35,0.2676209158638325
36,0.2601365094837542
37,0.260184961623835
38,0.2716621808792215
39,0.26311627246024955
40,0.40316573638726527
41,0.26198786514470856
42,0.2613955817036631
43,0.4322702498526075
44,0.4031537036587982
45,0.43733529491656026
46,0.4320864360077476
47,0.4370593162796667
48,0.2716542683147473
49,0.2750195032738697
50,0.26373774126591554
51,0.2631028733866592
52,0.30941998753613115
53,0.03473321432282014
54,0.8169780158758613
55,0.19337613765055406
56,0.19393399175063236
57,0.17356242165270427
58,0.19424562209299884
59,0.1945382330080963
60,0.1990087201069221
61,0.19741326278302726
62,0.19660959430877897
63,0.29253628129430553
64,0.2637502550722768
65,0.26302698635061245
66,0.2985211100034827
67,0.03448009911070449
68,0.6454247394427692
69,0.2601482277862822
70,0.2600724332981398
71,0.2605937114071929
72,0.260081914197958
73,0.26014830579765924
74,0.26310775319766705
75,0.2619783204065133
76,0.2613845671356924
77,0.27437966411206344
78,0.2620560855399654
79,0.262156710433408
80,0.2622313438194781
81,0.26249684315003546
82,0.2631447600758625
83,0.8188704471514916
84,0.2677699641427287
85,0.3758202576589147
86,0.2607036927236122
87,0.2732621990098458
88,0.38212321894690016
89,0.3756379690114933
90,0.2680908836111951
91,0.26503780035600527
92,0.28919192848102987
93,0.2638232246880815
94,0.26512483323882546
95,0.26034400195532154
96,0.2603335469246455
97,0.2604101528060159
98,0.26106697499154885
99,0.2605542475101163
100,0.2607681942263395
101,0.29875873047529516
102,0.29880345946286535
103,0.2653681976656772
104,0.2633739505658893
105,0.2661113145828827
106,0.2602912492553446
107,0.2609813783971397
108,0.2604531954564779
109,0.2606777424141249
110,0.28884033802262477
111,0.0
112,0.26457972528555634
113,0.26314799002044625
114,0.2673416712007321
115,0.19484132223218642
116,0.19602112640993077
117,0.19517422782596253
118,0.19555794894586656
119,0.26511210582748873
120,0.2628618748908024
121,0.26453718077252497
122,0.2602647908974258
123,0.26096831639484663
124,0.2604330685046621
125,0.2606617963731195
