Node,Spreading Ability,Rank
29,14.36,1
1,14.41,2
36,13.1,3
4,12.82,4
80,13.37,5
82,14.21,6
34,14.11,7
3,11.54,8
64,12.75,9
37,11.61,10
5,13.53,11
11,11.67,12
16,13.93,13
79,13.98,14
55,11.52,15
81,13.56,16
2,12.62,17
20,11.51,18
39,11.07,19
40,11.15,20
53,10.82,21
13,10.68,22
31,10.54,23
7,10.84,24
38,11.29,25
18,10.75,26
23,10.38,27
41,10.34,28
12,10.2,29
9,10.02,30
8,9.86,31
57,9.75,32
52,9.68,33
22,9.58,34
26,9.07,35
43,11.31,36
15,10.65,37
6,10.67,38
45,8.81,39
21,10.19,40
56,10.0,41
61,8.68,42
76,8.21,43
25,7.98,44
42,10.1,45
66,7.79,46
14,9.8,47
70,7.73,48
24,8.45,49
59,9.41,50
58,8.93,51
69,8.92,52
17,8.67,53
48,7.95,54
28,8.91,55
35,11.39,56
67,7.49,57
65,8.66,58
83,9.54,59
63,7.42,60
10,7.93,61
30,7.2,62
33,7.11,63
47,6.66,64
62,7.22,65
75,6.49,66
54,7.94,67
19,6.38,68
49,6.32,69
27,6.25,70
78,6.73,71
68,6.38,72
44,5.99,73
32,5.8,74
73,5.65,75
46,5.59,76
60,5.45,77
74,5.23,78
50,4.84,79
72,4.75,80
51,4.72,81
77,4.18,82
71,4.11,83
