Node,Spreading Ability,Rank
880,29.37,1
908,30.02,2
876,33.15,3
877,32.74,4
881,29.82,5
884,29.26,6
879,29.19,7
875,29.11,8
897,31.07,9
894,30.81,10
900,28.76,11
953,33.29,12
937,34.93,13
912,32.29,14
916,32.1,15
943,35.9,16
892,35.36,17
893,34.62,18
896,34.55,19
913,34.33,20
934,34.09,21
882,34.01,22
945,34.0,23
951,33.98,24
946,33.73,25
899,33.55,26
905,33.49,27
922,33.4,28
950,33.13,29
888,32.96,30
944,31.94,31
948,31.92,32
883,31.84,33
917,31.76,34
919,31.71,35
889,31.55,36
932,31.46,37
940,31.37,38
887,31.31,39
926,31.3,40
930,31.3,40
915,30.79,41
923,30.76,42
929,30.76,42
936,30.74,43
952,30.66,44
911,30.65,45
907,30.57,46
901,30.52,47
921,30.44,48
931,30.44,48
885,30.42,49
933,30.34,50
938,30.25,51
920,29.87,52
949,29.65,53
906,29.56,54
924,29.53,55
903,29.45,56
898,29.4,57
914,29.39,58
904,29.36,59
941,29.26,60
942,29.24,61
939,29.01,62
925,28.68,63
947,28.5,64
928,28.44,65
895,28.1,66
935,28.0,67
909,27.88,68
902,27.85,69
886,27.81,70
861,27.75,71
910,26.93,72
878,26.44,73
918,26.29,74
891,25.88,75
927,25.72,76
890,24.98,77
288,12.87,78
279,11.37,79
294,11.15,80
259,10.56,81
285,10.39,82
307,10.0,83
280,9.9,84
256,9.82,85
295,9.82,85
262,9.66,86
271,9.58,87
301,9.58,87
312,9.55,88
266,9.52,89
263,9.34,90
276,9.32,91
299,9.24,92
300,9.24,92
257,9.22,93
296,9.22,93
268,9.14,94
302,9.09,95
293,9.08,96
292,9.05,97
306,8.99,98
275,8.96,99
311,8.88,100
265,8.77,101
272,8.73,102
291,8.71,103
305,8.61,104
260,8.6,105
277,8.59,106
261,8.56,107
303,8.49,108
284,8.41,109
274,8.4,110
267,8.33,111
289,8.31,112
287,8.23,113
273,8.14,114
309,8.06,115
237,8.04,116
310,8.04,116
270,8.02,117
297,7.95,118
298,7.94,119
281,7.81,120
290,7.77,121
278,7.72,122
264,7.66,123
308,7.52,124
282,7.32,125
258,7.24,126
269,7.22,127
304,7.2,128
283,7.18,129
56,6.88,130
58,6.75,131
61,6.72,132
286,6.61,133
1066,6.56,134
66,6.43,135
65,6.4,136
38,6.39,137
28,6.3,138
1019,6.25,139
34,6.24,140
36,6.21,141
43,6.11,142
68,6.1,143
53,6.06,144
52,6.03,145
54,5.98,146
30,5.96,147
23,5.9,148
62,5.89,149
40,5.88,150
39,5.85,151
21,5.8,152
63,5.78,153
47,5.73,154
48,5.7,155
26,5.66,156
59,5.63,157
50,5.62,158
37,5.61,159
4,5.59,160
60,5.58,161
32,5.54,162
25,5.51,163
51,5.49,164
44,5.47,165
45,5.46,166
31,5.35,167
1004,5.31,168
41,5.29,169
57,5.27,170
35,5.24,171
24,5.23,172
69,5.2,173
46,5.17,174
1016,5.15,175
1010,5.14,176
1037,5.07,177
27,5.06,178
1071,5.0,179
29,5.0,179
67,4.99,180
49,4.94,181
1000,4.9,182
33,4.84,183
990,4.65,184
3,4.61,185
42,4.6,186
55,4.59,187
1018,4.58,188
1027,4.54,189
1014,4.49,190
1012,4.41,191
1034,4.4,192
22,4.34,193
1007,4.3,194
1031,4.28,195
64,4.24,196
1013,3.87,197
1002,3.84,198
1009,3.74,199
1026,3.7,200
1008,3.59,201
1050,3.48,202
1032,3.44,203
1005,3.4,204
1036,3.33,205
1006,3.3,206
1025,3.14,207
1015,3.07,208
1011,3.05,209
1017,3.05,209
119,2.96,210
1061,2.89,211
837,2.86,212
1035,2.84,213
1033,2.83,214
1068,2.68,215
1040,2.66,216
1046,2.66,216
840,2.62,217
1057,2.61,218
1003,2.47,219
92,2.46,220
120,2.4,221
865,2.4,221
1054,2.39,222
863,2.36,223
1052,2.35,224
1030,2.3,225
1043,2.29,226
123,2.29,226
233,2.19,227
828,2.18,228
235,2.16,229
124,2.14,230
839,2.12,231
98,2.11,232
1055,2.11,232
121,2.1,233
841,2.1,233
829,2.09,234
834,2.06,235
1059,2.04,236
242,2.01,237
832,2.0,238
838,2.0,238
185,1.99,239
833,1.99,239
238,1.98,240
1051,1.96,241
1069,1.95,242
245,1.92,243
231,1.91,244
830,1.9,245
836,1.89,246
184,1.88,247
1060,1.87,248
866,1.86,249
236,1.85,250
122,1.83,251
181,1.83,251
232,1.82,252
244,1.82,252
97,1.81,253
243,1.8,254
1049,1.8,254
229,1.78,255
1045,1.77,256
182,1.75,257
234,1.75,257
239,1.72,258
1047,1.72,258
241,1.68,259
230,1.67,260
835,1.66,261
1072,1.66,261
1042,1.63,262
1041,1.62,263
1062,1.62,263
1073,1.62,263
248,1.59,264
827,1.59,264
1044,1.59,264
246,1.58,265
1063,1.58,265
341,1.57,266
831,1.57,266
868,1.57,266
183,1.56,267
860,1.55,268
490,1.53,269
1070,1.52,270
110,1.51,271
247,1.49,272
345,1.49,272
99,1.48,273
498,1.48,273
507,1.47,274
683,1.47,274
499,1.46,275
862,1.46,275
493,1.45,276
343,1.44,277
445,1.44,277
446,1.44,277
107,1.43,278
506,1.43,278
95,1.42,279
216,1.42,279
129,1.41,280
135,1.41,280
240,1.41,280
344,1.41,280
439,1.41,280
505,1.41,280
682,1.41,280
819,1.41,280
96,1.4,281
324,1.4,281
437,1.4,281
503,1.4,281
