Node,Spreading Ability,Rank
28,26.62,1
24,27.07,2
26,33.56,3
518,29.1,4
23,28.3,5
25,29.1,6
21,25.48,7
22,23.15,8
288,28.4,9
20,28.49,10
657,25.43,11
649,27.08,12
18,29.42,13
542,29.25,14
541,30.11,15
599,25.76,16
611,21.64,17
1145,31.37,18
517,28.66,19
682,25.73,20
37,18.4,21
747,27.97,22
632,25.68,23
1199,26.63,24
776,23.76,25
1175,29.96,26
1162,28.04,27
848,26.71,28
1174,31.52,29
158,26.8,30
1148,27.51,31
1131,27.05,32
612,25.37,33
1138,31.09,34
1136,25.62,35
151,25.16,36
1139,24.28,37
1141,32.14,38
1143,26.54,39
150,32.38,40
1200,27.13,41
119,25.25,42
155,22.55,43
152,21.99,44
1134,21.75,45
153,28.23,46
146,21.69,47
149,28.41,48
139,23.06,49
113,22.96,50
101,23.92,51
89,21.65,52
132,21.96,53
134,21.87,54
109,24.24,55
148,21.55,56
133,21.37,57
143,26.7,58
147,26.15,59
145,22.31,60
140,24.56,61
137,28.31,62
135,22.98,63
124,22.26,64
125,24.86,65
128,24.44,66
127,23.1,67
154,21.18,68
130,24.73,69
141,21.21,70
131,20.91,71
117,26.63,72
115,24.96,73
96,30.44,74
114,28.18,75
123,23.22,76
144,20.77,77
136,20.66,78
1151,20.66,78
122,22.84,79
142,24.04,80
118,20.56,81
112,20.47,82
121,24.73,83
138,22.45,84
106,20.28,85
111,20.08,86
126,20.08,86
129,19.85,87
120,19.62,88
156,19.39,89
116,19.08,90
157,17.11,91
47,13.68,92
48,13.49,93
110,25.69,94
1104,12.08,95
53,11.85,96
44,11.53,97
52,10.91,98
50,10.83,99
1101,10.71,100
51,10.55,101
46,9.69,102
45,8.29,103
27,13.76,104
49,7.9,105
1158,6.26,106
29,13.35,107
86,12.77,108
85,12.01,109
81,15.08,110
82,12.14,111
84,14.94,112
83,13.59,113
1,12.86,114
87,11.43,115
257,7.7,116
537,7.32,117
608,7.08,118
607,6.88,119
255,6.52,120
646,6.51,121
561,6.31,122
167,11.21,123
214,7.02,124
195,10.78,125
176,9.93,126
231,6.45,127
1111,6.1,128
175,8.48,129
88,6.23,130
199,6.2,131
260,5.93,132
160,8.06,133
172,8.16,134
535,5.28,135
97,9.42,136
173,5.19,137
205,6.47,138
206,7.6,139
196,6.92,140
1163,5.41,141
174,8.29,142
271,6.59,143
4,5.57,144
232,7.09,145
520,7.7,146
166,7.6,147
171,7.6,148
459,6.78,149
740,5.45,150
663,5.72,151
192,7.35,152
345,5.44,153
220,5.56,154
423,5.36,155
208,5.27,156
363,5.27,156
56,7.76,157
188,5.19,158
348,4.89,159
1157,4.83,160
6,4.76,161
219,4.76,161
191,4.75,162
43,5.83,163
811,4.71,164
179,4.7,165
424,4.61,166
309,6.4,167
65,5.41,168
77,5.38,169
647,4.6,170
62,4.59,171
40,4.55,172
354,5.28,173
1153,4.53,174
318,5.91,175
161,9.84,176
321,5.67,177
210,4.63,178
312,4.72,179
543,4.5,180
194,7.64,181
10,7.21,182
207,6.11,183
333,5.41,184
328,4.68,185
35,5.68,186
552,4.65,187
281,4.86,188
327,4.51,189
36,5.81,190
177,5.37,191
278,4.78,192
332,4.78,192
19,7.83,193
183,8.33,194
280,4.85,195
14,4.74,196
223,4.82,197
34,7.32,198
203,6.44,199
285,4.99,200
224,5.72,201
7,6.6,202
8,4.88,203
222,5.81,204
689,4.69,205
227,5.29,206
1178,4.63,207
11,4.52,208
209,4.5,209
225,5.35,210
761,4.49,211
68,4.48,212
5,4.45,213
416,4.56,214
865,5.74,215
421,5.17,216
182,5.92,217
235,5.32,218
375,5.38,219
374,6.25,220
376,5.88,221
335,4.9,222
336,4.8,223
204,4.38,224
415,4.65,225
380,4.76,226
80,4.29,227
342,4.26,228
351,4.26,228
419,4.76,229
329,4.22,230
372,5.22,231
866,4.19,232
297,4.14,233
330,4.11,234
1046,4.02,235
202,4.02,235
315,4.01,236
371,4.01,236
418,4.0,237
623,3.99,238
536,3.98,239
242,3.97,240
284,3.93,241
417,3.92,242
1188,3.88,243
245,7.23,244
300,3.82,245
306,3.82,245
267,3.8,246
460,3.79,247
9,3.78,248
360,3.77,249
287,3.76,250
12,3.72,251
420,3.65,252
226,3.6,253
378,3.54,254
557,3.53,255
71,3.53,255
379,3.51,256
1155,3.5,257
334,3.46,258
283,3.46,258
