Lambda,Kendall Tau,p-value,beta_c,beta_min,beta_max
0.009671026996938491,0.7692140630429963,0.0,0.019342053993876982,0.009671026996938491,0.029013080990815475
0.011820144107369267,0.7971686819517435,0.0,0.019342053993876982,0.009671026996938491,0.029013080990815475
0.013969261217800044,0.8256165119727461,0.0,0.019342053993876982,0.009671026996938491,0.029013080990815475
0.01611837832823082,0.8588773231221918,0.0,0.019342053993876982,0.009671026996938491,0.029013080990815475
0.018267495438661595,0.9051369645154367,0.0,0.019342053993876982,0.009671026996938491,0.029013080990815475
0.020416612549092373,0.9131014666041537,0.0,0.019342053993876982,0.009671026996938491,0.029013080990815475
0.02256572965952315,0.8820031175500743,0.0,0.019342053993876982,0.009671026996938491,0.029013080990815475
0.024714846769953926,0.8673402695272215,0.0,0.019342053993876982,0.009671026996938491,0.029013080990815475
0.0268639638803847,0.8482596829117379,0.0,0.019342053993876982,0.009671026996938491,0.029013080990815475
0.029013080990815475,0.8372785559230584,0.0,0.019342053993876982,0.009671026996938491,0.029013080990815475
