Starting Node,Average Spreading Ability,Rank
37,38.36,1.0
121,32.03,2.0
116,31.45,3.0
81,31.27,4.0
407,30.63,5.0
372,30.21,6.0
100,28.99,7.0
23,26.3,8.0
15,25.51,9.0
165,25.46,10.0
11,25.46,10.0
66,25.42,11.0
9,25.37,12.0
447,24.83,13.0
184,24.29,14.0
17,24.02,15.0
298,23.89,16.0
160,23.67,17.0
429,23.13,18.0
282,23.05,19.0
42,23.02,20.0
101,22.99,21.0
140,22.94,22.0
130,22.93,23.0
243,22.9,24.0
446,22.74,25.0
69,22.73,26.0
29,22.68,27.0
88,22.65,28.0
141,22.53,29.0
381,22.46,30.0
337,22.3,31.0
264,22.13,32.0
61,22.07,33.0
410,22.06,34.0
134,21.99,35.0
131,21.67,36.0
55,21.63,37.0
110,21.38,38.0
171,21.25,39.0
105,21.08,40.0
174,21.07,41.0
441,21.04,42.0
132,20.99,43.0
246,20.96,44.0
65,20.68,45.0
13,20.33,46.0
201,20.25,47.0
137,20.19,48.0
424,20.12,49.0
156,20.11,50.0
49,20.0,51.0
365,19.99,52.0
75,19.98,53.0
84,19.82,54.0
26,19.79,55.0
168,19.78,56.0
44,19.42,57.0
223,19.42,57.0
36,19.34,58.0
397,19.11,59.0
395,18.99,60.0
112,18.98,61.0
41,18.9,62.0
363,18.71,63.0
220,18.68,64.0
128,18.53,65.0
124,18.5,66.0
114,18.5,66.0
64,18.27,67.0
263,18.12,68.0
80,17.9,69.0
104,17.78,70.0
118,17.63,71.0
313,17.62,72.0
369,17.53,73.0
82,17.52,74.0
423,17.51,75.0
93,17.47,76.0
494,17.46,77.0
91,17.42,78.0
256,17.29,79.0
208,17.27,80.0
452,17.12,81.0
89,17.1,82.0
173,17.1,82.0
277,17.03,83.0
119,16.99,84.0
299,16.97,85.0
262,16.86,86.0
180,16.8,87.0
577,16.69,88.0
284,16.6,89.0
477,16.37,90.0
338,16.28,91.0
406,16.26,92.0
539,16.2,93.0
4,16.17,94.0
146,16.09,95.0
27,15.99,96.0
12,15.99,96.0
63,15.98,97.0
507,15.9,98.0
405,15.84,99.0
85,15.7,100.0
386,15.68,101.0
475,15.61,102.0
60,15.59,103.0
316,15.53,104.0
362,15.42,105.0
103,15.39,106.0
77,15.17,107.0
411,15.16,108.0
454,15.13,109.0
451,15.11,110.0
540,15.08,111.0
278,15.04,112.0
193,15.0,113.0
348,14.98,114.0
434,14.88,115.0
30,14.77,116.0
90,14.67,117.0
153,14.63,118.0
10,14.51,119.0
32,14.45,120.0
455,14.45,120.0
392,14.45,120.0
226,14.44,121.0
205,14.39,122.0
257,14.38,123.0
607,14.35,124.0
235,14.34,125.0
214,14.34,125.0
209,14.33,126.0
86,14.19,127.0
199,14.17,128.0
419,14.1,129.0
377,14.05,130.0
219,14.04,131.0
439,14.03,132.0
255,14.02,133.0
125,13.99,134.0
276,13.96,135.0
659,13.96,135.0
58,13.9,136.0
120,13.82,137.0
107,13.77,138.0
92,13.6,139.0
183,13.57,140.0
271,13.52,141.0
506,13.48,142.0
79,13.46,143.0
163,13.45,144.0
34,13.44,145.0
215,13.43,146.0
323,13.41,147.0
525,13.39,148.0
492,13.34,149.0
18,13.28,150.0
150,13.25,151.0
52,13.06,152.0
304,13.01,153.0
269,12.99,154.0
415,12.93,155.0
159,12.93,155.0
328,12.9,156.0
109,12.88,157.0
133,12.81,158.0
108,12.76,159.0
217,12.67,160.0
615,12.59,161.0
601,12.58,162.0
240,12.56,163.0
627,12.48,164.0
543,12.46,165.0
288,12.44,166.0
319,12.38,167.0
331,12.35,168.0
482,12.29,169.0
665,12.25,170.0
292,12.24,171.0
117,12.2,172.0
432,12.2,172.0
250,12.15,173.0
443,12.13,174.0
6,12.12,175.0
360,12.12,175.0
530,12.06,176.0
48,11.97,177.0
433,11.96,178.0
21,11.94,179.0
145,11.92,180.0
45,11.92,180.0
594,11.91,181.0
247,11.87,182.0
500,11.81,183.0
484,11.8,184.0
127,11.78,185.0
167,11.78,185.0
143,11.72,186.0
572,11.7,187.0
526,11.66,188.0
123,11.64,189.0
438,11.63,190.0
273,11.63,190.0
