Lambda,Centrality,Kendall_Tau,P_Value
0.0128,Degree_Centrality,0.5541980402704524,2.6284868468823208e-61
0.0128,Betweenness_Centrality,0.42680937993627477,7.779291154293557e-39
0.0128,PageRank_Centrality,0.4450423200671524,3.722945056915172e-44
0.0128,Closeness_Centrality,0.4633656976292403,1.6287026393401319e-47
0.0128,Eigenvector_Centrality,0.5372843600274887,1.589805078341033e-63
0.0156,Degree_Centrality,0.5432447036067348,1.7848991305863349e-59
0.0156,Betweenness_Centrality,0.39106817002458893,3.785283469610197e-33
0.0156,PageRank_Centrality,0.4253169269081509,8.14691465788199e-41
0.0156,Closeness_Centrality,0.4909579885990361,1.4398822651770529e-53
0.0156,Eigenvector_Centrality,0.5621558362323542,5.933822979503714e-70
0.0185,Degree_Centrality,0.5562426076922643,1.298773393163865e-62
0.0185,Betweenness_Centrality,0.4099665313989205,1.851005905383239e-36
0.0185,PageRank_Centrality,0.4336887616335516,1.3335003397828342e-42
0.0185,Closeness_Centrality,0.5102410575990062,4.923912024345386e-58
0.0185,Eigenvector_Centrality,0.578263142907051,2.5288061930121375e-74
0.0213,Degree_Centrality,0.5371610541406515,1.1416001224511471e-58
0.0213,Betweenness_Centrality,0.38952060226701624,3.647149819819592e-33
0.0213,PageRank_Centrality,0.4165099218869075,1.5670281827369578e-39
0.0213,Closeness_Centrality,0.5553611823961192,1.353818565849739e-68
0.0213,Eigenvector_Centrality,0.6086769881765992,2.3073647663847267e-82
0.0242,Degree_Centrality,0.5436643458427836,2.7469064861668964e-60
0.0242,Betweenness_Centrality,0.3996800325571932,5.836527463564505e-35
0.0242,PageRank_Centrality,0.41732880844700915,7.834979870442687e-40
0.0242,Closeness_Centrality,0.5399661254997769,3.3702278746205023e-65
0.0242,Eigenvector_Centrality,0.6155051745917631,1.6499497087834352e-84
0.027,Degree_Centrality,0.5644568749065503,5.725704821912831e-65
0.027,Betweenness_Centrality,0.4106012116833683,7.1617017816169535e-37
0.027,PageRank_Centrality,0.43650755230153016,1.7004756728720309e-43
0.027,Closeness_Centrality,0.5454236254614904,1.2975567486495736e-66
0.027,Eigenvector_Centrality,0.6443894817802545,1.2725667817466354e-92
0.0298,Degree_Centrality,0.5745002978796355,2.3822905641987055e-67
0.0298,Betweenness_Centrality,0.40954515410943476,9.427376680329936e-37
0.0298,PageRank_Centrality,0.4483831873486206,7.105499729950349e-46
0.0298,Closeness_Centrality,0.5380525393944586,5.516110500301948e-65
0.0298,Eigenvector_Centrality,0.6458708518884732,3.3707571596808267e-93
0.0327,Degree_Centrality,0.5449154578269125,7.377529087431541e-61
0.0327,Betweenness_Centrality,0.3816342925749602,3.5204392909315675e-32
0.0327,PageRank_Centrality,0.4132877259259462,2.7331576809395496e-39
0.0327,Closeness_Centrality,0.5429265915924435,3.18028529950782e-66
0.0327,Eigenvector_Centrality,0.6456432508261765,2.9128795023453626e-93
0.0355,Degree_Centrality,0.5802235620898947,8.198781252436848e-69
0.0355,Betweenness_Centrality,0.40768498981074863,1.633527020678707e-36
0.0355,PageRank_Centrality,0.4425214090824068,7.942300180352491e-45
0.0355,Closeness_Centrality,0.5359784515949204,1.2170853355896207e-64
0.0355,Eigenvector_Centrality,0.6567892493909218,1.5903631965405923e-96
0.0384,Degree_Centrality,0.5632178639113573,5.474410305920527e-65
0.0384,Betweenness_Centrality,0.4013321752119044,1.8459483198369524e-35
0.0384,PageRank_Centrality,0.42631471872499865,9.331132226341655e-42
0.0384,Closeness_Centrality,0.5337233294510527,3.715828948505811e-64
0.0384,Eigenvector_Centrality,0.6518356047367565,3.624881942950497e-95
