Top_Nodes,Degree_Centrality,Betweenness_Centrality,PageRank_Centrality,Closeness_Centrality,Eigenvector_Centrality
5,0.5714285714285714,1.0,0.5714285714285714,1.0,0.6666666666666666
10,0.6428571428571429,0.6153846153846154,0.5714285714285714,0.6923076923076923,0.75
15,0.7894736842105263,0.65,0.8333333333333334,0.75,0.7368421052631579
20,0.7142857142857143,0.5714285714285714,0.6296296296296297,0.7692307692307693,0.8333333333333334
25,0.75,0.6176470588235294,0.7741935483870968,0.7575757575757576,0.6666666666666666
30,0.5238095238095238,0.5476190476190477,0.7105263157894737,0.7,0.6666666666666666
35,0.19090909090909092,0.48148148148148145,0.6666666666666666,0.7,0.7021276595744681
40,0.11037527593818984,0.417910447761194,0.6727272727272727,0.6229508196721312,0.6140350877192983
45,0.12582781456953643,0.40789473684210525,0.625,0.5540540540540541,0.5522388059701493
50,0.1368653421633554,0.40963855421686746,0.5833333333333334,0.5119047619047619,0.5405405405405406
55,0.15894039735099338,0.3894736842105263,0.5357142857142857,0.4742268041237113,0.4827586206896552
60,0.18543046357615894,0.37962962962962965,0.5051546391752577,0.4375,0.47474747474747475
65,0.2052980132450331,0.3813559322033898,0.48148148148148145,0.4583333333333333,0.5238095238095238
70,0.2251655629139073,0.366412213740458,0.4745762711864407,0.49612403100775193,0.5263157894736842
75,0.2582781456953642,0.363013698630137,0.4696969696969697,0.47297297297297297,0.515625
80,0.2847682119205298,0.3584905660377358,0.45517241379310347,0.4876543209876543,0.5071428571428571
