feature,score,rank
Global Relative Change in Avg Clustering,0.12156380341513223,1
Eccentricity Centrality,0.11761406220388881,2
Leverage Centrality,0.10161342073188581,3
Closeness Centrality,0.05685666003992094,4
Betweenness Centrality,0.055823976034529654,5
Second order centrality,0.054649375295259435,6
GSM,0.04032944061806307,7
GIN Values,0.037966208222703676,8
Clustering Coefficient,0.03778279105138696,9
PageRank Centrality,0.02995560255012962,10
P Value,0.026249855677412445,11
Volume Centrality,0.02524694724214637,12
K-Shell Value,0.02506668891061521,13
Node H-Index,0.024294403018522627,14
HCC Value,0.022193255224322746,15
Constraint Coefficients,0.017573483697287437,16
Clustered Local Degree,0.01704465582179145,17
Global Relative Change in Avg Degree,0.015514128853012094,18
I-GSM Values,0.014696656842535176,19
DNC Scores,0.013873377019952417,20
MDD Value,0.01236560959077327,21
Degree Centrality,0.011999368843609724,22
H-GSM_1,0.011758907701655698,23
Societal Capital Scores,0.011076551321081677,24
Extended Degree,0.010862769622311263,25
CLC Values,0.009254943048575166,26
Coreness Centrality,0.009100942176934591,27
Centrality Values,0.00854676014629488,28
PE Values,0.00847034972635929,29
Extended Improved Gravity Index Values,0.008238559725614738,30
Eigenvector Centrality,0.007935500642138214,31
Improved Gravity Index Values,0.007920309012756258,32
Gravity Index Centrality,0.007697309582661063,33
EHCC Value,0.007634075764051344,34
Extended Coreness,0.007614457383766912,35
Semi local centrality,0.007573342046222563,36
Local-Global Centrality,0.006165804174130729,37
EIGSM Values,0.005783186938341803,38
Isolating Centrality,0.005355878794144157,39
DIL Centrality,0.0034359513288899682,40
Laplacian Centrality,0.0034193582980884644,41
GGC Values,0.0026735311602782423,42
Gravity Model Centrality,0.0025663119420993,43
MCGM Values,0.002118858663057494,44
Density Centrality,0.0018807621605538003,45
HVGc Index,0.0017372317621719452,46
Subgraph centrality,0.0014575715164455115,47
LGC Scores,0.0009570549607759615,48
Local Gravity Model Centrality,0.0008291047593899586,49
H Values,0.0008149256630110405,50
