Lambda,Kendall_Tau,P_Value
0.0674,0.7573640484560348,1.455593793534112e-18
0.0824,0.7969106609218475,1.909852006065272e-20
0.0974,0.820244557527944,1.5107342107562206e-21
0.1123,0.8414260600933833,1.195876732750227e-22
0.1273,0.8329620109681835,3.1544541453713877e-22
0.1423,0.8127506165604967,3.1407123438417267e-21
0.1573,0.8466152255838508,6.717985688412763e-23
0.1723,0.8187267240352063,1.611426563022463e-21
0.1872,0.8584257084677976,1.580344856359841e-23
0.2022,0.8265768705884128,6.238979363347145e-22
