feature,score,rank
H-GSM_1,4.843115341846005e-05,1
LGC Scores,0.0004273571082478167,2
Local Gravity Model Centrality,0.0005254316782848933,3
H Values,0.000578909824260454,4
Laplacian Centrality,0.000772856751625528,5
Density Centrality,0.0007755096060699795,6
GGC Values,0.0010206062716648923,7
DIL Centrality,0.001153938380513475,8
Gravity Model Centrality,0.001257069243412401,9
Subgraph centrality,0.0013990188205653675,10
MCGM Values,0.0019491780911901069,11
Local-Global Centrality,0.002138050444699169,12
HVGc Index,0.002172459509321323,13
Eccentricity Centrality,0.0033154544781942574,14
Global Relative Change in Avg Degree,0.004253512205077081,15
Degree Centrality,0.0043914969957342675,16
EIGSM Values,0.004690506143718687,17
DNC Scores,0.004792596469781363,18
EHCC Value,0.004879167352690783,19
MDD Value,0.0049426040397964055,20
Centrality Values,0.005072171613738519,21
PE Values,0.0050739925850246115,22
PageRank Centrality,0.005564825999372247,23
Coreness Centrality,0.0059552992707079255,24
I-GSM Values,0.006329813771800752,25
GIN Values,0.006647614595523099,26
Extended Improved Gravity Index Values,0.0070056915184537605,27
Eigenvector Centrality,0.007072950662441513,28
Semi local centrality,0.007474758590740316,29
CLC Values,0.007643532607296222,30
Extended Coreness,0.007825417030516424,31
Extended Degree,0.007996309868269935,32
GSM,0.008162560547426256,33
Societal Capital Scores,0.008184623720357997,34
HCC Value,0.009754302234393886,35
Isolating Centrality,0.0097755185282421,36
Gravity Index Centrality,0.009969474538145007,37
Improved Gravity Index Values,0.010322610605310478,38
P Value,0.01151293762744554,39
Closeness Centrality,0.011524702524689179,40
Volume Centrality,0.012179771597420341,41
Betweenness Centrality,0.014278845839023724,42
Clustered Local Degree,0.014966574752198869,43
Second order centrality,0.022256467670212388,44
Constraint Coefficients,0.02788699037837472,45
Node H-Index,0.031231058773531495,46
K-Shell Value,0.03420308445662201,47
Clustering Coefficient,0.044912157010548404,48
Global Relative Change in Avg Clustering,0.05916231889281043,49
Leverage Centrality,0.08507774969365511,50
