Lambda,Kendall Tau,p-value,beta_c,beta_min,beta_max
0.011530659840111077,0.7614580864996103,1.7113745559642305e-92,0.023061319680222153,0.011530659840111077,0.03459197952033323
0.014093028693469093,0.7788512976173242,2.2907232855419766e-97,0.023061319680222153,0.011530659840111077,0.03459197952033323
0.01665539754682711,0.800907966460556,2.0979178199311702e-103,0.023061319680222153,0.011530659840111077,0.03459197952033323
0.019217766400185125,0.8217602622493312,4.2666039087607e-109,0.023061319680222153,0.011530659840111077,0.03459197952033323
0.021780135253543144,0.8475965849490489,2.396849273661841e-116,0.023061319680222153,0.011530659840111077,0.03459197952033323
0.024342504106901162,0.8433864857783645,1.8692492770993086e-115,0.023061319680222153,0.011530659840111077,0.03459197952033323
0.026904872960259178,0.8315183794420068,1.846731907676984e-112,0.023061319680222153,0.011530659840111077,0.03459197952033323
0.029467241813617193,0.8274446553703585,1.7679603314166777e-111,0.023061319680222153,0.011530659840111077,0.03459197952033323
0.03202961066697521,0.8084590660173803,1.2179906618771752e-106,0.023061319680222153,0.011530659840111077,0.03459197952033323
0.03459197952033323,0.8028083840393062,3.2535264850650025e-105,0.023061319680222153,0.011530659840111077,0.03459197952033323
