Node,Relative Closeness,Rank
26,0.8593986273158554,1.0
75,0.8029067665683274,2.0
73,0.7283661800970446,3.0
63,0.705561018597332,4.0
57,0.6778220486083002,5.0
68,0.6484360662957672,6.0
58,0.6243947659036108,7.0
24,0.615263563245756,8.0
28,0.5915506041624088,9.0
25,0.5870542705612358,10.0
55,0.563179150492675,11.0
29,0.5443765287972938,12.0
125,0.5429363341038211,13.0
61,0.5414669137450772,14.0
77,0.540931753330026,15.0
74,0.5299257563054444,16.0
135,0.5242977946997999,17.0
130,0.5147841745223316,18.0
6,0.5091049633731847,19.0
127,0.5065684447145075,20.0
51,0.503310676124995,21.0
67,0.4946541675785021,22.0
78,0.4827754126930882,23.0
53,0.4824457781865654,24.0
121,0.481135510507432,25.0
27,0.4799853254949036,26.0
56,0.4787011282643854,27.0
62,0.4697929029097569,28.0
136,0.4611450201537646,29.0
69,0.4560632186127862,30.0
126,0.4559026693409811,31.0
128,0.450679172844571,32.0
153,0.4463613577420184,33.0
60,0.4276359863612173,34.0
50,0.4234797463104496,35.0
76,0.4228247436469738,36.0
138,0.4225046284805472,37.0
133,0.4215631972622474,38.0
123,0.4006180440273882,39.0
4,0.397440805804501,40.0
137,0.3959051069694344,41.0
23,0.395568396601945,42.0
116,0.3937519027586929,43.0
155,0.3848828088010209,44.0
30,0.3704052983816191,45.0
124,0.3652290152896407,46.0
52,0.363646709686393,47.0
66,0.3538755131959119,48.0
71,0.3519113360037217,49.0
134,0.3489291040712498,50.0
113,0.3486833746467579,51.0
72,0.3463042705175206,52.0
154,0.3445251961143317,53.0
152,0.3424967265653676,54.0
205,0.3398459657798071,55.0
131,0.3387082608119974,56.0
64,0.3377040001878423,57.0
142,0.3375864990413592,58.0
208,0.3347075585189462,59.0
151,0.3311422398498317,60.0
141,0.3296351025628612,61.0
129,0.3289971812890346,62.0
207,0.3256535579741661,63.0
194,0.322850391940236,64.0
65,0.3212108251450632,65.0
59,0.3102863908547242,66.0
206,0.3088563600855961,67.0
119,0.3088053023137588,68.0
201,0.307644964015157,69.0
203,0.3060417359155065,70.0
204,0.3054765277598917,71.0
145,0.3029465455239282,72.0
70,0.301951006017858,73.0
200,0.3009167883605272,74.0
193,0.3007608500145891,75.0
196,0.2973240884466358,76.0
144,0.2961914757646123,77.0
132,0.2949840880264829,78.0
177,0.2899414149617059,79.0
38,0.2867651664015918,80.0
195,0.2861337776973446,81.0
191,0.2857000043593437,82.0
214,0.2846873141877821,83.0
54,0.283003387454262,84.0
122,0.2799756552563942,85.0
48,0.2781553249940939,86.0
202,0.277692612694579,87.0
118,0.2758357150922589,88.0
114,0.2741358800177793,89.0
198,0.2710650902733786,90.0
162,0.2704720310761566,91.0
190,0.2684061363661861,92.0
149,0.2673440844236049,93.0
288,0.2672160118596656,94.0
265,0.2666667713864682,95.0
187,0.2665671601292127,96.0
112,0.2662812491394677,97.0
148,0.2653069875773762,98.0
199,0.2645023621856063,99.0
185,0.2640660812074449,100.0
146,0.2635009855200177,101.0
147,0.262367862640762,102.0
111,0.2604991728425366,103.0
287,0.258212758971992,104.0
159,0.2575598212363239,105.0
251,0.2564878805656951,106.0
117,0.2539909082588531,107.0
173,0.2522048388682412,108.0
166,0.2514323443522933,109.0
172,0.2511896976523995,110.0
248,0.2511767277143905,111.0
249,0.2511294704840404,112.0
115,0.2510655402338423,113.0
266,0.25064853436554,114.0
175,0.2502627487838674,115.0
291,0.2499003695383114,116.0
189,0.2497193514321093,117.0
186,0.2475241402673977,118.0
192,0.2469892690512042,119.0
228,0.2464118128455254,120.0
143,0.2450439674407305,121.0
176,0.2443567129911862,122.0
168,0.2440910705835169,123.0
163,0.2435368507345805,124.0
105,0.2433761118853521,125.0
101,0.2433761118853521,125.0
107,0.2431663805732694,126.0
243,0.2422999242390987,127.0
