Top_Nodes,Degree_Centrality,Betweenness_Centrality,PageRank_Centrality,Closeness_Centrality,Eigenvector_Centrality
5,0.09523809523809523,0.1111111111111111,0.0,0.25,1.0
10,0.020242914979757085,0.25,0.17647058823529413,0.3333333333333333,0.5714285714285714
15,0.030364372469635626,0.2,0.25,0.45454545454545453,0.6
20,0.04048582995951417,0.24242424242424243,0.17647058823529413,0.5172413793103449,0.5555555555555556
25,0.05060728744939271,0.21428571428571427,0.16279069767441862,0.6363636363636364,0.65625
30,0.06072874493927125,0.2708333333333333,0.17647058823529413,0.6842105263157895,0.75
35,0.0728744939271255,0.3333333333333333,0.24561403508771928,0.5957446808510638,0.7619047619047619
40,0.08299595141700405,0.3442622950819672,0.265625,0.5740740740740741,0.7346938775510204
45,0.0931174089068826,0.3142857142857143,0.28169014084507044,0.5,0.6896551724137931
50,0.10323886639676114,0.3076923076923077,0.2948717948717949,0.5588235294117647,0.6176470588235294
55,0.11336032388663968,0.36585365853658536,0.29069767441860467,0.6338028169014085,0.5789473684210527
60,0.12348178137651822,0.38636363636363635,0.2604166666666667,0.68,0.625
65,0.13360323886639677,0.3894736842105263,0.24761904761904763,0.6585365853658537,0.5909090909090909
70,0.145748987854251,0.375,0.27927927927927926,0.6333333333333333,0.6063829787234043
75,0.15587044534412955,0.36607142857142855,0.26666666666666666,0.6224489795918368,0.5882352941176471
80,0.1659919028340081,0.3813559322033898,0.2558139534883721,0.6095238095238096,0.5818181818181818
