Starting Node,Average Spreading Ability,Node,Rank
1,4.95,1,260.0
2,3.93,2,313.0
3,3.56,3,329.0
4,2.96,4,354.0
5,3.16,5,343.0
6,7.83,6,119.0
7,11.66,7,31.0
8,7.14,8,149.0
9,5.52,9,227.0
10,12.39,10,20.0
11,6.67,11,167.0
12,7.44,12,133.0
13,6.06,13,195.0
14,8.22,14,105.0
15,7.2,15,146.0
16,10.82,16,45.0
17,15.34,17,3.0
18,9.03,18,83.0
19,6.22,19,188.0
20,11.18,20,37.0
21,13.65,21,10.0
22,10.26,22,61.0
23,9.09,23,79.0
24,5.54,24,225.0
25,9.64,25,71.0
26,8.84,26,89.0
27,6.92,27,154.0
28,9.64,28,71.0
29,5.01,29,256.0
30,11.32,30,35.0
31,6.8,31,161.0
32,12.25,32,22.0
33,6.68,33,166.0
34,12.09,34,26.0
35,6.22,35,188.0
36,7.32,36,139.0
37,10.18,37,63.0
38,11.88,38,29.0
39,6.7,39,165.0
40,7.99,40,114.0
41,12.19,41,24.0
42,10.98,42,41.0
43,13.78,43,8.0
44,10.21,44,62.0
45,5.94,45,203.0
46,10.0,46,65.0
47,14.93,47,5.0
48,8.84,48,89.0
49,10.5,49,53.0
50,13.55,50,11.0
51,12.24,51,23.0
52,11.98,52,28.0
53,13.96,53,6.0
54,10.4,54,57.0
55,13.23,55,12.0
56,12.91,56,13.0
57,10.77,57,47.0
58,12.62,58,16.0
59,10.4,59,57.0
60,13.87,60,7.0
61,13.74,61,9.0
62,15.15,62,4.0
63,10.27,63,60.0
64,6.23,64,187.0
65,9.79,65,68.0
66,8.48,66,95.0
67,3.89,67,315.0
68,9.86,68,67.0
69,3.44,69,335.0
70,3.49,70,333.0
71,3.53,71,330.0
72,3.56,72,329.0
73,5.35,73,238.0
74,5.47,74,231.0
75,4.77,75,271.0
76,3.89,76,315.0
77,4.03,77,306.0
78,6.55,78,171.0
79,3.78,79,321.0
80,3.91,80,314.0
81,4.12,81,301.0
82,5.37,82,236.0
83,5.69,83,217.0
84,10.9,84,43.0
85,3.37,85,339.0
86,4.01,86,308.0
87,1.57,87,383.0
88,3.86,88,317.0
89,3.41,89,336.0
90,5.39,90,235.0
91,4.17,91,299.0
92,3.99,92,309.0
93,5.91,93,205.0
94,3.65,94,324.0
95,8.11,95,111.0
96,8.34,96,99.0
97,7.86,97,117.0
98,7.74,98,123.0
99,9.05,99,82.0
100,5.36,100,237.0
101,5.62,101,221.0
102,11.47,102,32.0
103,4.8,103,269.0
104,10.7,104,50.0
105,10.41,105,56.0
106,8.55,106,93.0
107,12.12,107,25.0
108,6.97,108,152.0
109,6.32,109,183.0
110,10.93,110,42.0
111,10.32,111,59.0
112,12.67,112,15.0
113,11.33,113,34.0
114,16.87,114,1.0
115,12.41,115,19.0
116,2.82,116,361.0
117,3.08,117,349.0
118,3.6,118,327.0
119,4.99,119,257.0
