feature,PC1,PC2,PC3,PC4,PC5
Degree Centrality,0.15198303097828847,-0.06120360987088426,0.15659420839364613,-0.019335655958059472,0.024616498697931123
Betweenness Centrality,0.08923494282727706,-0.16566855569295386,0.1403502453030951,0.47733670386647975,0.0441336619508278
Leverage Centrality,0.12819892200039015,-0.21892127780151954,0.21043051214580355,-0.02441222323696919,0.08320818637763706
Isolating Centrality,0.048819926658031414,0.01548884218395763,0.4067590444239181,-0.06269168775856071,0.6740577783432196
GSM,0.14545628488308876,-0.11106547742343309,-0.1702617108783428,0.12381091689920602,0.029821808171830583
H-GSM_1,0.15604032655787575,-0.004489802344751347,0.024417350928945522,0.0682744995890425,0.026080521264646217
Local-Global Centrality,0.15512975450678423,-0.00035776737035904047,0.09854084832735077,0.04209325885250248,0.013688696276004386
PageRank Centrality,0.14288654109231652,-0.09566512453001348,0.25689585157651784,-0.03438021606952579,0.07690566446951502
Coreness Centrality,0.15404738036865664,-0.05879543419175565,0.08368506337507298,-0.01713097519156334,-0.05200145533488215
Extended Coreness,0.1557133509639836,0.006878391198464998,-0.020289739159215163,-0.07199199850991196,-0.04085422241271887
Global Relative Change in Avg Degree,0.14247594725156792,0.0913230621256302,0.23653017496367218,0.04163016407187201,-0.010093033870976122
Global Relative Change in Avg Clustering,0.01358871733862216,-0.08382813222473143,0.4056830440719566,0.09627577547663986,-0.6687958906486748
Clustering Coefficient,0.06128462400085466,-0.30458129512435644,-0.07966546100797256,-0.48618077911613816,-0.10534568391149739
Clustered Local Degree,0.14804460057209934,-0.026835125188854333,-0.0183089031403423,-0.2031767498990495,-0.10641380082546527
DIL Centrality,0.13687490681162937,0.08859921292400764,0.042412365562634176,0.26503451928328836,-0.021290854933690494
I-GSM Values,0.15619964508025483,0.01137406662737451,-0.06214505232583935,-0.011378278699889402,-0.02844727921900435
Gravity Index Centrality,0.15330761620597616,-0.088945180039867,-0.060879204526236304,0.026284630301558094,-0.02686484284553798
Gravity Model Centrality,0.1551741506077917,0.06063365113211656,0.0690755590086203,0.03795000433280305,-0.012608808938062037
Local Gravity Model Centrality,0.15064100568361932,0.11051625225820245,0.12045382128442349,-0.012454041321082295,-0.04333013039527769
Laplacian Centrality,0.15476734742422502,0.03379290370048265,0.09977120733132287,-0.035447586574427425,-0.017116702073232976
Closeness Centrality,0.12722324747196395,-0.13496805640848472,-0.25203468928315653,0.2625846707942728,0.06046903619796785
Semi local centrality,0.1528084214915484,0.09421573542255392,-0.10316870547546536,-0.04804385481620116,-0.01888439498490556
Eccentricity Centrality,0.054004833806234345,-0.40433757712252566,-0.06956028121851097,0.31056175736425645,-0.0701376437217264
Density Centrality,0.15259205383489732,0.06625846833100926,0.12996456533524042,0.05295891506544675,0.007347139505735742
MDD Value,0.15193170262750566,-0.11542559410061523,0.07403853201980624,-0.0845725122813526,0.0011795590114535856
EHCC Value,0.15430790264192387,0.08786856454814665,-0.015594220374535568,-0.07261565404252156,-0.020111636167085598
HCC Value,0.15196996471886948,0.010426904737846302,-0.048888333253623496,-0.12566461841033139,0.0036345440509162018
P Value,0.14451389774528905,0.019372720053887828,-0.09846052685959714,-0.1606407368118962,0.04363185153821123
Extended Degree,0.1555709557028789,-0.004472771076624585,0.022036780035532607,-0.07491762506630548,-0.041344064961487154
Eigenvector Centrality,0.1346345594230248,0.23100797741654325,-0.1936383088383486,-0.033086416467168735,0.038128718572951845
CLC Values,0.1504426614373614,0.125950211124822,-0.08469966360627776,0.08984048080001233,0.03208854542181105
Centrality Values,0.15635561738194798,0.045294588749544215,-0.014804822688334617,0.012094153050631981,-0.000561836132673417
Constraint Coefficients,0.12450570401960546,-0.27136130091079236,-0.04213495704369871,-0.03347743216214001,0.10737673877990503
HVGc Index,0.14694019467624703,0.184406958375517,0.009866945757628276,-0.03291009592971685,-0.07265162017824375
PE Values,0.15658275419415554,0.030931229059790642,-0.003305943213979803,0.019149132381845287,0.013972898091607396
H Values,0.13695195311187272,0.26043500844166917,-0.0665563618766923,0.002833285978442121,-0.032359465836603006
