Node,Weighted_Sum
1,0.0012718695302557357
2,0.0015107186157567098
3,0.0008630384392929874
4,0.0022166987691557864
5,0.0003875614153000974
6,0.0012630182510379663
7,0.0005586794749139369
8,0.00033627052367203066
9,0.004670815458221226
10,0.0012016266085463504
11,0.003976274308760602
12,0.0021452524186071583
13,0.002661590190088482
14,0.0024880809909620994
15,0.004068103627299748
16,0.0010535808345020622
17,0.0026233172197555805
18,0.002261677486960098
19,0.0009769982442634382
20,0.0007481499589142287
21,0.0011473442785994263
22,0.0009202365909622224
23,0.004600163154037311
24,0.0008487797596780952
25,0.0006153666880997553
26,0.003453648303379431
27,0.002342051248666779
28,0.0003362243110974557
29,0.0028579755808124433
30,0.0017938502918414308
31,0.0017327176005962328
32,0.0016685945675359777
33,0.0006414767278981194
34,0.0012032755307410487
35,0.0006655223020393087
36,0.0022298386810008235
37,0.023867443849750217
38,0.0007105498854804068
39,0.0017542154000468428
40,0.0006401046617466705
41,0.00187560383071562
42,0.006016436361489278
43,0.0005411761674491815
44,0.003462048809431134
45,0.002891194106763369
46,0.0011585900596036165
47,0.00073203804760439
48,0.001372290999070896
49,0.002514512254946602
50,0.0008176852762873214
51,0.0007414391870319773
52,0.0012958642301321498
53,0.0003866981831801707
54,0.0004881112866681268
55,0.005050195698976868
56,0.000861731430076297
57,0.0012293979215364974
58,0.0009977044531236392
59,0.0009035910586024066
60,0.0015534896291333538
61,0.00204877604165247
62,0.0004666049875041674
63,0.0007758050016556496
64,0.0016759963777015388
65,0.003041250555969876
66,0.0036085952292348963
67,0.0013083509305207809
68,0.0006226592918307419
69,0.0051453012267261965
70,0.0012592298610913646
71,0.0008990472616653492
72,0.0010427455407886138
73,0.001005499248077635
74,0.0009334723240970909
75,0.0023797501696726426
76,0.0011392036633213413
77,0.001497489639852972
78,0.0006839155915938934
79,0.0011675146080739086
80,0.002301668228148968
81,0.005953702057779929
82,0.00289211154582162
83,0.0021897088644432564
84,0.0019351332824083254
85,0.0023263408020268057
86,0.0019840363141667315
87,0.0011090030204227246
88,0.0027196685425634683
89,0.002831838609434846
90,0.0012346447368361537
91,0.004003920833404772
92,0.0016641345081995318
93,0.0016455365069787194
94,0.001374571375843155
95,0.0005437515440883871
96,0.0007279365547926753
97,0.000767125404841446
98,0.0014605248225170774
99,0.0007570401285700733
100,0.009034870906791045
101,0.004585793054583686
102,0.0006452455424589564
103,0.0015100241726563007
104,0.002355869390543264
105,0.0014003414609381028
106,0.0011654124326790347
107,0.0030786183002623163
108,0.0012249110713126329
109,0.00189705781400432
110,0.0022627491805151073
111,0.0008025371719744565
112,0.002133498261255014
113,0.001149004250048867
114,0.0026394295720442505
115,0.0010447677056715065
116,0.0061911151934016485
117,0.0009358512313488005
118,0.0015203821233731188
119,0.002108545059305119
120,0.0018384125921197879
121,0.005418068113609599
122,0.0007523956266547562
123,0.000973239563728829
124,0.001966366758374793
125,0.002241773062583705
126,0.0009014887198184436
127,0.0012883599210703233
128,0.0018637795363986307
129,0.00041956630622389944
130,0.003874897097845578
131,0.0029782010864251355
132,0.0019532621029102848
133,0.0017142395361258269
134,0.005866054691407971
135,0.0006186491720073509
136,0.0011033521108161815
137,0.0017128540205886367
138,0.0006968415324660881
139,0.001190500928995894
140,0.003801514739401612
141,0.004368954027806282
142,0.0005721442802114605
143,0.0010792729625511716
144,0.001235561087997912
145,0.0011382158197477891
146,0.0014923694588894697
147,0.0011211830954937039
148,0.0010288926381777546
149,0.0014688557011220812
150,0.0010665459993361042
151,0.0013139176035258104
152,0.0011005473701236619
153,0.0011145295216615173
154,0.0005664765330800474
155,0.0009197504992178559
156,0.0022907073813359167
157,0.00054830144928409
158,0.000814714940369222
159,0.0009729254852216848
160,0.0031443598111715225
161,0.0006227650057232465
162,0.0005935698094754982
163,0.0019080998231657718
164,0.001273876968997834
165,0.0037689138303805417
166,0.0007293797523339478
167,0.0008239437703380641
168,0.0020056945596289046
169,0.0011799581556145033
170,0.0009637532448894689
171,0.002932825846597332
172,0.0010100973976306974
173,0.0017859416295926793
174,0.001828559941186577
175,0.0009128883170227262
176,0.0006859660864307184
177,0.0009470982308925484
178,0.0013236877672754427
179,0.0008118841274714079
180,0.0015332910311108834
181,0.0010762790552578125
182,0.0018431777819001632
183,0.0016915170886433826
184,0.005561630307582212
185,0.0004445118939641593
186,0.0006320794857420477
187,0.001930245636121415
188,0.0007426932149281558
189,0.0012028811431348937
190,0.0012778395763732762
191,0.000976494032424997
192,0.0005476496560445672
193,0.00109669687418744
194,0.0006726619925278602
195,0.0007607549351575905
196,0.0008031666065679299
197,0.000548059034250291
198,0.0006915427654054073
199,0.0015637346545569989
200,0.0009067587526762999
201,0.0031649248787259518
202,0.0011874913859980752
203,0.0007615625199699795
204,0.0013926852724772181
205,0.001727233305470468
206,0.0008746060429285737
207,0.0009742631469146618
208,0.0018222967791410205
209,0.0021798696581856697
210,0.0005869260378596859
211,0.0009802707426535282
212,0.0004154785065812241
