Lambda,Kendall_Tau,P_Value
0.3309,0.6065542293310365,6.279777030287771e-16
0.4044,0.648099280739253,5.1763657813540176e-18
0.4779,0.7180549141974626,9.542257909835664e-22
0.5515,0.6965994481485838,1.3307124063000668e-20
0.625,0.6596997636444951,1.2072949579184271e-18
0.6985,0.6285127491340907,4.4322491458314875e-17
0.7721,0.6100397534082272,3.657363754427693e-16
0.8456,0.5689074937552956,2.8210173278574826e-14
0.9191,0.5400797096870334,5.166305495831034e-13
0.9926,0.29105909455365,0.00010189672236275967
