feature,score,rank
Constraint Coefficients,2.425258651683748e-07,1
DNC Scores,3.908987283862686e-07,2
Degree Centrality,3.908987284972909e-07,3
Global Relative Change in Avg Degree,4.3635190094537535e-07,4
Subgraph centrality,0.00028876550582246363,5
Node H-Index,0.00035710686526424507,6
Density Centrality,0.0005916112942384588,7
PageRank Centrality,0.0007539591003564716,8
K-Shell Value,0.0009226310416542427,9
DIL Centrality,0.0011479911575417168,10
Gravity Model Centrality,0.0021136771551759637,11
Local-Global Centrality,0.0022065895428151627,12
GGC Values,0.0026259765951812675,13
Gravity Index Centrality,0.002636259453627221,14
Laplacian Centrality,0.002910175991658326,15
Local Gravity Model Centrality,0.0033061432168526306,16
Improved Gravity Index Values,0.0038259838831598003,17
PE Values,0.003995141875207886,18
MDD Value,0.004267659256109724,19
EIGSM Values,0.004624405587353442,20
HVGc Index,0.004660362398116069,21
Extended Degree,0.00469518936158464,22
Leverage Centrality,0.005800712297831967,23
LGC Scores,0.006214464793124708,24
Societal Capital Scores,0.006302809296330314,25
Centrality Values,0.006528232346369234,26
EHCC Value,0.007016865600472655,27
Coreness Centrality,0.007350259536058279,28
HCC Value,0.008361717213453468,29
Extended Coreness,0.008472966948681493,30
Isolating Centrality,0.00866523532578245,31
MCGM Values,0.00967436543950595,32
Extended Improved Gravity Index Values,0.011166242326202003,33
I-GSM Values,0.011243464493522537,34
Clustered Local Degree,0.013087647317072348,35
Semi local centrality,0.013311755585664331,36
P Value,0.014395862550954819,37
Volume Centrality,0.01621323832571553,38
H-GSM_1,0.017033318349095827,39
H Values,0.019768925801525228,40
GIN Values,0.023449063079105326,41
GSM,0.023739918301435847,42
Eigenvector Centrality,0.033111461965340094,43
Betweenness Centrality,0.042325540399518524,44
Closeness Centrality,0.05801747207658048,45
Second order centrality,0.06647400307414408,46
Eccentricity Centrality,0.08288756328955882,47
