Eccentricity Centrality,Global Relative Change in Avg Clustering,Second order centrality,Volume Centrality,Leverage Centrality,Closeness Centrality,GIN Values,H-GSM_1,GSM,I-GSM Values,EHCC Value,P Value,Betweenness Centrality,PE Values,HCC Value,Extended Improved Gravity Index Values,Centrality Values,Extended Coreness,CLC Values,Coreness Centrality,Societal Capital Scores,Clustered Local Degree,Eigenvector Centrality,Semi local centrality,Extended Degree,Average Spreading Ability
0.3541666729404762,0.018514810618705305,0.6971759212390214,0.08235294117647059,0.4001593204423112,0.36293175037677217,0.3304538648724045,0.3334984577724778,0.3513536680016153,0.17791740390637661,0.031836238912814355,0.14201183431952663,0.0015083641376173204,0.036895690495983506,0.1173704980041884,0.026920551543007223,0.02749076567999081,0.09649122807017543,0.0383976003134006,0.09090909090909091,0.08450704225352113,0.08047874535467045,4.783675553086104e-07,0.03646973012399708,0.08441558441558442,0.08979763912310287
0.3541666729404762,0.1767854663738801,0.6892534971773882,0.08823529411764705,0.47026022305174753,0.34293974717805176,0.31584150023009033,0.31635515470302855,0.3357573146717016,0.1642046208327756,0.04437985337908373,0.1242603550295858,0.0006149764854551272,0.033804293205203645,0.09377885994951415,0.03151674326986211,0.030927111389989662,0.07017543859649122,0.028414224231916443,0.09090909090909091,0.05633802816901409,0.04828724721280226,9.467709564132934e-07,0.026987600291757844,0.05844155844155844,0.08979763912310287
0.4223602493824312,0.018514810618705305,0.7732490067640807,0.12352941176470589,0.8017790755122507,0.44443760957155587,0.4147155034648308,0.434715677244465,0.44738628069048164,0.24555579988252135,0.07657554366777795,0.24260355029585798,0.02018027419894869,0.11564675255182078,0.2129963899698607,0.07140512147078135,0.08247229703997241,0.14912280701754385,0.06988363257038908,0.2424242424242424,0.16901408450704225,0.1287659925674727,1.3434189428806634e-06,0.06637490882567469,0.1818181818181818,0.18381112984822937
0.4223602493824312,0.12774610744686266,0.7461749937380039,0.1588235294117647,0.5043370510669192,0.4167563743733276,0.3953780711201759,0.39363039639121833,0.41397967194499735,0.24353870832252733,0.10762470795769287,0.5798816568047337,0.0062714960373915045,0.061625765708971283,0.3829233481304029,0.06730137885751805,0.06122943265088861,0.17543859649122806,0.05757185525719224,0.15151515151515152,0.15492957746478875,0.20387948828548427,4.0661382871742664e-06,0.07804522246535375,0.15584415584415584,0.17748735244519392
0.3541666729404762,0.1767854663738801,0.7212712157683036,0.12352941176470589,0.33882103050570855,0.37062098237628005,0.34855468102104176,0.3477038972857246,0.36590567138669533,0.2013062370680792,0.05737588080345145,0.23668639053254437,0.0009356526470289224,0.04191974639703184,0.17420871499012458,0.03775443204202232,0.03754988675835108,0.11403508771929824,0.04991688040742078,0.09090909090909091,0.09859154929577466,0.09657449442560453,1.1361255228173142e-06,0.04741064916119621,0.09740259740259741,0.09780775716694773
0.3541666729404762,0.018514810618705305,0.6300714558995103,0.058823529411764705,0.12267657987320518,0.3567803647771659,0.31497305766791533,0.31419154513649805,0.33457815069607805,0.15538464126384272,0.019001344824859163,0.07692307692307691,0.0,0.019933508108136155,0.06179162129331081,0.015758371634931052,0.015682232240176574,0.06140350877192982,0.026110368213112405,0.030303030303030304,0.04225352112676056,0.04828724721280226,2.8104016505599936e-07,0.024799416484318017,0.03896103896103897,0.05143338954468802
0.49675322817625167,0.018514810618705305,0.7524365090019367,0.12941176470588237,0.33882103050570855,0.5044136191677175,0.46525841376999016,0.46855465926962203,0.4862684611153189,0.2680709100179004,0.057902663050713725,0.23668639053254437,0.012241759116582446,0.05590929442833813,0.17420871499012458,0.04202232435981615,0.04254820779107668,0.11403508771929824,0.056060496457564876,0.09090909090909091,0.09859154929577466,0.09657449442560453,1.4689909184959612e-06,0.053245805981035746,0.09740259740259741,0.16104553119730186
0.49675322817625167,0.026428343406464043,0.7732765712895693,0.18823529411764706,0.5145600989807644,0.5013379263679143,0.4871986329572267,0.492622521513708,0.5062248208179561,0.3116143109496093,0.07233649609554657,0.24852071005917156,0.021571775095304852,0.07880008977748013,0.21610276226107722,0.05761654629021667,0.0621978573509792,0.17543859649122806,0.09445809677096548,0.12121212121212122,0.16901408450704225,0.1609574907093409,3.0695353061004737e-06,0.08971553610503281,0.1688311688311688,0.1340640809443508
0.4223602493824312,0.12774610744686266,0.7524464996798743,0.17647058823529413,0.5043370510669192,0.4167563743733276,0.39838800540371605,0.3961458332917056,0.4162877742577316,0.2485205662796071,0.11356185352602649,0.5798816568047337,0.003162374802244974,0.07010894568768221,0.3829233481304029,0.07124097176625083,0.06778972900634096,0.17543859649122806,0.05757185525719224,0.15151515151515152,0.15492957746478875,0.20387948828548427,4.1060024064172186e-06,0.07804522246535375,0.15584415584415584,0.22386172006745364
0.49675322817625167,0.570903943561352,0.8113658115438968,0.2411764705882353,0.6899008672701168,0.513640697567127,0.5151487311664344,0.5179330517336024,0.5356549515934264,0.3767189126717463,0.2575655224264994,0.7396449704142012,0.024016081589801983,0.1460066186711179,0.566703047732339,0.17104399212081417,0.1531019811813838,0.3684210526315789,0.15596985170327624,0.33333333333333337,0.35211267605633806,0.41634337602181426,1.447067340958467e-05,0.19474835886214442,0.3571428571428571,0.32546374367622266
0.49675322817625167,0.048610779569275286,0.8258472009723291,0.35882352941176465,0.578376703637497,0.5413219327653551,0.5753899347313942,0.5692819625376299,0.5866985958573745,0.43971544787485284,0.24676338803842934,0.7455621301775147,0.05657786930523518,0.1827246785732461,0.5626731591690017,0.1789231779382797,0.16762835168274257,0.3596491228070175,0.17395613051739994,0.2727272727272727,0.3380281690140845,0.39273627733079175,2.391846967016423e-05,0.20277169948942378,0.3376623376623376,0.35581787521079256
0.49675322817625167,0.058082474557499,0.8233484288123589,0.3294117647058823,0.5758983889173669,0.5305570079660442,0.5690264767037767,0.5644169259082418,0.5834116376783858,0.41659333961997336,0.15046139925906266,0.6568047337278106,0.24177672359662455,0.13144244091162335,0.466123751459292,0.11736703873933027,0.11270929933567003,0.25438596491228066,0.16894944137896264,0.18181818181818182,0.23943661971830987,0.22534048699307724,3.408382007711692e-05,0.16046681254558717,0.24025974025974026,0.3241989881956155
0.5782313081375126,0.3176708943530724,0.8112749316945567,0.2352941176470588,0.5350061960352205,0.6028357887614184,0.5801810097682765,0.5769528855947031,0.5960540201033471,0.39610938069231616,0.19280849297724306,0.7337278106508875,0.04810209750544108,0.11295841103238746,0.5136428510434952,0.12738017071569271,0.11354749181282824,0.2807017543859649,0.11479906764605695,0.21212121212121213,0.2535211267605634,0.33264548085295703,1.1839641539549855e-05,0.15390226112326771,0.25324675324675316,0.33305227655986513
0.49675322817625167,0.34141149271634863,0.8064770764834892,0.2941176470588235,0.6343600639481362,0.5259434687663394,0.5407587844378652,0.5379830559410305,0.5556486892273045,0.3928442206256175,0.23482712248762852,0.7455621301775147,0.01504324521386575,0.14417032937665625,0.5412643776615067,0.16185160866710438,0.14578909671873033,0.3157894736842105,0.1582374823508118,0.2727272727272727,0.29577464788732394,0.334791580675429,2.0131378342083815e-05,0.18453683442742524,0.29870129870129863,0.3069139966273188
0.49675322817625167,0.05088836871955656,0.7932645838150918,0.37058823529411766,0.3578066917057704,0.5382462399655521,0.5806409825756367,0.56517300140598,0.5824587305075082,0.44286471344363676,0.1778354828490995,0.8934911242603549,0.564135944348125,0.12773505763160653,0.6117874235592844,0.12212738017071569,0.11586448948757806,0.2807017543859649,0.23652921793054768,0.15151515151515152,0.28169014084507044,0.2897234832768136,3.448246126954644e-05,0.22465353756382203,0.2727272727272727,0.3802698145025295
0.4223602493824312,0.018514810618705305,0.667449269968756,0.08823529411764705,0.1635687733687346,0.4290591455725401,0.41811144303472964,0.4113323905859556,0.4347266677630189,0.22895977676110396,0.03601331210989403,0.047337278106508875,0.0,0.03502601839404856,0.039123499510757234,0.033158240315167425,0.02974001014471733,0.043859649122807015,0.03532579228832855,0.030303030303030304,0.028169014084507046,0.032191498141868176,7.075879290017123e-06,0.03355215171407731,0.025974025974025976,0.17327150084317033
0.4223602493824312,0.026428343406464043,0.772882798516575,0.3294117647058823,0.6031598514521808,0.4536646879709654,0.5221784889937693,0.5145307671404292,0.5394604022982603,0.39020140723030283,0.14757339318208398,0.5798816568047337,0.19375734029382333,0.15182232400653317,0.4114683904924518,0.1283650689428759,0.12865848734123655,0.22807017543859648,0.14360702517211824,0.21212121212121213,0.2112676056338028,0.19314898885120907,0.00011999099704567792,0.1363967906637491,0.21428571428571427,0.26602023608768977
0.5782313081375126,0.05652431235703403,0.877313698266752,0.3058823529411765,0.7229598158061696,0.6151385599606309,0.631137856917019,0.6437354007334851,0.6543695901145816,0.4651488345223307,0.20095812395289275,0.6449704142011834,0.27397403999795406,0.20738864248941338,0.5027285704199322,0.162344057780696,0.16594872106866354,0.30701754385964913,0.1900853182238141,0.3030303030303031,0.323943661971831,0.3111844819844065,1.2656855984030366e-05,0.19328956965718455,0.3311688311688311,0.32040472175379425
0.49675322817625167,0.20688143532445008,0.7450296981043235,0.15294117647058822,0.2760223047147117,0.4905730015686032,0.4504553423072564,0.4434601115262148,0.4639498083574031,0.2678106258925522,0.11230377365197415,0.7041420118343195,0.0,0.05082575429866981,0.43388464453684367,0.06533158240315168,0.055981195566526726,0.15789473684210525,0.028163883535384526,0.09090909090909091,0.1267605633802817,0.2897234832768136,5.481314520299053e-06,0.08023340627279357,0.12337662337662339,0.22217537942664423
0.6678571471591839,0.09765013849629268,0.8601494195231246,0.2941176470588235,0.5973181092613696,0.7150985759542334,0.6867310629492809,0.6880292140228949,0.7055561010611378,0.46665294277219405,0.1775937827665169,0.7218934911242603,0.6612830021089449,0.13255926967728698,0.47888506409901294,0.12048588312541036,0.11241840679829143,0.21052631578947367,0.1351595531031701,0.21212121212121213,0.1971830985915493,0.17705323978027498,1.2896040699488076e-05,0.12837345003646974,0.20129870129870128,0.44055649241146716
0.4223602493824312,0.3011244252077701,0.7634965618830175,0.31176470588235294,0.3986988845879169,0.45058899517116213,0.5016328097319458,0.48674263725609734,0.5046210979321617,0.38425968124508636,0.16713250742229036,0.8934911242603549,0.00431160889610815,0.09883103256555155,0.6046511627047305,0.10636900853578463,0.097058306601948,0.2631578947368421,0.15441790701641409,0.15151515151515152,0.26760563380281693,0.37556747826814285,3.3087217096043125e-05,0.2064186725018235,0.2597402597402597,0.3752107925801012
0.4223602493824312,0.3018438287775549,0.7255823404104297,0.17647058823529413,0.33882103050570855,0.436748377572048,0.43860468376056166,0.42992282965304496,0.4491593146539809,0.2697680135464743,0.11127499894649216,0.5798816568047337,0.0,0.059985587301081056,0.35437830576835394,0.07156927117531188,0.06472541742150426,0.12280701754385964,0.025903773495602984,0.09090909090909091,0.09859154929577466,0.22534048699307724,1.104235915469082e-05,0.07439824945295405,0.09740259740259741,0.1315345699831366
0.5782313081375126,0.05016894176974026,0.8040052581227484,0.2705882352941177,0.4512745618516857,0.6151385599606309,0.5995379017124951,0.5940898521896821,0.6127269171987226,0.3971595034215177,0.15755746577916965,0.7337278106508875,0.5489919494732963,0.11364225316678124,0.4708252875004217,0.10636900853578463,0.09928523712456712,0.19298245614035087,0.12364027300914993,0.15151515151515152,0.16901408450704225,0.1609574907093409,1.4052100157533677e-05,0.1174325309992706,0.1688311688311688,0.306070826306914
0.4223602493824312,0.062398966116302274,0.7931044088429298,0.4529411764705882,0.9622210191425451,0.46135391997047326,0.5622022253194439,0.593499737425197,0.5883620579652431,0.4882082691837487,0.592338727186306,0.9053254437869822,0.6167946106296543,0.5103284472728454,0.7321803375899133,0.33223900196979644,0.4376305946480666,0.4473684210526316,0.3766199417685339,0.5151515151515151,0.5070422535211268,0.4089783514079123,0.0001277645002980535,0.36323851203501095,0.538961038961039,0.42959527824620575
0.233516455801412,0.23853556647548502,0.6435370486575824,0.2588235294117647,0.49814126365321104,0.21683634238612237,0.31086896427717564,0.28755455479889613,0.33275445612249893,0.31023387427047355,0.32125659258416456,1.0,0.014304493254932407,0.10874249673796199,0.7390647301782222,0.3929743926460932,0.13229930983495578,0.7982456140350878,0.11246786785132254,0.5151515151515151,0.4225352112676056,0.7339661576345944,0.0017148308291865236,0.21954777534646244,0.4155844155844155,0.38406408094435085
0.233516455801412,0.32558442714083113,0.6567042677481332,0.24705882352941175,0.5910780668848552,0.24451757758435078,0.33727671446109725,0.31802881489466217,0.36736934675860516,0.33084131562805447,0.38157005900369784,1.0,0.00672967420678718,0.1315084012119532,0.7604735116857173,0.4658568614576493,0.16503831259930846,0.894736842105263,0.13826756591839687,0.6363636363636365,0.4647887323943662,0.7404044572629681,0.001962133872528061,0.2428884026258206,0.46103896103896097,0.38195615514333897
0.17989416635071764,0.13721780243508636,0.592286554397515,0.1588235294117647,0.7769516727347605,0.15993602558976405,0.2175013303949806,0.20831490261458252,0.24640545347976478,0.17633848013446785,0.16600457371656566,0.757396449704142,0.02151360870200255,0.08571849731798985,0.5046595587008664,0.18680236375574522,0.09000101809551536,0.3508771929824561,0.08850509716010518,0.3030303030303031,0.2112676056338028,0.1979777135724893,0.0008183485767973658,0.09336250911743253,0.22077922077922077,0.2537942664418213
0.233516455801412,0.23853556647548502,0.6435370486575824,0.2588235294117647,0.49814126365321104,0.21683634238612237,0.31086896427717564,0.28755455479889613,0.33275445612249893,0.31023387427047355,0.32125659258416456,1.0,0.014304493254932407,0.10874249673796199,0.7390647301782222,0.3929743926460932,0.13229930983495578,0.7982456140350878,0.11246786785132254,0.5151515151515151,0.4225352112676056,0.7339661576345944,0.0017148308291865236,0.21954777534646244,0.4155844155844155,0.34106239460370996
0.233516455801412,0.2781032304142787,0.649570077134219,0.2647058823529411,0.6047087978455706,0.21683634238612237,0.3134736395268965,0.294681176440445,0.3401864054898969,0.317229544825709,0.3712079426986959,1.0,0.013462873896830282,0.13481421771379512,0.7533372513592467,0.44566644780039394,0.16916192745130706,0.8596491228070176,0.1400079693297908,0.6060606060606061,0.4507042253521127,0.6835328105993201,0.0018897486048067096,0.22975929978118162,0.448051948051948,0.3768971332209106
0.29142856303959164,0.1119190418713452,0.6810570330633956,0.37058823529411766,0.5706319704437819,0.2814258911819887,0.39865148666065703,0.37603122374726894,0.42191084079615765,0.3995102072696788,0.38202247196179623,1.0,0.05914735901826063,0.15031301761256202,0.774746033394825,0.45912672357189754,0.18076598410740094,0.9122807017543859,0.18224312457714065,0.6060606060606061,0.4929577464788733,0.7232356582003192,0.0018703307923234676,0.27862873814733774,0.48701298701298695,0.3524451939291738
0.29142856303959164,0.034341876194222784,0.6689573281956165,0.2529411764705882,0.521375464461122,0.2983422015809061,0.3661681826285503,0.3467978643637666,0.3929957637531593,0.2936854082994423,0.2325092807010274,0.9704142011834319,0.055982429872823286,0.08641143279659799,0.6450340024905463,0.2624753775443204,0.09912295398023957,0.5175438596491229,0.11039697437415114,0.36363636363636365,0.26760563380281693,0.35410647956054997,0.0010904670343676406,0.14806710430342818,0.26623376623376616,0.346964586846543
0.233516455801412,0.1356596402346214,0.6376340859644185,0.2235294117647059,0.49216675534721505,0.23221480638513814,0.29306341037703004,0.272916104204872,0.31808833416991883,0.24776629763676128,0.24890150415658152,0.9704142011834319,0.030417151378109977,0.08327192634616003,0.6521702628170168,0.25558108995403805,0.09996642065451203,0.5438596491228069,0.09134429398158746,0.36363636363636365,0.28169014084507044,0.4265373503797533,0.0011657304914983336,0.14587892049598833,0.2792207792207792,0.3043844856661046
0.1301020377434401,0.034341876194222784,0.4826809698702236,0.07647058823529412,0.12267657987320518,0.10918709439301189,0.14681982022340018,0.12629872996685498,0.16088187480324884,0.0931301439155333,0.040531244389799,0.07692307692307691,0.0,0.012576669673999457,0.06179162129331081,0.020682862770847008,0.013745382839995404,0.07894736842105263,0.025342416206844392,0.030303030303030304,0.04225352112676056,0.04828724721280226,0.00017002046669558233,0.024070021881838075,0.03896103896103897,0.142495784148398
0.1301020377434401,0.034341876194222784,0.4826809698702236,0.07647058823529412,0.12267657987320518,0.10918709439301189,0.14681982022340018,0.12629872996685498,0.16088187480324884,0.0931301439155333,0.040531244389799,0.07692307692307691,0.0,0.012576669673999457,0.06179162129331081,0.020682862770847008,0.013745382839995404,0.07894736842105263,0.025342416206844392,0.030303030303030304,0.04225352112676056,0.04828724721280226,0.00017002046669558233,0.024070021881838075,0.03896103896103897,0.07166947723440134
0.1301020377434401,0.034341876194222784,0.4826809698702236,0.07647058823529412,0.12267657987320518,0.10918709439301189,0.14681982022340018,0.12629872996685498,0.16088187480324884,0.0931301439155333,0.040531244389799,0.07692307692307691,0.0,0.012576669673999457,0.06179162129331081,0.020682862770847008,0.013745382839995404,0.07894736842105263,0.025342416206844392,0.030303030303030304,0.04225352112676056,0.04828724721280226,0.00017002046669558233,0.024070021881838075,0.03896103896103897,0.09359190556492411
0.17989416635071764,0.018514810618705305,0.594086303522478,0.2411764705882353,0.3831209064347253,0.18454156798818933,0.2505135882741601,0.22810382665910323,0.26926594898517403,0.21291953240227812,0.1512918559640592,0.757396449704142,0.03576123721775146,0.053023621467367374,0.5046595587008664,0.14198949441891004,0.058699032628071274,0.3333333333333333,0.074629966626311,0.21212121212121213,0.2112676056338028,0.2897234832768136,0.0006696115614899886,0.10065645514223194,0.20779220779220778,0.25084317032040476
0.3541666729404762,0.22270850089996752,0.7539667400489517,0.5705882352941176,0.6372366788539695,0.35370467197736266,0.4860390085926904,0.4611951223934506,0.5005699727191264,0.4615055810366816,0.3276523485676026,0.8461538461538461,0.10563056603775894,0.22262566061121947,0.6582990511346739,0.3125410374261326,0.2269834139463591,0.5263157894736841,0.25757933841960645,0.3939393939393939,0.4225352112676056,0.48931077175639626,0.000631963887276945,0.29978118161925604,0.42207792207792205,0.3815345699831366
0.3541666729404762,0.09765013849629268,0.6866697099720508,0.18823529411764706,0.3271375467374691,0.36754528957647703,0.4088776184493999,0.3934337890475049,0.4304697891495722,0.2687872426720181,0.0977955713179774,0.40236686390532544,0.061891813079122594,0.05420471182284109,0.2611871380880227,0.0809258043335522,0.05084087676298983,0.16666666666666666,0.07295544059546114,0.12121212121212122,0.09859154929577466,0.09657449442560453,0.00025143097101353837,0.06929248723559446,0.09740259740259741,0.24536256323777406
0.3541666729404762,0.0034071719930041326,0.7837752987813695,0.5352941176470588,0.6065675338856682,0.42290775997293384,0.554586755931656,0.5380940872938414,0.561354463560167,0.5220196965578062,0.27854384999411624,0.8934911242603549,0.2230752264067183,0.24965973674843997,0.7188313326810096,0.24261326329612606,0.2249642058359834,0.49999999999999994,0.36322561454337926,0.33333333333333337,0.4929577464788733,0.5172100700923629,0.0002630932190980639,0.3690736688548505,0.48701298701298695,0.4839797639123103
0.3541666729404762,0.0996890409048147,0.7111920950361855,0.2705882352941177,0.48194370681998694,0.37677236797588654,0.4489425775164155,0.43746037245180125,0.44970916660550825,0.3484446599753386,0.15199836387977048,0.9053254437869822,0.007177520751641191,0.12644997263754845,0.5965913861061393,0.10965200262639527,0.1171274580922802,0.22807017543859648,0.15221686034206358,0.12121212121212122,0.23943661971830987,0.33264548085295703,4.0063437963559684e-05,0.20350109409190373,0.23376623376623376,0.20362563237774028
0.3541666729404762,0.01923423756852161,0.6451096513429043,0.19999999999999998,0.012582213619156346,0.37215882877618167,0.415707875282932,0.3978978755315602,0.4185153075919504,0.29012689900427463,0.09265789524757355,0.8934911242603549,0.0,0.054985867001108246,0.5404248176541622,0.050886408404464865,0.05098287453380114,0.14035087719298245,0.14514292918465427,0.030303030303030304,0.14084507042253522,0.1609574907093409,2.6509637420956095e-05,0.13785557986870897,0.12987012987012989,0.15725126475548062
0.3541666729404762,0.01923423756852161,0.6451096513429043,0.19999999999999998,0.012582213619156346,0.37215882877618167,0.415707875282932,0.3978978755315602,0.4185153075919504,0.29012689900427463,0.09265789524757355,0.8934911242603549,0.0,0.054985867001108246,0.5404248176541622,0.050886408404464865,0.05098287453380114,0.14035087719298245,0.14514292918465427,0.030303030303030304,0.14084507042253522,0.1609574907093409,2.6509637420956095e-05,0.13785557986870897,0.12987012987012989,0.17706576728499157
0.3541666729404762,0.01923423756852161,0.6451096513429043,0.19999999999999998,0.012582213619156346,0.37215882877618167,0.415707875282932,0.3978978755315602,0.4185153075919504,0.29012689900427463,0.09265789524757355,0.8934911242603549,0.0,0.054985867001108246,0.5404248176541622,0.050886408404464865,0.05098287453380114,0.14035087719298245,0.14514292918465427,0.030303030303030304,0.14084507042253522,0.1609574907093409,2.6509637420956095e-05,0.13785557986870897,0.12987012987012989,0.17453625632377742
