Starting Node,Average Spreading Ability
1,9.47
2,7.14
3,10.14
4,10.94
5,10.64
6,7.54
7,9.63
8,11.07
9,9.35
10,6.25
11,9.73
12,9.72
13,8.22
14,7.19
15,9.68
16,11.37
17,6.67
18,5.27
19,6.73
20,9.49
21,5.41
22,6.27
23,10.19
24,9.53
25,11.86
26,7.44
27,8.46
28,6.84
29,9.72
30,11.41
31,10.6
32,12.06
33,7.63
34,9.95
35,6.67
36,10.52
37,9.79
38,7.84
39,9.04
40,8.99
41,7.62
42,10.52
43,7.88
44,5.41
45,9.94
46,8.72
47,8.61
48,6.27
49,8.87
50,8.92
51,14.9
52,12.75
53,14.86
54,11.89
55,12.22
56,12.91
57,12.94
58,13.48
59,8.67
60,10.72
61,14.42
62,11.96
63,7.8
64,10.99
65,12.64
66,11.7
67,7.88
68,12.41
69,8.5
70,8.39
71,6.85
72,7.34
73,9.96
74,8.47
75,5.76
76,7.21
77,7.06
78,7.5
79,7.76
80,6.7
81,12.78
82,8.15
83,6.43
84,5.69
85,4.67
86,5.62
87,11.6
88,11.29
89,9.47
90,8.84
