Top_Nodes,Degree_Centrality,Betweenness_Centrality,PageRank_Centrality,Closeness_Centrality,Eigenvector_Centrality
5,0.6666666666666666,0.42857142857142855,0.6666666666666666,0.42857142857142855,0.6666666666666666
10,0.4117647058823529,0.25,0.42857142857142855,0.4,0.42857142857142855
15,0.5416666666666666,0.2,0.36363636363636365,0.5238095238095238,0.5
20,0.5135135135135135,0.25,0.3793103448275862,0.4117647058823529,0.6666666666666666
25,0.42857142857142855,0.25,0.42857142857142855,0.47619047619047616,0.6129032258064516
30,0.45588235294117646,0.2978723404255319,0.4186046511627907,0.4807692307692308,0.631578947368421
35,0.4,0.2857142857142857,0.5106382978723404,0.5254237288135594,0.6744186046511628
40,0.358974358974359,0.3387096774193548,0.5185185185185185,0.5,0.66
45,0.35,0.37681159420289856,0.5573770491803278,0.5256410256410257,0.6101694915254238
50,0.3375,0.4189189189189189,0.5909090909090909,0.4891304347826087,0.6825396825396826
55,0.3546511627906977,0.4444444444444444,0.625,0.5148514851485149,0.7611940298507462
60,0.3473684210526316,0.4111111111111111,0.5875,0.5175438596491229,0.8028169014084507
65,0.35858585858585856,0.4270833333333333,0.5930232558139535,0.5416666666666666,0.8289473684210527
70,0.3888888888888889,0.48,0.6555555555555556,0.5692307692307692,0.7857142857142857
75,0.41414141414141414,0.49056603773584906,0.6736842105263158,0.5827338129496403,0.7582417582417582
80,0.4444444444444444,0.5178571428571429,0.6504854368932039,0.593103448275862,0.8
