Starting Node,Average Spreading Ability
6,7.1
1,6.67
8,6.22
45,6.53
54,9.93
89,7.25
76,2.32
85,2.73
28,5.01
38,5.36
39,3.06
42,3.88
72,8.82
9,4.86
10,4.32
19,3.81
29,5.2
36,3.34
37,2.95
47,3.75
51,6.49
61,5.57
67,3.56
92,3.75
93,7.37
56,6.65
2,3.05
11,3.29
52,2.88
80,2.57
90,3.27
75,3.36
3,1.92
13,2.3
66,2.25
4,1.7
16,2.38
5,3.66
17,1.66
20,2.35
40,3.99
59,1.72
15,2.93
34,2.58
48,3.11
31,3.82
35,1.89
43,4.3
58,2.56
74,4.56
79,3.0
83,2.92
26,2.51
46,2.09
64,4.45
82,2.31
84,2.75
86,2.84
7,2.41
95,3.49
25,2.88
32,1.85
78,2.58
50,1.84
44,2.47
62,3.71
69,2.67
63,2.07
94,1.86
12,1.63
21,2.23
33,1.7
24,1.53
41,2.33
14,1.83
81,2.27
88,1.48
77,1.47
96,1.27
18,1.39
53,2.88
22,2.16
27,1.51
57,1.63
70,1.89
65,1.88
68,2.6
91,1.47
23,2.04
30,1.71
55,1.96
60,1.95
71,1.67
73,1.86
87,1.26
49,1.44
