Lambda,Kendall Tau,p-value,beta_c,beta_min,beta_max
0.3308823529411764,0.6339414300941764,2.7431774293540695e-17,0.6617647058823528,0.3308823529411764,0.9926470588235292
0.40441176470588225,0.7083775668647048,2.989261962112962e-21,0.6617647058823528,0.3308823529411764,0.9926470588235292
0.47794117647058815,0.761780181322087,2.5604617552531536e-24,0.6617647058823528,0.3308823529411764,0.9926470588235292
0.551470588235294,0.795000309472499,2.1469018900348684e-26,0.6617647058823528,0.3308823529411764,0.9926470588235292
0.6249999999999999,0.7845907134319173,9.314186754574676e-26,0.6617647058823528,0.3308823529411764,0.9926470588235292
0.6985294117647057,0.7463257230127166,1.767440224400434e-23,0.6617647058823528,0.3308823529411764,0.9926470588235292
0.7720588235294117,0.6920590929296301,2.1603777050532097e-20,0.6617647058823528,0.3308823529411764,0.9926470588235292
0.8455882352941175,0.6262121657361152,5.265371834139212e-17,0.6617647058823528,0.3308823529411764,0.9926470588235292
0.9191176470588234,0.6044666470761092,5.986585381547191e-16,0.6617647058823528,0.3308823529411764,0.9926470588235292
0.9926470588235292,0.3452034343372417,3.960799493550327e-06,0.6617647058823528,0.3308823529411764,0.9926470588235292
