Extended Coreness,MCGM Values,Eigenvector Centrality,Semi local centrality,MDD Value,I-GSM Values,EHCC Value,PE Values,Coreness Centrality,Clustered Local Degree,Betweenness Centrality,P Value,GIN Values,Leverage Centrality,Global Relative Change in Avg Clustering,Node H-Index,Closeness Centrality,K-Shell Value,PageRank Centrality,Constraint Coefficients,Clustering Coefficient,Eccentricity Centrality,Degree Centrality,GSM,Volume Centrality,Average Spreading Ability
0.04071542823905773,0.00899196908247471,0.027627891933677356,0.03191770854005424,0.05142231947483589,0.12497153517776155,0.030012620135136257,0.02261149131841592,0.04674046740467405,0.0585881441999675,0.08118680086305968,0.2752613240418118,0.38701698950687097,0.40707733675481605,0.013673705338511522,0.19047619047619047,0.6092073270376404,0.4,0.044479441496008965,0.8083948134500356,0.266666667,0.4687499988046875,0.0381679369113688,0.4577769104042133,0.42096964919195895,0.03632148377125193
0.022902428384469972,0.001807895923072351,0.0016763387168032876,0.007908682645733647,0.0711159737417943,0.0682793928469882,0.020289802699452075,0.014092322169701056,0.04797047970479705,0.055727109721647794,0.01729520838791797,0.24390243902439024,0.2679123625773355,0.6208734540985094,0.0034318517203994307,0.19047619047619047,0.4472979196482071,0.4,0.08701824784461847,0.8059948847634368,0.361111111,0.3461538535096156,0.06106870189330457,0.3248955557117733,0.07016160819865984,0.02511591962905719
0.28180892831176385,0.0985782891167472,0.2433635646915368,0.29905625013781395,0.1400437636761488,0.33800047076469764,0.14830402114915936,0.11913855187546556,0.16974169741697417,0.3742654120752821,0.0983530152208783,0.9303135888501742,0.5579588433696574,0.46300887168163074,0.016752117589235452,0.5238095238095237,0.7686382386585915,1.0,0.0956875424505113,0.9226760219110909,0.342857143,0.613636369721591,0.1068702271319853,0.6288008899154707,0.8301143082380764,0.29598145285935085
0.022902428384469972,0.0032097075890507223,0.020378800723066942,0.02110574555504105,0.010940919037199124,0.09800962235832307,0.0152168044143906,0.01196647814290834,0.01845018450184502,0.019715249061268723,0.0007577084635807894,0.21951219512195122,0.3623819523406529,0.16376417579097824,0.03170945270129777,0.047619047619047616,0.5838058404353833,0.1,0.008340321424630585,0.5095736199908887,0.0,0.4687499988046875,0.007633588327311927,0.4286542225055041,0.3441072132439889,0.03245749613601236
0.40068343754544133,0.17110833205122628,0.3766692527405056,0.3804473256745533,0.22210065645514224,0.40376281400613245,0.2619180638526127,0.21610511516917882,0.31365313653136534,0.4501231524682532,0.04798310706345028,0.9616724738675958,0.5981664034808529,0.6387559295506954,0.001018353230030987,0.7142857142857142,0.7529130372343851,1.0,0.15664323899393273,0.9537783155958179,0.250712251,0.613636369721591,0.1984732823345376,0.6778611756410396,0.8360268033109972,0.4671561051004637
0.024356550821579177,0.001849978704752863,0.0016668806259952048,0.0081916606028533,0.0711159737417943,0.0701369722390181,0.02058939533912309,0.013998234927822189,0.049200492004920056,0.06143590235787754,0.03337718528293118,0.24390243902439024,0.2697331549278452,0.5914640503519711,0.020150122116267523,0.23809523809523808,0.4519082684203489,0.4,0.08232378360310358,0.7915001854404649,0.416666667,0.3461538535096156,0.06106870189330457,0.32686940822953603,0.07094994087504927,0.02125193199381762
0.037443652755562024,0.005237000566276784,0.007687896759487693,0.016614848625168134,0.11925601750547046,0.09747027033902608,0.04035681434088168,0.03255651017069761,0.08487084870848709,0.07448129405250302,0.15920953558073803,0.24738675958188153,0.3162564638112496,0.8039156833738539,0.0548483420756784,0.2857142857142857,0.5012256297756231,0.4,0.1717001970651832,0.890415163682247,0.183823529,0.3461538535096156,0.12213740378660914,0.38127226400013414,0.12179739850216792,0.11089644513137556
0.0252290242838447,0.0016061205419079091,0.000545734076015772,0.007607329496593239,0.07549234135667396,0.058668199224075644,0.021604735216488626,0.012506692988015268,0.050430504305043054,0.06571749687089573,0.0159503421682679,0.24041811846689895,0.2184988194270756,0.635450100432585,0.08221654173892352,0.23809523809523808,0.36709963998672857,0.4,0.09610676741083703,0.7835718212102782,0.4,0.24107142686383942,0.06870229022061651,0.2664947177051988,0.05321245565628695,0.0258887171561051
0.017594881489021375,0.0008915887095031229,0.00045069608547953295,0.005512557606226985,0.0437636761487965,0.04872079017545119,0.012981688031627279,0.007514041075634779,0.02952029520295203,0.056696276845890965,0.00036105810839823097,0.23344947735191637,0.21118783216087672,0.3364224401637973,0.017509253268560707,0.19047619047619047,0.3621005561140356,0.4,0.04197696179106007,0.6986559809268795,0.7,0.24107142686383942,0.03053434858405687,0.25748841614196166,0.05321245565628695,0.012364760432766617
0.002762832630507489,5.602929075255914e-05,7.095965283949486e-05,0.0008893592938046202,0.0,0.02220708297402138,0.0027210027113633278,0.0012805764433052153,0.004920049200492005,0.0041820225281479105,0.0,0.07665505226480836,0.1745055193137398,0.10114319535757804,0.028268735286067593,0.0,0.3223406309888728,0.0,0.004273544790925118,0.0,0.0,0.24107142686383942,0.0,0.21453969654697758,0.029168309026409142,0.003477588871715613
0.014904754980369347,0.0007413311199496865,0.00043196529395017635,0.004748149618163509,0.04048140043763676,0.04536617680004159,0.011614169695721257,0.007141800132168444,0.025830258302583026,0.03608488010001911,0.003569290190972838,0.2264808362369338,0.2115393815144032,0.4087971446151235,0.016528045163558512,0.14285714285714285,0.3709968950712351,0.30000000000000004,0.045044231239017324,0.7681320646133766,0.3,0.24107142686383942,0.03053434858405687,0.2587637848647292,0.054394954670871104,0.010819165378670788
0.025592554893122,0.001834322666453201,0.000530711086222602,0.007680830264676265,0.08424507658643325,0.05848464410925332,0.024277729376571515,0.01452805738870866,0.057810578105781066,0.06180703427432901,0.016202877361366528,0.23693379790940766,0.21827801904442246,0.7294885659690128,0.11024320617065177,0.19047619047619047,0.363630736318753,0.4,0.12342719531804269,0.8104928900879492,0.318181818,0.24107142686383942,0.08396946687524036,0.26755629691376664,0.05084745762711864,0.03438948995363215
0.017958412098298678,0.0009072134240977173,0.0005130287075979602,0.005744085025688518,0.0437636761487965,0.049329772423170534,0.013203119500021964,0.007923502434042173,0.02952029520295203,0.06117701526890658,5.9158463821710035e-05,0.24041811846689895,0.2122301714389781,0.3304133072248607,0.028042179397682044,0.19047619047619047,0.36574773320391996,0.4,0.04176623982322432,0.6819754788098707,0.8,0.24107142686383942,0.03053434858405687,0.258728066762947,0.054394954670871104,0.01661514683153014
0.20466773302312055,0.06671281485839692,0.18404774751004577,0.1961625248983852,0.12582056892778992,0.2667157074705886,0.13547339842017045,0.11805367139552532,0.15129151291512916,0.2221921042983323,0.008705199388229464,0.8571428571428572,0.5133186315279916,0.49302418670360515,0.029908341399802685,0.42857142857142855,0.7362642804439008,0.8,0.08067153456064186,0.9324799727452308,0.164835165,0.7875000033468751,0.09923663880467337,0.593066455169589,0.7430035474970437,0.24188562596599686
0.361131307256071,0.1445912600188371,0.32415078227016353,0.37659588542700273,0.19693654266958424,0.39781613545743133,0.21392254362818766,0.17483863252755166,0.23370233702337023,0.457353432159094,0.2612634271350888,0.9651567944250872,0.5995926227178392,0.5844894034463061,0.005717091378623157,0.6190476190476191,0.8129069957461981,1.0,0.14127893266478966,0.9384665272029574,0.298701299,0.7875000033468751,0.16030534069797794,0.6703308561323036,0.8612534489554592,0.5486862442040186
0.60506034608114,0.3201120603554241,0.5786270442956338,0.583812925845075,0.3347921225382932,0.5560494101189665,0.41686490822202404,0.3555722266338062,0.49200492004920054,0.6500917964997416,0.0339081024878146,0.975609756097561,0.6879398103506393,0.7528053466047402,0.01194396021001389,0.9047619047619047,0.7958942640526501,1.0,0.2488857213576175,0.9738172278808002,0.184939092,0.613636369721591,0.32061068612114674,0.7569592802589195,0.8671659440283799,0.6008500772797527
0.7645775774320198,0.4492590748806075,0.71231289389589,0.7726510992039867,0.38949671772428884,0.6965413870507203,0.4910484234687771,0.39495726363162514,0.5879458794587946,0.898081020474387,0.07280383219726315,1.0,0.7701263310225306,0.7773281402577666,0.19601207427524248,0.9999999999999998,0.8666217681752231,1.0,0.2941587087822808,0.9667330712094107,0.250196078,0.7875000033468751,0.38167938801445134,0.8156963941786521,0.9302325581395349,0.6808346213292117
1.0,1.0,1.0000000000000002,1.0,1.0,1.0,1.0,0.9999999999999998,1.0,0.9999999999999999,1.0,1.0,1.0000000000000002,1.0,1.0,0.9999999999999998,1.0,1.0,0.9999999999999998,1.0,0.053319454,0.7875000033468751,0.9999999999999998,1.0,1.0,1.0
0.4248945761233096,0.1698196982164494,0.3760481128437933,0.4318390627182054,0.20021881838074398,0.4380451827477311,0.22175550431494423,0.17551974633609918,0.2558425584255843,0.5712896229107386,0.026556863146862293,0.9721254355400697,0.6197123457335758,0.5389355279126383,0.07963512912477286,0.7619047619047619,0.7974194922178699,1.0,0.13548930322762068,0.938114209021243,0.411255411,0.613636369721591,0.16030534069797794,0.6794347973148455,0.886480094599921,0.49806800618238023
0.353715282826814,0.13829743917107346,0.32203455123285424,0.33553468133742,0.1936542669584245,0.3820407967442599,0.21788874708103373,0.18706779634466256,0.2509225092250923,0.4049423706213261,0.15310800592748375,0.9337979094076655,0.5960891095262275,0.5565287603371077,0.02519000258854255,0.6666666666666665,0.8092548666168162,1.0,0.13275713940188122,0.9524461902767323,0.233766234,0.613636369721591,0.16030534069797794,0.6701901570993295,0.8498226251478124,0.46754250386398766
0.010178857059764432,0.0010825078085310452,0.010339869987487111,0.009507324351539474,0.010940919037199124,0.07036540337291673,0.010049012672425693,0.007778502224404812,0.013530135301353014,0.009558908635766653,0.03675636246277611,0.10801393728222997,0.3173091021774363,0.27484248505646497,0.02498152524051969,0.047619047619047616,0.5363306377731669,0.0,0.024161575294977474,0.5095736199908887,0.0,0.4687499988046875,0.007633588327311927,0.3774621897298357,0.19038234134804888,0.04559505409582689
0.4174058455721972,0.16751620165442935,0.36242505154183274,0.43237929336361564,0.21553610503282275,0.4379794000371977,0.22765884795103145,0.18420574973899098,0.2632226322263223,0.5339027114986037,0.029254146149515915,0.9581881533101045,0.6167815498534583,0.585201890462034,0.04490027141443495,0.6666666666666665,0.7878249156915276,1.0,0.14605626554921755,0.9446886493920279,0.315217391,0.613636369721591,0.1755725173526018,0.6757782268286407,0.8703192747339377,0.3504636785162288
0.6386505743783627,0.35978608713978955,0.5934549206115793,0.6444804598208052,0.36870897155361054,0.6265158209724488,0.4386493356177777,0.39025428099201764,0.48831488314883154,0.716235605162566,0.0984138055437745,0.9895470383275261,0.7444610458398544,0.7817819559581599,0.07932587125780055,0.9047619047619047,0.8858678696821287,1.0,0.29055121970014375,0.9729713672651796,0.153561517,0.7875000033468751,0.35114503943039443,0.7940785410955903,0.9653133622388648,0.7206336939721794
0.39370364984731715,0.16282400863017837,0.349895794948428,0.39529448082732466,0.19474835886214442,0.4210313959563382,0.22967420970260263,0.19232088400701197,0.2669126691266913,0.48163864649937754,0.0158081732339068,0.9372822299651569,0.6071963469870538,0.5790293408776076,0.002236545096404885,0.6666666666666665,0.7547948122434225,1.0,0.13445296105113266,0.9469211576657787,0.272727273,0.613636369721591,0.16793892902528987,0.6769711505473237,0.9101300748916042,0.30602782071097373
