Starting Node,Average Spreading Ability
8,6.09
1,5.0
35,6.81
46,4.73
60,11.3
89,5.88
95,6.13
98,8.54
99,10.4
100,9.97
101,11.27
110,9.5
118,6.52
121,7.83
131,8.06
132,11.57
136,11.53
142,6.54
154,8.24
168,11.79
171,8.08
174,9.9
24,5.13
42,2.19
74,3.29
78,4.85
81,7.27
103,3.74
104,3.36
108,8.18
159,1.91
15,2.87
16,1.72
20,4.03
43,6.86
48,2.11
80,3.72
91,4.58
105,5.58
107,7.48
182,6.89
32,6.18
33,5.79
40,6.75
44,6.28
58,7.4
62,5.96
63,6.15
64,4.7
65,7.85
66,7.72
68,4.24
106,6.38
109,7.58
122,9.57
123,7.5
135,6.72
166,3.89
170,8.79
179,7.57
187,3.84
50,4.9
183,7.91
7,11.19
10,6.47
12,4.28
14,4.23
18,6.03
19,5.1
23,2.51
31,3.16
36,6.16
49,6.41
52,2.33
53,6.91
54,8.37
55,4.53
56,7.32
57,5.33
61,7.94
69,8.95
70,9.26
72,2.18
83,10.96
88,5.62
93,6.34
94,5.6
111,6.85
112,5.08
114,8.75
125,6.06
127,5.36
129,4.1
130,6.54
141,6.53
146,5.05
150,7.36
151,7.16
158,9.24
161,7.13
164,11.0
190,5.77
192,9.73
193,5.78
194,9.02
195,6.88
196,7.68
197,7.92
71,3.91
87,4.65
137,4.66
188,2.29
22,4.89
67,5.41
178,6.81
59,3.22
73,4.12
82,2.28
143,3.23
139,4.68
84,3.12
134,1.89
9,3.03
116,2.87
117,2.9
153,5.36
2,1.41
96,5.14
185,3.33
186,2.63
5,6.33
149,7.85
177,3.67
115,1.39
3,1.27
148,1.09
152,1.1
157,1.13
167,6.38
172,4.07
4,2.31
13,2.36
25,2.48
26,4.33
27,1.93
28,3.6
29,4.81
37,1.25
39,1.46
51,3.16
76,2.57
86,4.71
90,6.02
92,2.0
124,2.57
126,3.03
128,4.07
140,3.64
144,3.25
147,4.52
163,2.91
181,1.73
198,2.72
47,1.33
75,3.49
77,4.2
79,3.04
85,3.18
97,3.47
102,3.01
133,1.34
138,2.99
145,1.24
155,3.9
156,3.05
169,4.11
173,3.71
176,4.25
184,2.63
189,4.96
191,3.53
21,1.18
41,1.55
45,2.05
11,3.32
38,3.91
162,3.95
113,4.16
17,1.54
175,4.98
160,1.05
180,1.13
6,1.03
34,1.7
165,1.13
119,1.71
30,1.02
120,1.01
