Node,Spreading Ability,Rank
18,26.89,1
39,21.38,2
29,20.85,3
17,18.63,4
28,19.41,5
23,19.66,6
76,18.47,7
16,16.56,8
37,17.49,9
126,16.65,10
147,12.65,11
103,14.5,12
26,14.29,13
63,13.93,14
27,15.12,15
89,14.26,16
33,12.63,17
32,17.16,18
167,15.48,19
19,13.9,20
157,11.37,21
47,14.86,22
15,15.21,23
5,13.1,24
22,10.08,25
85,12.07,26
130,14.07,27
20,13.11,28
43,12.32,29
35,9.39,30
168,12.9,31
162,11.58,32
24,8.93,33
41,8.51,34
109,10.65,35
215,10.52,36
143,10.37,37
125,9.3,38
46,10.44,39
3,8.67,40
45,8.57,41
34,10.87,42
145,9.59,43
30,10.99,44
88,11.16,45
107,8.67,46
82,9.67,47
322,10.05,48
44,9.45,49
170,8.5,50
201,7.9,51
142,9.38,52
132,9.09,53
64,6.65,54
232,6.3,55
90,9.44,56
14,7.27,57
70,6.85,58
78,5.98,59
150,9.68,60
105,7.87,61
116,8.67,62
123,6.51,63
216,7.33,64
165,6.57,65
218,6.64,66
134,5.97,67
102,4.83,68
118,7.68,69
312,4.54,70
194,7.02,71
79,5.92,72
38,7.23,73
69,4.28,74
114,7.33,75
196,6.07,76
206,5.34,77
146,7.04,78
74,5.32,79
213,5.75,80
94,6.18,81
121,6.3,82
155,6.05,83
140,5.39,84
40,5.47,85
92,5.83,86
154,5.72,87
166,7.09,88
156,5.0,89
98,4.53,90
321,7.79,91
304,6.46,92
323,4.89,93
139,4.54,94
152,7.19,95
75,4.44,96
110,5.66,97
31,4.29,98
240,4.27,99
67,4.12,100
131,3.97,101
137,6.03,102
117,3.85,103
290,4.21,104
175,6.3,105
198,3.74,106
346,4.08,107
133,3.45,108
60,3.37,109
68,5.35,110
241,4.48,111
209,6.27,112
106,5.16,113
97,5.36,114
72,4.93,115
129,3.65,116
99,4.34,117
127,4.8,118
217,3.28,119
95,3.23,120
62,4.09,121
158,3.51,122
59,5.12,123
253,3.86,124
138,3.39,125
401,3.35,126
73,3.34,127
128,3.22,128
329,4.03,129
100,3.2,130
93,3.2,130
333,3.71,131
347,6.83,132
115,3.7,133
83,3.19,134
349,5.11,135
141,4.26,136
56,4.98,137
149,3.55,138
112,3.3,139
52,3.2,140
87,3.16,141
25,4.14,142
122,3.15,143
337,3.14,144
136,3.13,145
101,4.64,146
197,3.46,147
334,3.45,148
220,3.24,149
66,3.05,150
336,2.96,151
113,3.32,152
195,2.82,153
398,2.81,154
255,2.8,155
159,2.77,156
324,3.96,157
120,4.23,158
36,2.75,159
42,2.79,160
80,2.69,161
163,2.68,162
164,4.51,163
332,4.25,164
77,2.8,165
404,2.67,166
144,2.64,167
407,2.64,167
402,2.58,168
84,2.57,169
325,3.45,170
191,3.31,171
340,4.08,172
338,3.96,173
91,3.07,174
463,2.67,175
161,3.16,176
399,2.55,177
108,2.52,178
111,2.52,178
214,3.7,179
153,2.48,180
86,2.44,181
65,2.43,182
473,2.55,183
7,3.88,184
81,2.42,185
151,2.42,185
403,2.34,186
171,3.1,187
348,3.02,188
148,2.3,189
406,2.29,190
405,2.25,191
474,2.38,192
397,2.22,193
176,2.22,193
344,2.5,194
219,3.19,195
335,3.21,196
354,2.44,197
182,2.68,198
287,2.2,199
428,2.2,199
135,2.15,200
254,2.11,201
282,2.05,202
359,2.05,202
503,2.45,203
288,2.24,204
496,3.67,205
284,2.01,206
243,2.01,206
345,4.03,207
326,2.23,208
283,2.0,209
248,1.99,210
438,2.05,211
368,2.79,212
400,1.97,213
184,2.05,214
199,2.71,215
1,1.95,216
286,1.95,216
270,1.95,217
226,2.18,218
394,2.79,219
487,2.06,220
546,1.94,221
244,1.94,221
178,2.05,222
305,2.21,223
408,1.93,224
409,1.93,224
160,1.93,224
261,1.92,225
355,1.91,226
497,1.97,227
252,1.9,228
273,2.41,229
352,2.96,230
365,3.17,231
269,1.93,232
418,2.42,233
187,1.88,234
234,1.91,235
342,2.5,236
179,2.02,237
267,2.11,238
421,1.99,239
330,2.35,240
12,1.9,241
431,1.9,241
544,1.87,242
521,1.86,243
358,2.01,244
272,1.85,245
268,1.83,246
245,1.83,246
309,2.23,247
275,1.82,248
328,1.81,249
472,1.8,250
251,1.8,250
369,1.79,251
520,1.78,252
256,1.77,253
263,1.77,253
470,1.77,253
543,1.76,254
61,1.76,254
183,2.06,255
51,1.96,256
488,1.76,257
277,1.75,258
169,1.75,258
504,1.75,258
306,1.94,259
119,1.67,260
296,1.78,261
416,1.97,262
2,1.66,263
285,1.65,264
547,1.65,264
393,2.33,265
445,1.89,266
200,1.83,267
