Node,Relative Closeness
1,0.19994964782398603
2,0.7472299652304053
3,0.18797945021039114
4,0.45954643196630524
5,0.2855538536621854
6,0.5096594830723254
7,0.47217066571096783
8,0.4299245712679011
9,0.4984303895705643
10,0.20861392161797895
11,0.3640446504730208
12,0.42615031293903266
13,0.33010956311796896
14,0.18904704545374362
15,0.42827150770510547
16,0.29156308651743085
17,0.3438386935758697
18,0.23874585742926835
19,0.3188601936139275
20,0.31935119717024835
21,0.038307789192831544
22,0.12413862621606327
23,0.6462917115887116
24,0.33597662738898654
25,0.19532894897166328
26,0.26756103181754154
27,0.19747886796835845
28,0.2641457931625311
29,0.29930867668465017
30,0.38329174015768874
31,0.32510035849861374
32,0.23636337033049548
33,0.18518523963899272
34,0.18196162937209576
35,0.3087485456392068
36,0.24713405640030225
37,0.24174640237727385
38,0.22627163381351845
39,0.18394089248448267
40,0.029739987540447817
41,0.1813079145301721
42,0.024165334753935154
43,0.3795153552936463
44,0.18287769447679328
45,0.1792497084867089
46,0.119058854844699
47,0.2807854069620262
48,0.23087331770986774
49,0.2876892562830734
50,0.1816804940366141
51,0.1802154472730984
52,0.11486960241790431
53,0.18311868011491572
54,0.18263666818899144
55,0.1797749956433582
56,0.178961125026499
57,0.22857471011345568
58,0.18060395264405338
59,0.21550899508604934
60,0.17714157967324826
61,0.0150392622649596
62,0.17775693227497386
63,0.11297379039303013
64,0.24049285782654428
65,0.1831984340765847
66,0.23433369230122908
67,0.1815339444834644
68,0.18613404245733184
69,0.4102340280308656
70,0.19136089570906167
71,0.021283576923042738
72,0.17702251424322268
73,0.014110397204932491
74,0.17896493980820685
75,0.23094494795141507
76,0.17819686140072713
77,0.3614824017165169
78,0.02127673449487476
79,0.18426579150312014
80,0.20005535841265598
81,0.3369773770709155
82,0.1896865605022851
83,0.23201342769131744
84,0.6468507418928893
85,0.2318943586986282
86,0.3069877061463901
87,0.18625764549230686
88,0.021925806067254805
89,0.19373802123789743
90,0.3321248630299689
91,0.1989294956059942
92,0.3404459813371887
93,0.18769667082085137
94,0.18320392176684552
95,0.24844661518097902
96,0.02924949402449166
97,0.42037535792451625
98,0.1840737574352243
99,0.2435510214372555
100,0.19758844731400949
101,0.36465776676371897
102,0.26791095371186624
103,0.18795435751125086
104,0.23709268902688813
105,0.3180161159764993
106,0.31155316838363367
107,0.18926102764618813
108,0.187400388027851
109,0.24913190861162415
110,0.18590540502416456
111,0.3789635736462858
112,0.24340459248386892
113,0.032206865218281124
114,0.29285516693904123
115,0.2439008263772747
116,0.2421886632812054
117,0.2505712250837368
118,0.19265463880199243
119,0.18103449407720593
120,0.1823305671465086
121,0.025168037253747545
122,0.22622758921083677
123,0.22717110044018565
124,0.33245145435735385
125,0.2365308283863196
126,0.18298302228228422
127,0.1819220246102133
128,0.23617985569340108
129,0.18559613750526738
130,0.38534664869268836
131,0.3724392862185064
132,0.4331857272348515
133,0.029933098699752633
134,0.3210600837191333
135,0.32644732132183996
136,0.18442441658240702
137,0.3039348209587454
138,0.26543790353535257
139,0.18135786155158506
140,0.23142380146588776
141,0.22988190895377664
142,0.025444355821287953
143,0.3536890686299222
144,0.3109840063537929
145,0.2604956243922119
146,0.18498499434795102
147,0.18324719007501933
148,0.23188303179207104
149,0.3979835565717057
150,0.1832824350745146
151,0.48622770418576783
152,0.3183373680562018
153,0.45901182868483836
154,0.19580415169473825
155,0.03643188333185352
156,0.23195954792678658
157,0.23934237846572878
158,0.3670837260449155
159,0.1931720785566615
160,0.247536553545109
161,0.27539960112879974
162,0.1875859356382752
163,0.18208398341012139
164,0.4112690907252209
165,0.12109821841499913
166,0.033758782210097586
167,0.18078291127091284
168,0.19355268597331604
169,0.39709448200132824
170,0.17943177185579823
171,0.3196561925378588
172,0.18532328960718888
173,0.35990570912212966
174,0.1806609085205283
175,0.21984678081021264
176,0.17873635671501184
177,0.17851956961918508
178,0.1780394327694218
179,0.17728219386430327
180,0.185811754640174
181,0.18759542329578288
182,0.1860831730710706
183,0.22899777392725656
184,0.30265377959831524
185,0.17887446445372787
186,0.2983863972869249
187,0.02132195318670117
188,0.18473526141011384
189,0.1144544381730868
190,0.18177544640557075
191,0.23458885281855124
192,0.27109413237954266
193,0.015648809018567602
194,0.18041892895353323
195,0.22702944816827603
196,0.012884496954008642
197,0.10919181292404703
198,0.11691622696250574
199,0.2714474117019264
200,0.17835087852244044
201,0.2705606655672059
202,0.22257285095832044
203,0.1788382960771187
204,0.21764554024824492
205,0.1782217007560021
206,0.11618872452217116
207,0.17863506345422545
208,0.1788292749794935
209,0.2819798742547703
210,0.18045520777681728
211,0.27157617276507007
212,0.3208144853586897
213,0.2230318550161386
214,0.2221553960112668
215,0.17814111831441487
216,0.11162648479908091
217,0.17934586395214694
218,0.11932388069620015
219,0.17228625974578082
220,0.17931813270653033
221,0.014400714887217688
222,0.17595549230440072
223,0.11830550692862958
224,0.11618057556068144
225,0.11822050424191718
226,0.11178637465410553
227,0.11950055624258996
228,0.12872903240437544
229,0.297276829733927
230,0.6187595129305113
231,0.23568660146477607
232,0.1852626463661459
233,0.18634734061696775
234,0.2485187666571339
235,0.2559017311229363
236,0.2465234267137739
237,0.32225346169281177
238,0.25140608633562883
239,0.19869388503280017
240,0.1930464657500207
241,0.11567989291185461
242,0.18101534275766815
243,0.18845893328829813
244,0.4838473178445482
245,0.6468767549528702
246,0.1981443393638246
247,0.30205174368157606
248,0.18885925629466677
249,0.2501894064615596
250,0.5055068990563703
251,0.1944183781592793
252,0.19331872235081962
253,0.20019061471792526
254,0.38415237276752484
255,0.2382293366578178
256,0.028119520953654872
257,0.1847220687445139
258,0.18395980992993058
259,0.2393657396096047
260,0.19125407039359077
261,0.390616233463938
262,0.3687206229816863
263,0.3315348811033394
264,0.188824192441456
265,0.2531572994602123
266,0.1870794823719897
267,0.1794733684685495
268,0.30083241085094564
269,0.3933285872706194
270,0.1809829122381544
271,0.18644383362146047
272,0.18416658530538307
273,0.18765158923209832
274,0.18765158923209832
275,0.18462760008106535
276,0.22138575993235873
277,0.18077621609360228
278,0.27548153586107405
279,0.17951327433866685
280,0.1802621323872441
281,0.1852630270646304
282,0.2358247583654054
283,0.1831606855169886
284,0.17993951271999972
285,0.18152837901860977
286,0.17894467038207137
287,0.21606684026858872
288,0.22526627781409622
289,0.23919365618403485
290,0.2254503633593062
291,0.2202049324439189
292,0.1806573048370129
293,0.1906409763851499
294,0.17830776136430848
295,0.013012802287678595
296,0.013012802287678595
297,0.22361566816328993
298,0.012623189505980794
299,0.2568817109966521
300,0.11662738064711398
301,0.3435584614309027
302,0.012623189505980794
303,0.1158798286638161
304,0.020289434425301706
305,0.020289434425301706
306,0.18030001569906615
307,0.17288142747712665
308,0.11044125314212437
309,0.012467063909492202
310,0.014215616689681954
311,0.18107776236904644
312,0.17958225477824716
313,0.2900960357213233
314,0.18873477718803447
315,0.22344667525880016
316,0.18653102347814848
317,0.19157209973733716
318,0.34818550238697826
319,0.2368120995662285
320,0.2819737631630947
321,0.1964328293862554
322,0.2576751086577792
323,0.19001380331954615
324,0.3545616625144614
325,0.5337861657498708
326,0.29755182458281987
327,0.2004354088147372
328,0.1939090168330993
329,0.29613359211257523
330,0.324217774123528
331,0.32773623034105803
332,0.28478822303392665
333,0.5117398214901869
334,0.5791141136842796
335,0.23683522986172215
336,0.2315817289248014
337,0.18759124488137843
338,0.18381541367138743
339,0.3255756795851656
340,0.20277078699470544
341,0.23422700504132277
342,0.18561201679934577
343,0.18800363762080186
344,0.25141854128852337
345,0.18136390481403994
346,0.23552377840799082
347,0.461626507648886
348,0.18413767962099986
349,0.310189281585893
350,0.2955317108702349
351,0.23617108901573425
352,0.3907043257556021
353,0.11776427000109371
354,0.11105947902594314
355,0.22498821280799292
356,0.2258033910025328
357,0.22379494398669342
358,0.17895975885097914
359,0.1774903539774519
360,0.2718162042213682
361,0.21704994512266368
362,0.3120281469253765
363,0.18552602236983654
364,0.11780127599570506
365,0.17712120214904978
366,0.17829154535340652
367,0.17580390847076055
368,0.21623855367342154
369,0.1767140084814596
370,0.2160328571317141
371,0.11164192830431628
372,0.17667909373646234
373,0.2160020439101229
374,0.016172397115337155
375,0.11473714250721058
376,0.1796155306143342
377,0.1786366203814531
378,0.2431295608810723
379,0.58463586791247
380,0.38713877841692906
381,0.1843158819132324
382,0.1787864032181156
383,0.3472154815449846
384,0.18565283602690713
385,0.18602380233817253
386,0.18160552253661413
387,0.5769154351277738
388,0.24458978394025335
389,0.038226706335075786
390,0.19376039469449174
391,0.19488816742429343
392,0.1918118994674915
393,0.27826029599909785
394,0.26678968452420987
395,0.35764056806865074
396,0.19167909185498797
397,0.23963488694853782
398,0.026234366897721434
399,0.1912557753057064
400,0.17984105467483286
401,0.3786965359991129
402,0.5836143222010526
403,0.1823898165663664
404,0.37827807270550295
405,0.18624431076857684
406,0.17994312846609853
407,0.17891130871359845
408,0.1829298304909426
409,0.2968972587498543
410,0.2454529530034575
411,0.45724897199687264
412,0.19840648681450154
413,0.025445140991471146
414,0.24325423467824425
415,0.19638827476966222
416,0.3413633424067766
417,0.18130154905751106
418,0.3646755411090811
419,0.24012698121653692
420,0.2325024382671777
421,0.11527413411387638
422,0.2482359242055993
423,0.015754253661497578
424,0.23432907522683288
425,0.3682376101285059
426,0.18602684719194248
427,0.24313093870461444
428,0.38195460003631515
429,0.23723558611580975
430,0.18400538917428752
431,0.28790290406892044
432,0.40273900439423643
433,0.2651153228844931
434,0.18312713577884285
435,0.2819050254898759
436,0.18065619309844635
437,0.23868389248709374
438,0.18073299237704704
439,0.2604935423850741
440,0.3524750284937022
441,0.17711379555617043
