Eigenvector Centrality,Gravity Index Centrality,Betweenness Centrality,Extended Coreness,CLC Values,Coreness Centrality,PE Values,Degree Centrality,Local-Global Centrality,HCC Value,MDD Value,Improved Gravity Index Values,P Value,Node H-Index,DIL Centrality,Global Relative Change in Avg Clustering,K-Shell Value,Leverage Centrality,Clustering Coefficient,Second order centrality,Clustered Local Degree,H Values,Subgraph centrality,GSM,HVGc Index,Average Spreading Ability
0.2636632680699484,0.31108934050111037,0.00831601868765722,0.28887734407556603,0.19955099897040082,0.20899084456331654,0.2090177924306397,0.19542619559844573,0.12284236931252214,0.24577384240364242,0.273919523099851,0.3651452359866292,0.1928020565552699,0.532934131736527,0.08418532984246303,0.1742719300278509,0.7610619469026549,0.40972053673599695,0.6315936706385512,0.8633620534205901,0.3894703170149681,0.05853458128320009,0.07360694709595594,0.29189351002508523,0.11597895767381755,0.24794952681388013
0.31733442754126806,0.3524276681444156,0.010617584554390271,0.34802922628142796,0.23532142064731104,0.24773171484415182,0.24742522923420093,0.23076923006972655,0.15037977358441093,0.33772349225557063,0.31296572280178836,0.4225588759671856,0.31619537275064263,0.5868263473053893,0.081652998945294,0.10586068551657764,0.8053097345132743,0.44802867163217663,0.6574537159137939,0.8809932653730145,0.4729331155859087,0.08247026707142396,0.10509171698673714,0.33232941469387123,0.1606508657321985,0.18359621451104102
0.33950827522098276,0.3783463157149017,0.015027713514540594,0.3692507292679539,0.260934582234408,0.2708569077255426,0.2669187194441691,0.24948024927018814,0.16512373132209143,0.36982344762624286,0.33353204172876305,0.4489486538474344,0.3598971722365038,0.6227544910179641,0.12595530464878835,0.17494400510395353,0.831858407079646,0.47057041327553206,0.5843928573980102,0.88892350051287,0.4860370292138176,0.09599296795002257,0.11990807928828123,0.3568469218340272,0.1823847669357791,0.16025236593059936
0.2416850447617917,0.2902631522972144,0.009521179139062958,0.2637728573412974,0.1822360421051696,0.19697561979220246,0.20234002442188997,0.1912681907703459,0.11871514269295681,0.2072038021215829,0.2634873323397914,0.3343701411824635,0.14138817480719792,0.502994011976048,0.06534466068069641,0.1683879331851042,0.7256637168141593,0.438563021104991,0.6342384515838597,0.8608710302813594,0.3562255101685911,0.05086163141749294,0.062124266312259285,0.27478371919025146,0.09758672722892,0.122397476340694
0.2597214488651393,0.2912155823033653,0.007077495882867334,0.287245895263231,0.1928773641223104,0.19870383705380107,0.20000158289372258,0.1850311850437887,0.1156813097810122,0.2424126822119475,0.25901639344262295,0.3476977632376247,0.18766066838046272,0.49700598802395207,0.06162336128334995,0.13622430130775176,0.7256637168141593,0.3844282572119438,0.6749266224967065,0.8573566196904121,0.3939589347672086,0.05496623756127904,0.07138449275072434,0.2761241163019328,0.11029888462507481,0.13501577287066246
0.6915647556333387,0.7147966540842072,0.14642531113824306,0.7214343103208779,0.5987467674681954,0.6196070363131365,0.5934962710642949,0.5717255714125804,0.47402066731811365,0.8552549008163141,0.634575260804769,0.7973612459048596,0.9820051413881747,0.9461077844311379,0.38972867716009113,0.04921170910191412,1.0,0.7740454291636818,0.302548309065342,0.9603390644487853,0.8317401563470215,0.4327961819812046,0.481427319445957,0.6855782337235291,0.6119468856796537,0.4296529968454258
0.6440898654478441,0.6851641359650965,0.1496178077391805,0.6726577580219475,0.5706008703560659,0.580084353461578,0.5671333994380652,0.5467775464855615,0.44271012378361707,0.7615563003040181,0.612220566318927,0.761252922573546,0.8431876606683804,0.9041916167664672,0.4230085518488447,0.02155057126381469,1.0,0.7735281011021976,0.2719344339944838,0.9569604328719388,0.7661123898650789,0.3781461172188912,0.4184577796643946,0.6529099331562375,0.5438579642204093,0.6712933753943217
0.3953337697264524,0.4484270050646845,0.021057319703450463,0.4307791637727462,0.3071417127201459,0.3090422796008641,0.30146688429891155,0.28066527992376417,0.19204780965147739,0.5125581626992638,0.3764530551415798,0.5430093528596066,0.5835475578406168,0.6886227544910181,0.15985185259781412,0.21259929466197897,0.9292035398230087,0.4913974242189334,0.562119425205126,0.900455932383337,0.5597950214613125,0.12652033300600896,0.1613938937326047,0.4111313586508022,0.2419247886832337,0.3861198738170346
0.2763422554017794,0.3146372213795047,0.013377555392575437,0.3046917627448257,0.22790039118335992,0.2151424750540068,0.21615657315683548,0.19958419941615052,0.12633063205589792,0.2684351212570113,0.27630402384500746,0.3734627096678608,0.2236503856041131,0.532934131736527,0.14836256624885488,0.2960552055827218,0.7610619469026549,0.4075014870350865,0.5025176260605686,0.8657481352984566,0.388104978812914,0.06297737779053231,0.0806447191891894,0.29670403461918404,0.12516099681502102,0.28391167192429023
0.9796762494167172,0.9783887777798677,0.6180756981197165,0.9821039588831783,0.9575280703233181,0.9711758049583377,0.9515140407293682,0.94802494823711,0.9338496106419443,0.9912366649492577,0.9648286140089418,0.9870569996520795,0.9999999999999999,1.0,0.09189142939839334,0.8568610958504477,1.0,0.9767800058911993,0.040215788718031,0.9962763358510172,0.9979372752783867,0.9518913391847396,0.9629590942461399,0.9761747581232433,0.9754616470599013,0.7173501577287066
0.3347434349645719,0.39341968956547707,0.018753259455155977,0.36251579386025834,0.2733553000841129,0.269766484929534,0.26428803455676686,0.24740124736133573,0.16299113526296258,0.37509200961545414,0.3314456035767511,0.4626824605634647,0.377892030848329,0.6227544910179641,0.19959007354086056,0.3305747809621443,0.8672566371681416,0.48009559313859285,0.4841873651678765,0.8881160878460334,0.4577287225618474,0.0943151672153496,0.11657439777043381,0.364362131974593,0.17793818755713386,0.35646687697160884
0.6866840367649794,0.7144264404273314,0.13871050076642993,0.7142090845950827,0.5952358326338839,0.6191132599526799,0.5926590867864306,0.5717255714125804,0.4728874370611161,0.8011964182154133,0.6354694485842026,0.7917555542422992,0.8817480719794344,0.9281437125748504,0.38474968163036777,0.05098882283255789,1.0,0.7784220649358466,0.29583707900751444,0.9603310215199169,0.820776304062438,0.4294484168410045,0.47772322887057095,0.6851700925161611,0.6008922119398116,0.4050473186119874
0.49897829352561646,0.565245762275369,0.05184428648496053,0.5276779552715655,0.40445284585417407,0.4201419607036313,0.40038824767893555,0.38461538445993926,0.28214332296062644,0.6802321380606191,0.47093889716840537,0.6529279525796056,0.8251928020565552,0.7904191616766468,0.2920919322194539,0.28674621599920386,1.0,0.627591521849621,0.4326456014678154,0.9287542760439393,0.6440351933071176,0.2143718111800827,0.25436656717479383,0.5207062006238695,0.3580912251345148,0.317981072555205
0.6111869144077459,0.6387794498723501,0.07877250735047477,0.6430687595499375,0.4981655190207739,0.518218290299352,0.495610646750543,0.4760914755222099,0.3739144369450469,0.8260076404103335,0.5591654247391952,0.7400474613874868,0.9999999999999999,0.8922155688622755,0.292349189675256,0.07814610884889764,1.0,0.6955300262242303,0.4139063129006392,0.9462445918629983,0.7791769853645236,0.32141308561164617,0.3777127833351484,0.6017732436911097,0.5089966379507662,0.4542586750788643
0.47249863879408843,0.5355669674491488,0.038258325512927474,0.5064524517294069,0.36813295193336737,0.3805575558070157,0.3713198833471292,0.35135135088711583,0.2528719081217511,0.6604943244279747,0.4491803278688524,0.6388985071049021,0.8046272493573264,0.7784431137724551,0.18949450955418926,0.15400252743852147,1.0,0.5849054709439515,0.5213614161672366,0.9209336708652123,0.6438017071432593,0.18447430494711234,0.22843793314709168,0.4879868822384815,0.3325608783594715,0.3899053627760253
0.9693615931543806,0.9677142840066117,0.5949408703732886,0.9725896374496458,0.9443482192546089,0.9569385865651683,0.9369044651558813,0.9334719328543533,0.9139422278394697,0.9866103975628343,0.9520119225037257,0.9801487911428438,0.9999999999999999,1.0,0.13350083606076552,0.7959675495433844,1.0,0.9715178579050042,0.047010486331231394,0.9952142025996459,0.9917021142322698,0.928291286832761,0.9407345507938237,0.9644066873128304,0.9633993858698133,0.6182965299684542
0.9325845847384135,0.933238137210041,0.5820497817447314,0.9407523267120433,0.9039732491145179,0.9109556629976341,0.8958753070462862,0.8898128897372678,0.8542779477829214,0.9713606243525637,0.9144560357675112,0.9573517030623659,0.9999999999999999,0.9940119760479043,0.2175228616462694,0.6948506507404415,1.0,0.9559352014846918,0.06532732570015731,0.9919346492790007,0.9688182296609825,0.8509108721269891,0.8703568298614893,0.9263985393493427,0.9130524000969843,0.9034700315457412
0.48130876291830105,0.5294886779839072,0.055295886970591686,0.5167825531323795,0.3988049556738871,0.39783972842300175,0.39194474310960725,0.3700623700875774,0.26915264238353775,0.6109168211345141,0.45901639344262296,0.6253117394441928,0.6940874035989717,0.7784431137724551,0.2791006185725167,0.2250279122458077,0.9646017699115044,0.6112958459878441,0.4343212806350727,0.9254602730005463,0.6360830288791525,0.1961762578439955,0.23695734147047953,0.4927637457985895,0.3418498750436444,0.5053627760252365
0.3850953398635382,0.43238942328060276,0.02905274800092467,0.42031593276844004,0.3056947275676127,0.30393992387614444,0.3044345722866817,0.28482328475186397,0.1942784974044078,0.4667698815642677,0.3716840536512667,0.5216665806576196,0.5012853470437018,0.6706586826347306,0.15716813959804646,0.2037529871896765,0.9026548672566372,0.519075282880522,0.5381414456335107,0.9017770086733029,0.5431279525352222,0.12134571788441363,0.15324489446675543,0.4004286584294182,0.22865702107945837,0.32807570977917977
0.8100429752354168,0.8236240436366935,0.29173488540405773,0.8298798166412001,0.7480532314830142,0.7647567122724,0.7379863640692238,0.7234927228835457,0.6463602409097413,0.9149362941467702,0.7627421758569299,0.8769334608348093,0.9948586118251928,0.9640718562874252,0.4115384947395655,0.2912339870956132,1.0,0.8750904845803318,0.1701447384053154,0.9774723647183359,0.9001503404623423,0.622668237500014,0.659223667064486,0.8055547366874999,0.7547820028229822,0.6410094637223974
0.9945954735935674,0.9965909492429342,0.7470049804693042,0.9942220864008889,0.9895125824732208,0.9954531426807942,0.9882005049735075,0.9875259875364907,0.9841781663806694,0.9970527171109341,0.9937406855439641,0.995617700328943,0.9999999999999999,1.0,0.06786334636994713,0.9304526350659603,1.0,0.9947217072896859,0.0076674139080131765,0.9990984726480816,0.9939385230730003,0.9901682807618626,0.9888877282738421,0.9962416998826605,0.9876846424384811,0.7968454258675078
0.90402734192061,0.9078167994378941,0.4520529040868509,0.914067731629393,0.8618648473350643,0.877049686246271,0.8530237606150237,0.844074843700935,0.7960869938619765,0.9580374565139369,0.873919523099851,0.9374791913595866,0.9999999999999999,0.9880239520958085,0.30813881644880425,0.5568181539338204,1.0,0.9349673984301741,0.0946692499709243,0.9882664529759053,0.954389036914464,0.7947274904815791,0.818499561806085,0.8983728447149478,0.8760115662117496,0.5829652996845425
0.6545733831015376,0.6888508469648194,0.13676450899127895,0.6809104597860814,0.5731766380132041,0.5850015430511265,0.5617627131955559,0.5446985445767092,0.4421469845364852,0.7913388474995028,0.6137108792846498,0.7672542385119657,0.8946015424164524,0.8982035928143713,0.4687393515641246,0.14925874072488682,1.0,0.7651643283360825,0.28282541916231096,0.9566889407609411,0.7788620012121541,0.38741234726198237,0.4332741419659387,0.6569743391122328,0.5538102893093274,0.509148264984227
0.46572908723469786,0.522955707785755,0.05527150439082869,0.495513376857897,0.3931943346787958,0.4020368274868841,0.39406186411896316,0.37422037390528223,0.270485767141982,0.5710330167150679,0.4533532041728763,0.5975970494180239,0.6375321336760925,0.7544910179640719,0.3152202798506502,0.24705179885733605,0.9469026548672566,0.6363983491954998,0.38804197550987884,0.9263843084675345,0.5964596953841492,0.19191642808255427,0.22214097916893544,0.4914654254474874,0.31594528150136686,0.28517350157728705
