feature,score,rank
Leverage Centrality,0.2248687989133656,1
Clustering Coefficient,0.11283636826174415,2
K-Shell Value,0.10742660688113091,3
Global Relative Change in Avg Clustering,0.10515055586960206,4
Node H-Index,0.08118655737894118,5
Constraint Coefficients,0.06456237180044767,6
Clustered Local Degree,0.056965028808561295,7
P Value,0.05409942481473118,8
Second order centrality,0.053674152268912964,9
HCC Value,0.04804944558225904,10
Improved Gravity Index Values,0.04082143830727793,11
Volume Centrality,0.039118691714498416,12
Closeness Centrality,0.038308982815766515,13
Gravity Index Centrality,0.03803347570795053,14
Extended Coreness,0.03655580118581723,15
Societal Capital Scores,0.03513052727272944,16
Extended Degree,0.03441153683726228,17
Semi local centrality,0.032611700834150235,18
Eigenvector Centrality,0.031288410539725045,19
GSM,0.028276968676739365,20
CLC Values,0.028003428180365914,21
I-GSM Values,0.02726293206185663,22
Extended Improved Gravity Index Values,0.024676889051956356,23
GIN Values,0.02426292121849959,24
EIGSM Values,0.018079998050910723,25
Eccentricity Centrality,0.016761274673510757,26
EHCC Value,0.016104776619122456,27
Coreness Centrality,0.016072109570822574,28
PE Values,0.01494575720137607,29
Betweenness Centrality,0.014339850157860672,30
Centrality Values,0.013783594040113607,31
MDD Value,0.012952832246143485,32
PageRank Centrality,0.01163874900087432,33
DNC Scores,0.010422677293712724,34
Degree Centrality,0.01007410099503198,35
Global Relative Change in Avg Degree,0.009304679982752084,36
Isolating Centrality,0.009092081265131025,37
MCGM Values,0.007376480421121024,38
Local-Global Centrality,0.004746686125128812,39
HVGc Index,0.004634851546023456,40
Laplacian Centrality,0.003215964471091635,41
Subgraph centrality,0.0028561742747021676,42
Gravity Model Centrality,0.0026352256987258477,43
Density Centrality,0.0015664863942542802,44
LGC Scores,0.0014033119571288087,45
GGC Values,0.0013688856805398988,46
Local Gravity Model Centrality,0.0008194376317085401,47
H Values,0.0007988903383729243,48
DIL Centrality,0.0006529364898980363,49
H-GSM_1,0.00018966789645877605,50
