Starting Node,Average Spreading Ability,Node,Rank
1,1.04,1,183.0
2,1.23,2,164.0
3,1.18,3,169.0
4,2.59,4,82.0
5,1.63,5,135.0
6,5.52,6,36.0
7,1.06,7,181.0
8,1.07,8,180.0
9,1.09,9,178.0
10,1.04,10,183.0
11,1.35,11,154.0
12,1.19,12,168.0
13,1.07,13,180.0
14,1.02,14,185.0
15,1.08,15,179.0
16,1.04,16,183.0
17,1.02,17,185.0
18,1.07,18,180.0
19,1.07,19,180.0
20,1.19,20,168.0
21,1.24,21,163.0
22,1.11,22,176.0
23,4.27,23,51.0
24,8.0,24,13.0
25,7.87,25,15.0
26,11.03,26,1.0
27,4.97,27,42.0
28,8.36,28,11.0
29,7.22,29,18.0
30,3.83,30,57.0
31,1.07,31,180.0
32,1.01,32,186.0
33,1.41,33,150.0
34,1.06,34,181.0
35,1.1,35,177.0
36,1.17,36,170.0
37,1.26,37,161.0
38,2.92,38,74.0
39,1.12,39,175.0
40,1.2,40,167.0
41,1.19,41,168.0
42,1.23,42,164.0
43,2.49,43,87.0
44,1.38,44,152.0
45,1.41,45,150.0
46,1.44,46,147.0
47,1.55,47,138.0
48,2.4,48,90.0
49,1.45,49,146.0
50,5.82,50,33.0
51,7.0,51,20.0
52,4.84,52,44.0
53,7.03,53,19.0
54,2.53,54,84.0
55,6.96,55,21.0
56,8.41,56,10.0
57,9.3,57,5.0
58,8.57,58,9.0
59,3.02,59,70.0
60,5.15,60,40.0
61,10.43,61,3.0
62,6.21,62,28.0
63,9.22,63,6.0
64,2.33,64,94.0
65,4.04,65,53.0
66,5.27,66,37.0
67,5.62,67,35.0
68,9.42,68,4.0
69,6.13,69,29.0
70,2.7,70,78.0
71,3.59,71,61.0
72,3.88,72,56.0
73,8.9,73,8.0
74,5.85,74,32.0
75,10.64,75,2.0
76,4.36,76,49.0
77,8.92,77,7.0
78,6.66,78,23.0
79,1.43,79,148.0
80,1.13,80,174.0
81,1.06,81,181.0
82,1.06,82,181.0
83,1.07,83,180.0
84,1.04,84,183.0
85,1.06,85,181.0
