Lambda,Kendall Tau,p-value,beta_c,beta_min,beta_max
0.23962541314726404,0.7222332623837985,8.466211246188977e-265,0.4792508262945281,0.23962541314726404,0.7188762394417921
0.29287550495776715,0.7670925831653801,4.923666305785538e-299,0.4792508262945281,0.23962541314726404,0.7188762394417921
0.34612559676827026,0.804619214618922,0.0,0.4792508262945281,0.23962541314726404,0.7188762394417921
0.3993756885787734,0.815054337091263,0.0,0.4792508262945281,0.23962541314726404,0.7188762394417921
0.45262578038927653,0.8070472810295465,0.0,0.4792508262945281,0.23962541314726404,0.7188762394417921
0.5058758721997796,0.7810091792816458,0.0,0.4792508262945281,0.23962541314726404,0.7188762394417921
0.5591259640102828,0.7466505179212336,2.4529526551247922e-284,0.4792508262945281,0.23962541314726404,0.7188762394417921
0.6123760558207859,0.7352957827493903,7.648734823404654e-276,0.4792508262945281,0.23962541314726404,0.7188762394417921
0.665626147631289,0.7411518601354102,3.1562386094990563e-280,0.4792508262945281,0.23962541314726404,0.7188762394417921
0.7188762394417921,0.7467629134964453,1.877013369864662e-284,0.4792508262945281,0.23962541314726404,0.7188762394417921
