feature,score,rank
LGC Scores,0.0012634620819373943,1
HVGc Index,0.0012990268319511555,2
H-GSM_1,0.0013616755807349668,3
Local Gravity Model Centrality,0.0016783524015258067,4
H Values,0.0021010087670797484,5
Subgraph centrality,0.0021315408738078467,6
Gravity Model Centrality,0.002421850027251149,7
Density Centrality,0.002467101901351909,8
MCGM Values,0.002535841739741418,9
Laplacian Centrality,0.0027332495229468456,10
Improved Gravity Index Values,0.0031430561618710495,11
GGC Values,0.003338329712861743,12
Gravity Index Centrality,0.0033967908558122373,13
Local-Global Centrality,0.0037657704452130902,14
Extended Degree,0.0038888979957377723,15
Societal Capital Scores,0.003971993078054958,16
EIGSM Values,0.0040213157903624674,17
Centrality Values,0.0044422499123496495,18
Semi local centrality,0.0045103120967613375,19
I-GSM Values,0.005127894978477765,20
PE Values,0.005290934103961531,21
EHCC Value,0.005434291211282916,22
Extended Coreness,0.005700751679248217,23
Clustered Local Degree,0.005720799061326942,24
Coreness Centrality,0.005886531760919689,25
Degree Centrality,0.006272338659598864,26
Extended Improved Gravity Index Values,0.006297680126241545,27
CLC Values,0.006916673423271957,28
MDD Value,0.007234294462434732,29
DIL Centrality,0.007506460159642958,30
Global Relative Change in Avg Degree,0.008792749895922491,31
DNC Scores,0.008907917099272966,32
HCC Value,0.00909499051727225,33
Node H-Index,0.01000383613341671,34
Betweenness Centrality,0.011105202387009516,35
K-Shell Value,0.01117172580425052,36
Second order centrality,0.011286639887230998,37
PageRank Centrality,0.011494366966377956,38
Eigenvector Centrality,0.011873367334960028,39
Constraint Coefficients,0.012669532854150511,40
GIN Values,0.013291815477450397,41
P Value,0.014824848469627727,42
GSM,0.01578386857858216,43
Clustering Coefficient,0.016981165305332335,44
Isolating Centrality,0.021198186650583928,45
Eccentricity Centrality,0.027608039992058853,46
Closeness Centrality,0.02886400978336412,47
Volume Centrality,0.035199992747832365,48
Leverage Centrality,0.038010212733370574,49
Global Relative Change in Avg Clustering,0.08591323021109942,50
