feature,score,rank
HVGc Index,0.0011702134172498768,1
H Values,0.0012503829225950502,2
LGC Scores,0.0015022612375573674,3
Subgraph centrality,0.0016685952510983038,4
MCGM Values,0.001811408998839692,5
Gravity Index Centrality,0.0020710474762807296,6
Local Gravity Model Centrality,0.0023199958184557667,7
Improved Gravity Index Values,0.0028291501868590307,8
Gravity Model Centrality,0.0028661232104639778,9
EIGSM Values,0.0032512367996411218,10
Extended Coreness,0.00330210712114265,11
Laplacian Centrality,0.003469793306247415,12
Density Centrality,0.0036813664601763607,13
Coreness Centrality,0.0037630424009530428,14
EHCC Value,0.004066232612716769,15
Extended Degree,0.00414200219062788,16
Local-Global Centrality,0.004184893020647951,17
Societal Capital Scores,0.004294140428385607,18
Extended Improved Gravity Index Values,0.004668443858585336,19
MDD Value,0.004932458157732911,20
Degree Centrality,0.005108387660157643,21
Semi local centrality,0.005202427297602119,22
GGC Values,0.005231137107606698,23
Clustered Local Degree,0.005447046654879273,24
Centrality Values,0.0059396891287081255,25
CLC Values,0.0063085032200145275,26
PE Values,0.00723790921594647,27
Constraint Coefficients,0.007554571581694702,28
Global Relative Change in Avg Degree,0.007597713513548432,29
DNC Scores,0.0077527755788278085,30
DIL Centrality,0.008842258625213484,31
K-Shell Value,0.008994464935923818,32
Node H-Index,0.009394035090019237,33
HCC Value,0.009582968439609818,34
I-GSM Values,0.010874823589568927,35
Clustering Coefficient,0.01167612159078335,36
Eigenvector Centrality,0.013866203168765634,37
P Value,0.0146633272597122,38
PageRank Centrality,0.01710486895315866,39
H-GSM_1,0.017668765829937372,40
GIN Values,0.018388896172164215,41
GSM,0.018800960765362973,42
Volume Centrality,0.026731654336534016,43
Leverage Centrality,0.028856202870815695,44
Isolating Centrality,0.03301173919300493,45
Closeness Centrality,0.03364793781008768,46
Second order centrality,0.03732352298342778,47
Betweenness Centrality,0.04941464833686038,48
Eccentricity Centrality,0.07913275162332367,49
Global Relative Change in Avg Clustering,0.08004534407288044,50
