Node,Degree Centrality,Betweenness Centrality,Leverage Centrality,Isolating Centrality,GSM,H-GSM_1,Local-Global Centrality,PageRank Centrality,Coreness Centrality,Extended Coreness,Global Relative Change in Avg Degree,Global Relative Change in Avg Clustering,Clustering Coefficient,DIL Centrality,I-GSM Values,Clustered Local Degree,Gravity Index Centrality,Gravity Model Centrality,Local Gravity Model Centrality,Laplacian Centrality,Closeness Centrality,Semi local centrality,Eccentricity Centrality,Density Centrality,MDD Value,EHCC Value,HCC Value,P Value,Extended Degree,Eigenvector Centrality,CLC Values,Centrality Values,Constraint Coefficients,HVGc Index,PE Values,H Values,Volume Centrality,GIN Values,LGC Scores,DNC Scores,EIGSM Values,Societal Capital Scores,Improved Gravity Index Values,Extended Improved Gravity Index Values,Node H-Index,MCGM Values,GGC Values,Subgraph centrality,Second order centrality,K-Shell Value
1,0.201646091,0.000133356,-0.35497787,0,35899.44104,1.36E+59,765.5013824,0.001309471,10603,2697554,0.000298133,0.000639743,0.760782664,2749.294525,31472.33352,44917.56575,1820025,3915198,2499980,60722,0.001144165,12397804,0.5,6080.454545,95.9,133.4614261,0.502040013,76,10262.8,0.02421181,5793500.563,43669.9296,-0.019067189,96804167780,1.32945593,256.7178216,83274,66516.4388,1.78767E+12,156.542752,10492169.69,25608,3595590,661064422,93,207.6792244,291914.9522,1.99E+93,-1454.196736,90
2,0.236625514,0.000170264,-0.298633459,0,37411.17607,1.03E+61,931.4405041,0.00147809,12486,3229847,0.000706783,0.000388828,0.777574371,2666.714886,38830.44095,54139.58261,2055182.5,5020555,3502555,74254,0.001166861,14802039,0.5,7601.761364,109,159.4364442,0.684660166,124,12251.8,0.028954641,6801822.363,51245.5111,-0.01780314,1.34046E+11,1.563866213,361.5276528,83257,72000.92557,2.39461E+12,183.0796378,12548107.03,30572,4147415,786704269,102,254.9531886,365485.1794,2.84E+93,-1329.232361,95
3,0.255144033,0.000240985,-0.265478591,0,38327.78656,1.28E+62,1020.28691,0.001566696,13610,3420814,0.000923127,0.000642208,0.730133753,4111.418821,41703.08039,55587.46735,2202623.5,5568685,3983996,79758,0.001179245,15614630,0.5,8463,115.9,174.2663117,0.748413522,141,12926,0.030914107,7523824.173,55255.97661,-0.016339986,1.52165E+11,1.682839905,420.7409968,83248,74416.52074,2.63833E+12,197.5834417,13139965.55,32253,4401057.5,849846693.5,108,278.371085,441518.1009,3.24E+93,-1273.025398,98
4,0.197530864,0.000152682,-0.312555737,0,35259.77512,4.28E+58,740.6309061,0.00130894,10019,2471645,0.000250057,0.000618162,0.7625,2134.89786,28784.84772,41244.2625,1701553,3683496,2246496,56114,0.001141553,11372838,0.5,5910.545455,92.4,120.1904824,0.425436495,56,9418,0.022269631,5305414.383,42778.08289,-0.020652446,81471033599,1.288699826,223.1194285,83276,64960.77678,1.58629E+12,155.4268603,9641277.657,23497,3299798.5,608069980.5,88,190.7061391,271719.2979,1.68E+93,-1471.852309,86
5,0.191358025,0.000113495,-0.392178287,0,35309.88715,2.52E+58,722.3491696,0.00125503,10103,2682873,0.000177942,0.000500194,0.788920056,2013.545804,31001.38023,45413.52454,1706971,3706910.25,2360898,59514,0.001137656,12337542,0.5,5659.261364,90.9,130.8266794,0.495364451,74,10210.2,0.023863478,5605379.451,41442.42712,-0.019467131,92068835517,1.274427727,241.0927208,83279,65764.99244,1.75505E+12,146.7053746,10553289.88,25479,3427895.5,644197786.5,87,198.4868822,264741.0032,1.93E+93,-1496.761324,86
6,0.574074074,0.002348082,0.180878849,0,50617.72155,2.40E+80,2881.685528,0.003167188,30561,6590026,0.004649053,0.000181054,0.547123591,12713.10271,107657.0611,93785.08499,4116557.25,18480262.5,16912701,199358,0.001443001,29460708,0.5,29361.57955,216.9,371.0538298,1.712523406,383,24415,0.062024752,17046311.6,124320.4132,-0.011483403,5.1028E+11,3.676025149,1895.538432,83093,127429.006,9.61401E+12,459.6766863,24027665.74,60898,7749787.5,1787096700,162,744.9277739,2001960.498,1.30E+94,-766.8547878,117
7,0.549382716,0.002399277,0.180117952,0,49396.38584,1.34E+79,2693.009644,0.003074391,28640,6151098,0.004360594,7.96E-05,0.527245079,13798.36374,98213.59267,86533.70618,3947989.5,16893423.75,15128220,184876,0.00141844,27536637,0.5,27334.125,209.4,340.1298144,1.526429682,329,22824.2,0.057829475,16252915.26,118972.0643,-0.011722127,4.53516E+11,3.515125888,1656.236157,83105,120912.8309,8.5277E+12,440.5434057,22505920.94,56927,7402736.25,1659543319,155,682.1474508,1918521.157,1.13E+94,-790.8014447,117
8,0.28600823,0.000337676,-0.234845785,0,40357.26223,6.04E+64,1182.530158,0.001707856,15466,3974493,0.001283701,0.000780318,0.715670942,5216.789646,49660.93219,63737.17548,2601285,6765234.25,5163850,93760,0.00120048,18054803,0.5,9984.306818,130.3,204.8646129,1.031897315,228,14943.4,0.035847313,8826343.26,61940.48263,-0.014759187,2.01802E+11,1.893696077,554.4145421,83233,80074.07077,3.37028E+12,220.4336631,15231127.9,37289,5305111.75,982973112.3,119,339.0651223,556824.167,4.36E+93,-1191.28722,109
9,0.205761317,0.000214523,-0.358241695,0,36079.28711,1.97E+59,786.521492,0.001326218,10902,2839864,0.00034621,0.001086413,0.676969697,4842.122528,33051.26561,44766.70606,1840207.5,4083925,2669500,63490,0.001146789,12973678,0.5,6252.272727,96.7,140.4493169,0.547047321,88,10738,0.025332231,6592633.166,44561.97309,-0.01694838,1.04459E+11,1.373025711,276.1719854,83272,67516.49573,1.9114E+12,157.0027151,10984172.82,26795,3675532.5,689178984,93,215.8813041,362911.3171,2.18E+93,-1437.284953,90
10,0.946502058,0.009911486,0.479065131,0,61481.95098,1.84E+99,5652.593426,0.005173651,47649,8935727,0.008999972,0.003143306,0.376783177,3000.591431,209495.7739,112148.6273,5616029.25,37637545,37470220,374974,0.001953125,39587938,0.5,68278.63636,327.7,524.5359129,1.98259524,390,32858.8,0.087484685,27159891.26,204964.0236,-0.009975704,8.13333E+11,5.861097981,4168.557734,82912,211352.0531,2.21638E+13,789.0545249,31755113.91,81917,9573027.75,2582923971,171,1332.556031,5345902.19,2.60E+94,-512.1429352,117
