Node,Degree Centrality,Betweenness Centrality,Leverage Centrality,Isolating Centrality,GSM,H-GSM_1,Local-Global Centrality,PageRank Centrality,Coreness Centrality,Extended Coreness,Global Relative Change in Avg Degree,Global Relative Change in Avg Clustering,Clustering Coefficient,DIL Centrality,I-GSM Values,Clustered Local Degree,Gravity Index Centrality,Gravity Model Centrality,Local Gravity Model Centrality,Laplacian Centrality,Closeness Centrality,Semi local centrality,Eccentricity Centrality,Density Centrality,MDD Value,EHCC Value,HCC Value,P Value,Extended Degree,Eigenvector Centrality,CLC Values,Centrality Values,Constraint Coefficients,HVGc Index,PE Values,H Values,Volume Centrality,GIN Values,LGC Scores,DNC Scores,EIGSM Values,Societal Capital Scores,Improved Gravity Index Values,Extended Improved Gravity Index Values,Node H-Index,MCGM Values,GGC Values,Subgraph centrality,Second order centrality,K-Shell Value
1,0.009063444,0,-0.354166667,0,883.7329008,226.3329735,3.106259454,0.001825341,15,309,0.001605784,0.001471233,1,3,120.3082665,74,227.25,1744.328333,111,86,0.00094697,4395,0.2,9.068181818,3,1.308062944,0.108540841,21,16.6,0.00079649,1616.830144,306.7357869,-0.638442184,14577.01612,0.051489616,0.011947352,688,1539.380742,2168318,4.720689655,1333.401976,40,599.25,15846.75,3,0.231113827,46.5294245,5.12565E+11,-3854.640899,3
2,0.009063444,0,-0.354166667,0,883.7329008,226.3329735,3.106259454,0.001825341,15,309,0.001605784,0.001471233,1,3,120.3082665,74,227.25,1744.328333,111,86,0.00094697,4395,0.2,9.068181818,3,1.308062944,0.108540841,21,16.6,0.00079649,1616.830144,306.7357869,-0.638442184,14577.01612,0.051489616,0.011947352,688,1539.380742,2168318,4.720689655,1333.401976,40,599.25,15846.75,3,0.231113827,46.5294245,5.12565E+11,-3854.640899,3
3,0.01510574,0.000759644,-0.255072252,0,1042.830723,369.5455321,6.059295984,0.002578874,42,1262,0.000662208,0.000106377,0.6,10.41818182,263.50758,160,843.75,4301.936111,500,230,0.001083424,16689,0.2,36.98863636,4.4,3.076219896,0.210266931,39,43,0.003545919,9159.117395,608.0075415,-0.378649789,177222.4589,0.097646436,0.148928599,2264,1869.307966,19980560,7.690865094,4164.751679,105,1923,80086.5,3,1.22463451,469.2768669,1.01593E+13,-2973.925978,3
4,0.087613293,0.170069739,0.450635604,29,1387.01131,119875.0519,45.95507447,0.014211628,252,10072,0.010660702,0.046953245,0.120689655,837.0382501,949.5861296,741.8965517,6813,43857.86806,19198,2194,0.001373626,135793,0.25,747.4090909,22.7,17.4433283,0.880714331,148,282.2,0.028498353,120354.5551,3000.110571,-0.067834187,9741151.583,0.455616452,7.181584889,3936,2613.155879,444155554,46.84987413,29709.45155,691,13324.5,595164.5,10,15.53676339,14671.2772,6.56241E+14,-1544.505173,9
5,0.024169184,0.015600271,0.176043176,8,1045.689774,382.9415414,9.749864006,0.00448227,47,1307,0.000753155,0.001830204,0.25,40.94570707,270.6119688,131.25,856.5,6909.32,840,282,0.001088139,17155,0.2,65.54545455,6.2,3.287618688,0.212530655,39,46.8,0.003653413,13360.32743,680.6934321,-0.208274667,216078.681,0.112096218,0.171710408,2263,1887.641701,24534987,10.54086509,4537.729698,113,1933.5,82701.25,4,1.544014854,1520.961265,1.07846E+13,-2748.806398,3
6,0.172205438,0.092818381,0.332717862,57,1849.031329,4511351.307,111.8128612,0.013272701,933,38415,0.023870764,0.006760113,0.320175439,1557.33153,2703.937048,2841.017544,31674,151409.8125,122664,7610,0.001589825,485287,0.25,2171.829545,44.7,66.29270421,1.555626297,201,895,0.112461943,352328.8702,10549.71209,-0.045406499,118243500.3,1.477801038,104.9269929,4149,3758.713488,2824074805,87.36557503,107393.1796,2209,63630,2348883.5,28,76.48156936,34610.68959,1.02E+16,-752.8032835,24
7,0.006042296,0,-0.435483871,0,879.5659961,221.8796987,2.063775757,0.001511847,11,263,0.002077572,0.00661275,1,2,114.3503273,62,146,1154.385556,62,68,0.000946074,3635,0.2,5.568181818,2,1.0475382,0.083411935,16,13.6,0.000708351,1337.241769,238.7737981,-0.830038644,8650.883525,0.040514843,0.007791857,689,1532.235924,1702142,3.120689655,1063.936457,33,391,13715.5,2,0.154241375,30.69558416,4.05405E+11,-4757.003843,2
8,0.006042296,0,-0.435483871,0,879.5659961,221.8796987,2.063775757,0.001511847,11,263,0.002077572,0.00661275,1,2,114.3503273,62,146,1154.385556,62,68,0.000946074,3635,0.2,5.568181818,2,1.0475382,0.083411935,16,13.6,0.000708351,1337.241769,238.7737981,-0.830038644,8650.883525,0.040514843,0.007791857,689,1532.235924,1702142,3.120689655,1063.936457,33,391,13715.5,2,0.154241375,30.69558416,4.05405E+11,-4757.003843,2
9,0.009063444,0,-0.486519608,0,887.9373887,226.4669801,3.140723008,0.002124965,15,307,0.001605784,0.001819927,1,3,130.1888131,92,246,1775.828333,138,104,0.000956938,4157,0.2,11.69318182,3,1.207728102,0.106457901,20,20.2,0.000726529,1529.274837,283.8287035,-0.563035193,18677.73821,0.050189117,0.010897941,715,1548.462436,2644824,4.241568776,1229.27844,49,639.75,14631.75,3,0.23934852,50.18382759,4.26478E+11,-4124.852995,3
10,0.009063444,0,-0.486519608,0,887.9373887,226.4669801,3.140723008,0.002124965,15,307,0.001605784,0.001819927,1,3,130.1888131,92,246,1775.828333,138,104,0.000956938,4157,0.2,11.69318182,3,1.207728102,0.106457901,20,20.2,0.000726529,1529.274837,283.8287035,-0.563035193,18677.73821,0.050189117,0.010897941,715,1548.462436,2644824,4.241568776,1229.27844,49,639.75,14631.75,3,0.23934852,50.18382759,4.26478E+11,-4124.852995,3
