GSM,Closeness Centrality,MDD Value,LGC Scores,Improved Gravity Index Values,HCC Value,P Value,Gravity Model Centrality,Extended Improved Gravity Index Values,H Values,Isolating Centrality,PageRank Centrality,Betweenness Centrality,Eigenvector Centrality,Degree Centrality,Semi local centrality,Global Relative Change in Avg Degree,GGC Values,Coreness Centrality,DNC Scores,Clustered Local Degree,Extended Coreness,Constraint Coefficients,I-GSM Values,Node H-Index,Average Spreading Ability
0.4668831800174325,0.5159525463662175,0.3092369477911646,0.012199707924885193,0.06026962727993655,0.22749364038166262,0.32653061224489793,0.10800235537881865,0.04299639304569225,0.006389885447856262,0.12162162162162163,0.34411215858700145,0.1090669581258309,0.03270058103544051,0.3055555661111109,0.05126337354882768,0.29169771097537506,0.047194370268684394,0.18604651162790697,0.3199636706089296,0.09457132676727562,0.07528230865746548,0.9345579390910614,0.27076073702552206,0.09090909090909091,0.11727493917274939
0.4524398930427503,0.5253277351537485,0.040160642570281124,0.00339883175733038,0.06291303198519693,0.23877525700424843,0.3877551020408163,0.01678484637340225,0.037018084694781773,0.0011409314740071545,0.0,0.03143259606528748,0.02169252597319485,0.019851693623028962,0.02777778833333313,0.04479854313680856,0.008376795365525078,0.008677842869493378,0.046511627906976744,0.02765824055688775,0.08343670783083611,0.0589711417816813,0.5184017594819107,0.2685112952690522,0.09090909090909091,0.05936739659367395
0.28165662008746556,0.3338820757566603,0.0,0.00033967449102683057,0.008987575997885276,0.15733253355381716,0.2789115646258503,0.003838529369804689,0.005641326460566878,8.27062291944646e-05,0.0,0.007927874403837513,0.0,0.0035973939760772975,0.0,0.011290689733667198,0.0,0.0013151084843355788,0.011627906976744186,0.00040288769532897256,0.03209104147339851,0.018820577164366373,0.007101393517242149,0.13549960824979837,0.0,0.019951338199513384
0.2836788898332126,0.3342785295716787,0.02811244979919679,0.0004233731108857103,0.009384086703674332,0.16039335695161921,0.2789115646258503,0.009337924198881735,0.00589094267563621,0.0001255835282434343,0.0033783783783783786,0.04700969996108724,0.011286594214153822,0.0036414855761786476,0.02777778833333313,0.011882540405190075,0.008376795365525078,0.0028513653570668334,0.023255813953488372,0.02699347585294729,0.035300145620738355,0.020075282308657464,0.5184017594819107,0.13690075232322108,0.0,0.032116788321167884
0.6433581377827735,0.675957530357035,0.3775100401606426,0.07549689353551607,0.17499339148823684,0.5903253160585934,0.8707482993197279,0.20452628242900858,0.18802341400097353,0.06181784902411969,0.0945945945945946,0.35614342096778906,0.2169657384240923,0.19919034326060467,0.3611111216666664,0.22071477350330068,0.348361894097345,0.14319124400392297,0.3023255813953488,0.4144284006733109,0.2753481888108542,0.23337515683814303,0.939439472984633,0.4723413911068492,0.2727272727272727,0.3133819951338199
0.28165662008746556,0.3338820757566603,0.0,0.00033967449102683057,0.008987575997885276,0.15733253355381716,0.2789115646258503,0.003838529369804689,0.005641326460566878,8.27062291944646e-05,0.0,0.007927874403837513,0.0,0.0035973939760772975,0.0,0.011290689733667198,0.0,0.0013151084843355788,0.011627906976744186,0.00040288769532897256,0.03209104147339851,0.018820577164366373,0.007101393517242149,0.13549960824979837,0.0,0.011192214111922144
0.28165662008746556,0.3338820757566603,0.0,0.00033967449102683057,0.008987575997885276,0.15733253355381716,0.2789115646258503,0.003838529369804689,0.005641326460566878,8.27062291944646e-05,0.0,0.007927874403837513,0.0,0.0035973939760772975,0.0,0.011290689733667198,0.0,0.0013151084843355788,0.011627906976744186,0.00040288769532897256,0.03209104147339851,0.018820577164366373,0.007101393517242149,0.13549960824979837,0.0,0.012652068126520678
0.28165662008746556,0.3338820757566603,0.0,0.00033967449102683057,0.008987575997885276,0.15733253355381716,0.2789115646258503,0.003838529369804689,0.005641326460566878,8.27062291944646e-05,0.0,0.007927874403837513,0.0,0.0035973939760772975,0.0,0.011290689733667198,0.0,0.0013151084843355788,0.011627906976744186,0.00040288769532897256,0.03209104147339851,0.018820577164366373,0.007101393517242149,0.13549960824979837,0.0,0.04233576642335766
0.34656022180926754,0.40485863589681625,0.040160642570281124,0.001219842371130853,0.03832936822627544,0.17610075888914947,0.2857142857142857,0.012223223208604373,0.012430887510452678,0.00023298433151786754,0.0,0.035986897337346724,0.016036939006789885,0.005066917854797655,0.02777778833333313,0.02003186888231277,0.008376795365525078,0.005495194869783861,0.03488372093023256,0.02699347585294729,0.06097297879945716,0.03638644918444165,0.5184017594819107,0.1878930631849902,0.09090909090909091,0.03649635036496351
0.4040537365715435,0.4617101129704585,0.040160642570281124,0.0026086230382714594,0.04890298704731694,0.20107335629548118,0.31972789115646255,0.014690851653453428,0.02229072800569125,0.0011730683067038956,0.0,0.03144940586655649,0.0,0.025513756959331623,0.02777778833333313,0.03546551331664011,0.008376795365525078,0.000805331832794771,0.03488372093023256,0.02787008865022891,0.1604552073669925,0.05269761606022584,0.4361922544678273,0.23150382079729726,0.09090909090909091,0.06277372262773723
