Lambda,Kendall_Tau,P_Value
0.0292,0.6993332882981792,1.8559181397584437e-210
0.0357,0.6891511162271323,2.0628909042305496e-205
0.0422,0.6721898858255138,3.6875715203973317e-196
0.0486,0.6536639715136804,4.411360872839132e-186
0.0551,0.6407730105752223,3.682632048104642e-179
0.0616,0.6301361261105461,1.3645182324296311e-173
0.0681,0.6214861477808398,4.766724374244753e-169
0.0746,0.6290980758437998,2.810240043246301e-173
0.0811,0.623314870286442,3.478363956275308e-170
0.0876,0.6233219942503644,2.947657926701635e-170
