Starting Node,Average Spreading Ability,Node,Rank
1,1.33,1,287.0
2,1.04,2,316.0
3,4.61,3,184.0
4,5.59,4,159.0
5,1.09,5,311.0
6,1.18,6,302.0
7,1.01,7,319.0
8,1.04,8,316.0
9,1.03,9,317.0
10,1.18,10,302.0
11,1.03,11,317.0
12,1.06,12,314.0
13,1.08,13,312.0
14,1.17,14,303.0
15,1.34,15,286.0
16,1.06,16,314.0
17,1.05,17,315.0
18,1.39,18,281.0
19,1.06,19,314.0
20,1.03,20,317.0
21,5.8,21,151.0
22,4.34,22,192.0
23,5.9,23,147.0
24,5.23,24,171.0
25,5.51,25,162.0
26,5.66,26,155.0
27,5.06,27,177.0
28,6.3,28,137.0
29,5.0,29,178.0
30,5.96,30,146.0
31,5.35,31,166.0
32,5.54,32,161.0
33,4.84,33,182.0
34,6.24,34,139.0
35,5.24,35,170.0
36,6.21,36,140.0
37,5.61,37,158.0
38,6.39,38,136.0
39,5.85,39,150.0
40,5.88,40,149.0
41,5.29,41,168.0
42,4.6,42,185.0
43,6.11,43,141.0
44,5.47,44,164.0
45,5.46,45,165.0
46,5.17,46,173.0
47,5.73,47,153.0
48,5.7,48,154.0
49,4.94,49,180.0
50,5.62,50,157.0
51,5.49,51,163.0
52,6.03,52,144.0
53,6.06,53,143.0
54,5.98,54,145.0
55,4.59,55,186.0
56,6.88,56,129.0
57,5.27,57,169.0
58,6.75,58,130.0
59,5.63,59,156.0
60,5.58,60,160.0
61,6.72,61,131.0
62,5.89,62,148.0
63,5.78,63,152.0
64,4.24,64,195.0
65,6.4,65,135.0
66,6.43,66,134.0
67,4.99,67,179.0
68,6.1,68,142.0
69,5.2,69,172.0
70,1.01,70,319.0
71,1.03,71,317.0
72,1.35,72,285.0
73,1.03,73,317.0
74,1.1,74,310.0
75,1.05,75,315.0
76,1.07,76,313.0
77,1.04,77,316.0
78,1.02,78,318.0
79,1.06,79,314.0
80,1.04,80,316.0
81,1.04,81,316.0
82,1.04,82,316.0
83,1.37,83,283.0
84,1.03,84,317.0
85,1.22,85,298.0
86,1.02,86,318.0
87,1.01,87,319.0
88,1.03,88,317.0
89,1.09,89,311.0
90,1.04,90,316.0
