feature,score,rank
Global Relative Change in Avg Clustering,0.25327081919050237,1
Clustering Coefficient,0.14748865166296019,2
Betweenness Centrality,0.08923300722682571,3
Leverage Centrality,0.07940477001389853,4
P Value,0.05384749099533668,5
DIL Centrality,0.050266048427698946,6
Closeness Centrality,0.049762482348110815,7
HCC Value,0.03397399956829276,8
Volume Centrality,0.030912225504644234,9
Global Relative Change in Avg Degree,0.030743460225456327,10
PageRank Centrality,0.03050290041416384,11
GGC Values,0.027417719696652534,12
Clustered Local Degree,0.026952105991351772,13
K-Shell Value,0.02524458378231215,14
DNC Scores,0.02425339959558343,15
Node H-Index,0.022799504127177187,16
CLC Values,0.020356210269630647,17
Degree Centrality,0.02009111729435113,18
Improved Gravity Index Values,0.019511501479054845,19
Eigenvector Centrality,0.01945140553662897,20
Gravity Index Centrality,0.019280036464383594,21
HVGc Index,0.01855617811919745,22
Subgraph centrality,0.018484812426461557,23
EHCC Value,0.01833714923347174,24
GSM,0.018074252720831973,25
Coreness Centrality,0.017531898629936295,26
Local-Global Centrality,0.017421148043745553,27
MDD Value,0.01741884993264629,28
Semi local centrality,0.01730871983641913,29
Societal Capital Scores,0.017025837701251482,30
EIGSM Values,0.01692749966598092,31
Extended Coreness,0.016926794854947722,32
Extended Degree,0.016922428077231585,33
Density Centrality,0.016734735759310664,34
Centrality Values,0.0166698058326633,35
PE Values,0.01645850628770282,36
Isolating Centrality,0.01641426419523767,37
GIN Values,0.015913075746140246,38
I-GSM Values,0.015701075303458576,39
Extended Improved Gravity Index Values,0.014549572155136156,40
Gravity Model Centrality,0.01449647144396381,41
MCGM Values,0.013320026163476639,42
H Values,0.012875234228360996,43
Laplacian Centrality,0.012541282379240633,44
LGC Scores,0.012120297942682287,45
Local Gravity Model Centrality,0.011403090282699152,46
Second order centrality,0.00629582796322436,47
Constraint Coefficients,0.0030729311915110025,48
Eccentricity Centrality,0.002087801876479404,49
H-GSM_1,0.0012226300765944098,50
