feature,score,rank
Eccentricity Centrality,0.11695763142226823,1
Global Relative Change in Avg Clustering,0.10323070215345923,2
Second order centrality,0.0831447553974215,3
Volume Centrality,0.07829330878879262,4
Leverage Centrality,0.07685964880877186,5
Closeness Centrality,0.06649171674720988,6
GIN Values,0.05575698275424709,7
H-GSM_1,0.05537754986815595,8
GSM,0.054840203030029906,9
I-GSM Values,0.051005030767752854,10
EHCC Value,0.049035346397179005,11
P Value,0.04902937388478525,12
Betweenness Centrality,0.04842409542583587,13
PE Values,0.04296919356658832,14
HCC Value,0.041704625701317555,15
Extended Improved Gravity Index Values,0.04053157841104406,16
Centrality Values,0.04031993086511588,17
Extended Coreness,0.035758777310009315,18
CLC Values,0.035757427628008195,19
Coreness Centrality,0.03419402340296892,20
Societal Capital Scores,0.03213017055412468,21
Clustered Local Degree,0.0307272343814328,22
Eigenvector Centrality,0.02988705919926288,23
Semi local centrality,0.029306143091502528,24
Extended Degree,0.027463636574223058,25
Isolating Centrality,0.02125655265882902,26
Improved Gravity Index Values,0.01909092470006775,27
EIGSM Values,0.014582798781041758,28
PageRank Centrality,0.01412566292443185,29
Laplacian Centrality,0.013964413220253387,30
Gravity Index Centrality,0.01183112200299589,31
Node H-Index,0.007785536673052585,32
GGC Values,0.006115744430564716,33
DNC Scores,0.004451517552751155,34
Gravity Model Centrality,0.004157742394159335,35
Local-Global Centrality,0.0035491325777941966,36
Local Gravity Model Centrality,0.003015153845375416,37
Global Relative Change in Avg Degree,0.00286529970968823,38
Subgraph centrality,0.0025750503745474405,39
MDD Value,0.00255062099374496,40
MCGM Values,0.002428075911801798,41
Degree Centrality,0.0019052595622318994,42
K-Shell Value,0.0018865741557213764,43
LGC Scores,0.0017940906930957537,44
Density Centrality,0.0017834787007500893,45
HVGc Index,0.001707344681613095,46
Clustering Coefficient,0.0011738050255341278,47
DIL Centrality,0.001155545642653517,48
Constraint Coefficients,0.0009070010230348713,49
H Values,0.0008568955140077104,50
