feature,PC1,PC2,PC3,PC4,PC5
Degree Centrality,0.15715836903141822,0.030453805666040123,-0.014842539141653574,-0.01921497341701228,-0.009482643746963733
Betweenness Centrality,0.11401626053242203,0.22881829428315215,0.35645007600853484,-0.1187710336462538,-0.0011312493950204052
Leverage Centrality,0.14153635747694526,-0.0823981221862009,0.0295444209680632,-0.14585312843100684,0.07085142699516357
Isolating Centrality,0.04534734471458381,0.12868853333364447,0.46373265868826163,-0.4576365261094321,-0.6020708267378156
GSM,0.14362300625439808,-0.17948166659193365,0.06857490895744615,-0.023860465620239607,0.04548872518765679
H-GSM_1,0.05323702361401164,0.20306128703862125,0.3786848276326249,0.3533359605544985,0.4241411432696508
Local-Global Centrality,0.15624285799267185,0.06389327897159386,-0.0014252774731591097,0.003761214901362035,-0.004728030468761024
PageRank Centrality,0.1550137441632796,0.05294358188501645,0.047303632428438526,-0.07789039888531409,0.0013801015540116403
Coreness Centrality,0.1574026544963325,0.0166616816175885,-0.051728084360474554,0.0032063308235788846,-0.02557968940575038
Extended Coreness,0.15693313301329911,-0.007864827583376784,-0.08516068607702164,0.02346196707793342,-0.03575864799542739
Global Relative Change in Avg Degree,0.1425281199438527,0.17675444782895966,-0.0880053885677893,0.006962540589467383,-0.06097380932475385
Global Relative Change in Avg Clustering,0.021364614127977417,0.26461281093322436,0.1770246294727541,-0.19140123815801685,0.37410199742158445
Clustering Coefficient,-0.0578512454736432,-0.08434454578931373,0.20124361677308603,0.672834280489244,-0.4669364201446486
Clustered Local Degree,0.15504440012268092,-0.046409894459543244,-0.09836562757810892,0.049311693292291806,-0.052298824183935146
DIL Centrality,0.14002234948145525,0.1737251473552379,0.1216898095907886,-0.04672598114009818,-0.04250148188157176
I-GSM Values,0.1575214223704163,0.011892154975350096,-0.04805236906094433,0.03303144336783603,-0.01835135425124111
Gravity Index Centrality,0.1478216129352981,-0.1332597464124207,-0.06596518663588773,-0.07685105989570361,0.011577905932927625
Gravity Model Centrality,0.15411581507187894,0.098183156475466,0.006706282297588224,0.03807621710354387,-0.0018372451846310279
Local Gravity Model Centrality,0.14548236740405326,0.16667072903116617,0.03655551715313964,0.10279892485365515,0.0061049402298690705
Laplacian Centrality,0.15438041403909036,0.09360589324807703,0.011531693459980149,0.0552335034051192,-0.0036600616068721854
Closeness Centrality,0.13922752048232181,-0.1892499975321463,0.10415050091716742,-0.044070085780376925,0.06991478856005226
Semi local centrality,0.15705692016345035,-0.007438719001197795,-0.07938409795099924,0.01957360888184274,-0.030911412261804425
Eccentricity Centrality,0.08305113077814624,-0.267303213319423,0.23202662669685936,-0.06354860552273027,0.21287905167310275
Density Centrality,0.15324666530487416,0.10737714873880468,0.02759024096071285,0.021494522527924602,0.004254989565415503
MDD Value,0.15731712977556478,-0.020309815292837444,-0.02085739926896594,-0.02912322057263325,-0.0026115919384273154
EHCC Value,0.15694803784981787,0.006901013382004638,-0.07927169825402772,0.024882956501214137,-0.03957241452273876
HCC Value,0.15010453303341326,-0.10768060090115004,-0.10122583646356122,-0.0032075565664346425,-0.04716642282201147
P Value,0.14071848286648395,-0.16245671319879884,-0.11175519800671485,-0.015680513015070903,-0.05538198814106858
Extended Degree,0.15713916002896056,-0.00760041323815193,-0.07680261710360287,0.017993937631046366,-0.030200145072384183
Eigenvector Centrality,0.15658437483735585,-0.0023788585632286054,-0.09131206107959393,0.03220306179303175,-0.040530040540852054
CLC Values,0.1568471209269796,0.03670334888259666,-0.05045279829407885,-0.011278161423714793,-0.00819491949895962
Centrality Values,0.15748002830564947,0.024918594825928467,-0.0287609487859408,-0.007334143530954047,-0.011746866760640436
Constraint Coefficients,0.08341827942354116,-0.3048388179534099,0.34144108390964134,0.13386465305450912,0.02327392416818657
HVGc Index,0.15071209945898115,0.10737933020387978,-0.08322451562055838,0.09723731366229278,-0.033263923270566764
PE Values,0.15753022504915645,0.02252784141723429,-0.027091631150078274,-0.012847343292292963,-0.010153060472413931
