feature,score,rank
Constraint Coefficients,0.0007201093228270672,1
H Values,0.000798355713090837,2
K-Shell Value,0.0011554046104149673,3
Degree Centrality,0.001459009446750037,4
LGC Scores,0.0015535597003948354,5
Density Centrality,0.00163166717087726,6
MCGM Values,0.0016851614758800482,7
Subgraph centrality,0.0018105020130730898,8
HVGc Index,0.00183196510411765,9
Local-Global Centrality,0.0019148720729124102,10
Global Relative Change in Avg Degree,0.0019921797956130582,11
Gravity Model Centrality,0.002117771561927828,12
Local Gravity Model Centrality,0.0022171727266554475,13
DIL Centrality,0.0023867424191208464,14
DNC Scores,0.0029441366979109374,15
Clustering Coefficient,0.0029793922917517035,16
MDD Value,0.0035673031946987788,17
Laplacian Centrality,0.004431516054426821,18
GGC Values,0.004771131023400654,19
Gravity Index Centrality,0.0054351598959044845,20
EIGSM Values,0.0055772745344114805,21
PageRank Centrality,0.006358693256497405,22
Node H-Index,0.007018370202294788,23
Improved Gravity Index Values,0.00785688088306391,24
Coreness Centrality,0.00864612470039472,25
Extended Degree,0.008749178521962664,26
Societal Capital Scores,0.010169141669231663,27
Semi local centrality,0.010444810901867552,28
Extended Coreness,0.010766341793264744,29
Clustered Local Degree,0.011226756757221623,30
CLC Values,0.011542555299653978,31
I-GSM Values,0.01258181072819431,32
Centrality Values,0.012672598250731415,33
Extended Improved Gravity Index Values,0.012690246469914235,34
GSM,0.012921462230685798,35
H-GSM_1,0.012998037045378719,36
GIN Values,0.013201837638187164,37
PE Values,0.013944323609623166,38
Eigenvector Centrality,0.015085213377592832,39
EHCC Value,0.01639100673652083,40
Leverage Centrality,0.017705240229177854,41
HCC Value,0.017768518955021073,42
Closeness Centrality,0.018333869241969114,43
Volume Centrality,0.022997200641099003,44
Second order centrality,0.023213270561578625,45
P Value,0.024866510834201327,46
Isolating Centrality,0.02918816785488132,47
Global Relative Change in Avg Clustering,0.02990274207439869,48
Betweenness Centrality,0.03781771303437553,49
Eccentricity Centrality,0.03859270061993092,50
