Starting Node,Average Spreading Ability,Rank
79,28.89,1.0
75,24.78,2.0
28,24.74,3.0
417,23.09,4.0
317,20.87,5.0
103,20.68,6.0
167,20.68,6.0
365,20.42,7.0
323,20.2,8.0
145,19.91,9.0
58,19.78,10.0
161,19.61,11.0
193,19.57,12.0
9,19.55,13.0
154,19.09,14.0
90,18.98,15.0
131,18.93,16.0
144,18.92,17.0
451,18.62,18.0
138,18.3,19.0
53,18.24,20.0
179,18.19,21.0
15,18.18,22.0
82,18.12,23.0
78,17.92,24.0
41,17.83,25.0
69,17.37,26.0
67,17.23,27.0
64,17.03,28.0
150,16.81,29.0
128,16.73,30.0
94,16.68,31.0
381,16.63,32.0
63,16.45,33.0
48,16.26,34.0
259,16.18,35.0
168,16.1,36.0
51,16.06,37.0
36,15.96,38.0
13,15.93,39.0
62,15.88,40.0
407,15.78,41.0
56,15.74,42.0
73,15.71,43.0
93,15.41,44.0
429,15.41,44.0
238,15.36,45.0
95,15.32,46.0
61,15.28,47.0
113,15.15,48.0
92,14.8,49.0
45,14.63,50.0
125,14.6,51.0
108,14.53,52.0
40,14.52,53.0
11,14.48,54.0
19,14.47,55.0
6,14.26,56.0
7,14.24,57.0
100,14.23,58.0
257,14.22,59.0
20,13.98,60.0
424,13.83,61.0
27,13.78,62.0
18,13.74,63.0
206,13.67,64.0
139,13.63,65.0
198,13.59,66.0
52,13.56,67.0
47,13.51,68.0
2,13.48,69.0
199,13.38,70.0
266,13.32,71.0
236,13.3,72.0
142,13.29,73.0
183,13.21,74.0
25,13.12,75.0
361,13.07,76.0
158,13.05,77.0
370,13.01,78.0
264,12.89,79.0
539,12.8,80.0
322,12.78,81.0
30,12.76,82.0
44,12.74,83.0
68,12.69,84.0
146,12.66,85.0
306,12.62,86.0
98,12.61,87.0
38,12.61,87.0
163,12.61,87.0
109,12.45,88.0
400,12.44,89.0
333,12.43,90.0
374,12.38,91.0
242,12.35,92.0
311,12.33,93.0
397,12.31,94.0
83,12.27,95.0
222,12.25,96.0
309,12.22,97.0
209,12.21,98.0
4,12.11,99.0
258,12.11,99.0
195,12.07,100.0
84,12.01,101.0
43,11.98,102.0
300,11.91,103.0
107,11.9,104.0
303,11.85,105.0
46,11.8,106.0
315,11.79,107.0
170,11.77,108.0
330,11.74,109.0
252,11.72,110.0
127,11.71,111.0
132,11.7,112.0
1,11.66,113.0
212,11.65,114.0
37,11.63,115.0
263,11.62,116.0
414,11.57,117.0
5,11.55,118.0
121,11.49,119.0
71,11.46,120.0
201,11.46,120.0
49,11.45,121.0
241,11.44,122.0
60,11.43,123.0
81,11.41,124.0
249,11.37,125.0
450,11.35,126.0
235,11.32,127.0
229,11.3,128.0
39,11.29,129.0
519,11.28,130.0
17,11.23,131.0
10,11.22,132.0
504,11.12,133.0
427,11.1,134.0
379,11.04,135.0
491,11.02,136.0
423,10.97,137.0
8,10.92,138.0
398,10.87,139.0
364,10.87,139.0
210,10.85,140.0
313,10.82,141.0
549,10.81,142.0
245,10.81,142.0
389,10.79,143.0
70,10.64,144.0
55,10.6,145.0
298,10.59,146.0
452,10.5,147.0
338,10.48,148.0
180,10.45,149.0
224,10.44,150.0
153,10.42,151.0
155,10.41,152.0
101,10.39,153.0
433,10.35,154.0
460,10.35,154.0
340,10.31,155.0
320,10.29,156.0
164,10.27,157.0
97,10.23,158.0
119,10.21,159.0
314,10.18,160.0
42,10.17,161.0
114,10.15,162.0
211,10.08,163.0
268,10.05,164.0
255,10.04,165.0
174,10.0,166.0
130,9.93,167.0
137,9.93,167.0
483,9.93,167.0
21,9.86,168.0
215,9.85,169.0
185,9.82,170.0
262,9.79,171.0
126,9.75,172.0
396,9.74,173.0
508,9.74,173.0
133,9.74,173.0
194,9.67,174.0
428,9.66,175.0
66,9.65,176.0
321,9.63,177.0
173,9.63,177.0
288,9.6,178.0
470,9.58,179.0
230,9.58,179.0
572,9.58,179.0
197,9.57,180.0
386,9.55,181.0
35,9.55,181.0
312,9.51,182.0
189,9.51,182.0
122,9.48,183.0
380,9.46,184.0
80,9.45,185.0
293,9.42,186.0
88,9.41,187.0
254,9.37,188.0
160,9.35,189.0
234,9.3,190.0
162,9.28,191.0
223,9.17,192.0
205,9.17,192.0
471,9.16,193.0
604,9.15,194.0
89,9.13,195.0
99,9.12,196.0
283,9.02,197.0
74,8.99,198.0
310,8.99,198.0
77,8.98,199.0
172,8.97,200.0
360,8.96,201.0
399,8.96,201.0
382,8.93,202.0
23,8.89,203.0
141,8.88,204.0
406,8.86,205.0
331,8.85,206.0
110,8.85,206.0
272,8.85,206.0
24,8.85,206.0
111,8.83,207.0
176,8.72,208.0
191,8.72,208.0
166,8.67,209.0
305,8.65,210.0
57,8.65,210.0
221,8.62,211.0
328,8.62,211.0
196,8.6,212.0
26,8.58,213.0
96,8.57,214.0
351,8.55,215.0
171,8.55,215.0
140,8.53,216.0
325,8.49,217.0
297,8.48,218.0
186,8.45,219.0
85,8.35,220.0
302,8.35,220.0
408,8.33,221.0
34,8.31,222.0
448,8.27,223.0
514,8.27,223.0
207,8.26,224.0
296,8.25,225.0
117,8.25,225.0
3,8.18,226.0
104,8.17,227.0
253,8.17,227.0
299,8.13,228.0
182,8.08,229.0
16,8.03,230.0
214,8.02,231.0
218,8.0,232.0
614,8.0,232.0
348,7.99,233.0
461,7.96,234.0
403,7.96,234.0
449,7.93,235.0
368,7.89,236.0
251,7.88,237.0
134,7.85,238.0
295,7.83,239.0
582,7.79,240.0
422,7.75,241.0
217,7.71,242.0
511,7.7,243.0
568,7.69,244.0
159,7.68,245.0
649,7.66,246.0
462,7.65,247.0
358,7.64,248.0
307,7.64,248.0
156,7.64,248.0
607,7.63,249.0
65,7.57,250.0
240,7.54,251.0
135,7.54,251.0
273,7.53,252.0
169,7.52,253.0
401,7.45,254.0
489,7.43,255.0
291,7.39,256.0
388,7.38,257.0
14,7.35,258.0
441,7.34,259.0
277,7.32,260.0
12,7.29,261.0
354,7.28,262.0
376,7.26,263.0
435,7.25,264.0
350,7.25,264.0
233,7.23,265.0
294,7.21,266.0
106,7.21,266.0
526,7.2,267.0
419,7.18,268.0
216,7.17,269.0
532,7.16,270.0
208,7.15,271.0
584,7.15,271.0
192,7.13,272.0
285,7.13,272.0
506,7.09,273.0
372,7.09,273.0
149,7.09,273.0
410,7.08,274.0
220,7.05,275.0
267,6.99,276.0
151,6.99,276.0
585,6.96,277.0
115,6.96,277.0
493,6.95,278.0
190,6.95,278.0
327,6.94,279.0
246,6.91,280.0
533,6.84,281.0
213,6.82,282.0
498,6.79,283.0
440,6.77,284.0
177,6.77,284.0
147,6.77,284.0
278,6.77,284.0
284,6.76,285.0
225,6.74,286.0
231,6.74,286.0
415,6.72,287.0
86,6.72,287.0
337,6.66,288.0
188,6.66,288.0
610,6.65,289.0
316,6.64,290.0
123,6.63,291.0
534,6.61,292.0
87,6.6,293.0
426,6.6,293.0
239,6.59,294.0
347,6.59,294.0
510,6.58,295.0
371,6.55,296.0
477,6.54,297.0
421,6.51,298.0
342,6.51,298.0
580,6.49,299.0
615,6.49,299.0
411,6.48,300.0
102,6.48,300.0
609,6.46,301.0
184,6.43,302.0
112,6.43,302.0
542,6.42,303.0
495,6.4,304.0
512,6.36,305.0
200,6.36,305.0
387,6.33,306.0
301,6.32,307.0
551,6.32,307.0
22,6.29,308.0
594,6.27,309.0
203,6.26,310.0
416,6.25,311.0
529,6.24,312.0
367,6.2,313.0
228,6.17,314.0
480,6.17,314.0
447,6.08,315.0
72,6.02,316.0
181,5.98,317.0
530,5.94,318.0
507,5.93,319.0
332,5.92,320.0
339,5.9,321.0
363,5.89,322.0
344,5.82,323.0
402,5.81,324.0
148,5.78,325.0
256,5.78,325.0
575,5.77,326.0
645,5.73,327.0
608,5.73,327.0
600,5.73,327.0
425,5.72,328.0
527,5.68,329.0
445,5.64,330.0
76,5.64,330.0
