Eigenvector Centrality,EHCC Value,Coreness Centrality,Closeness Centrality,DNC Scores,PE Values,Extended Coreness,MDD Value,Gravity Model Centrality,I-GSM Values,H-GSM_1,Isolating Centrality,Eccentricity Centrality,Node H-Index,H Values,K-Shell Value,Subgraph centrality,Societal Capital Scores,Global Relative Change in Avg Clustering,GIN Values,Clustered Local Degree,Leverage Centrality,Extended Improved Gravity Index Values,Global Relative Change in Avg Degree,LGC Scores,Average Spreading Ability
1.0000000000000004,1.0000000000000004,1.0,1.0,1.0,1.0,1.0,0.5072886297376096,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,0.9999999999999998,1.0,0.05079302564975945,1.0,0.9999999999999996,1.0,1.0,1.0,0.9999999999999998,0.23094958968347024
0.940897146787564,0.9633787827563309,0.9381199811053378,0.9117899309423034,0.9284974680419871,0.9286310699950282,0.9410331201159625,0.9358600583090375,0.926236849128302,0.9222612941140089,0.06264150943396228,0.0,0.0,1.0,0.9311508108638022,1.0,0.9300411522633742,0.9408962334375466,0.004169033923961255,0.9214205637166581,0.9536090679275793,0.9254787282584731,0.9459483611341915,0.9285715400727494,0.9274630801103443,0.18405627198124275
0.9819762705306032,0.989974482356871,0.9809478822232718,0.9702383604366229,0.9761425952297045,0.9762291033468786,0.9820249659833045,0.7317784256559765,0.9761043126989202,0.9748708721868353,0.39811320754716994,0.0,0.0,1.0,0.9787861150977271,1.0,0.9794238683127572,0.9819860056572876,0.032953108569183126,0.9742637682753204,0.987915400086242,0.9735807081854256,0.9844169762330996,0.9761904092896834,0.9771489979282764,0.25439624853458387
1.0000000000000004,1.0000000000000004,1.0,1.0,1.0,1.0,1.0,0.5072886297376096,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,0.9999999999999998,1.0,0.05079302564975945,1.0,0.9999999999999996,1.0,1.0,1.0,0.9999999999999998,0.38100820633059784
1.0000000000000004,1.0000000000000004,1.0,1.0,1.0,1.0,1.0,0.5072886297376096,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,0.9999999999999998,1.0,0.05079302564975945,1.0,0.9999999999999996,1.0,1.0,1.0,0.9999999999999998,0.20867526377491208
1.0000000000000004,1.0000000000000004,1.0,1.0,1.0,1.0,1.0,0.5072886297376096,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,0.9999999999999998,1.0,0.05079302564975945,1.0,0.9999999999999996,1.0,1.0,1.0,0.9999999999999998,0.26494724501758504
1.0000000000000004,1.0000000000000004,1.0,1.0,1.0,1.0,1.0,0.5072886297376096,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,0.9999999999999998,1.0,0.05079302564975945,1.0,0.9999999999999996,1.0,1.0,1.0,0.9999999999999998,0.7022274325908558
1.0000000000000004,1.0000000000000004,1.0,1.0,1.0,1.0,1.0,0.5072886297376096,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,0.9999999999999998,1.0,0.05079302564975945,1.0,0.9999999999999996,1.0,1.0,1.0,0.9999999999999998,0.6787807737397423
1.0000000000000004,1.0000000000000004,1.0,1.0,1.0,1.0,1.0,0.5072886297376096,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,0.9999999999999998,1.0,0.05079302564975945,1.0,0.9999999999999996,1.0,1.0,1.0,0.9999999999999998,0.4032825322391559
0.9610024635184948,0.9764602399225124,0.9590615651078571,0.9408371256722781,0.9523417697392067,0.952412610491292,0.9610856904747327,0.8513119533527691,0.9508981363708775,0.9481821208188297,0.15786163522012583,0.0,0.0,1.0,0.9543891304436094,1.0,0.9547325102880657,0.9609944915885071,0.007140579380401726,0.9475629958741325,0.9698194517588763,0.950083105906741,0.9644919185646232,0.9523811307830659,0.9518252218516998,0.16529894490035169
1.0000000000000004,1.0000000000000004,1.0,1.0,1.0,1.0,1.0,0.5072886297376096,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,0.9999999999999998,1.0,0.05079302564975945,1.0,0.9999999999999996,1.0,1.0,1.0,0.9999999999999998,0.6822977725674092
1.0000000000000004,1.0000000000000004,1.0,1.0,1.0,1.0,1.0,0.5072886297376096,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,0.9999999999999998,1.0,0.05079302564975945,1.0,0.9999999999999996,1.0,1.0,1.0,0.9999999999999998,0.3528722157092615
0.9199233894091439,0.9498645403219719,0.9162336639899227,0.8830912070776185,0.9046955864686481,0.9048153747182925,0.9200938446073907,0.9766763848396494,0.9012736599179851,0.8960431787274721,0.024779874213836484,0.0,0.0,1.0,0.9070179060217869,1.0,0.9094650205761312,0.9199047193687662,0.028606668946329898,0.8951390258402387,0.9356137575448655,0.9016403624525969,0.926023303465715,0.904761949362433,0.9025026865936205,0.3200468933177022
0.9533611586408832,0.9565193869642674,0.952448433317588,0.9408371256722781,0.9523374892586434,0.9524159434506041,0.9533808349247286,0.8513119533527691,0.947288062986716,0.9436492025810583,0.15786163522012583,0.9877300613496933,0.0,1.0,0.9463086662014459,1.0,0.9465020576131684,0.953401816287033,0.0036811682520083424,0.9445965138632477,0.9542634682846041,0.9575138038005166,0.9532150680251079,0.9523811307830659,0.9449741311500837,0.26963657678780784
0.9778477899557894,0.9828737833591568,0.9773264052905053,0.9702383604366229,0.9762193607445266,0.9761672664450676,0.9778679184547237,0.7317784256559765,0.9741100010595878,0.9723669902223722,0.39811320754716994,0.9938650306748467,0.0,1.0,0.9743664567054064,1.0,0.9753086419753083,0.9778174780407922,0.020667763920914312,0.9726251500753933,0.9794045580757227,0.9778190628003813,0.9785228144756517,0.9761904092896834,0.9734309739317328,0.3634232121922626
1.0000000000000004,1.0000000000000004,1.0,1.0,1.0,1.0,1.0,0.5072886297376096,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,0.9999999999999998,1.0,0.05079302564975945,1.0,0.9999999999999996,1.0,1.0,1.0,0.9999999999999998,0.5345838218053928
1.0000000000000004,1.0000000000000004,1.0,1.0,1.0,1.0,1.0,0.5072886297376096,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,0.9999999999999998,1.0,0.05079302564975945,1.0,0.9999999999999996,1.0,1.0,1.0,0.9999999999999998,0.5838218053927317
0.9604087453367911,0.9751555404959182,0.9585891985514094,0.9408371256722781,0.9523451219659615,0.9524099117605465,0.9604912623008119,0.8513119533527691,0.9506149933603549,0.9478265979312273,0.15786163522012583,0.0,0.0,1.0,0.9537843805316994,1.0,0.9547325102880657,0.9603989876432935,0.005410873816205033,0.9473303305329135,0.9685982618134141,0.950659764710898,0.9636457508429506,0.9523811307830659,0.9512867952538693,0.6025791324736226
1.0000000000000004,1.0000000000000004,1.0,1.0,1.0,1.0,1.0,0.5072886297376096,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,0.9999999999999998,1.0,0.05079302564975945,1.0,0.9999999999999996,1.0,1.0,1.0,0.9999999999999998,0.46189917936694014
1.0000000000000004,1.0000000000000004,1.0,1.0,1.0,1.0,1.0,0.5072886297376096,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,0.9999999999999998,1.0,0.05079302564975945,1.0,0.9999999999999996,1.0,1.0,1.0,0.9999999999999998,0.604923798358734
0.9819762705306032,0.989974482356871,0.9809478822232718,0.9702383604366229,0.9761425952297045,0.9762291033468786,0.9820249659833045,0.7317784256559765,0.9761043126989202,0.9748708721868353,0.39811320754716994,0.0,0.0,1.0,0.9787861150977271,1.0,0.9794238683127572,0.9819860056572876,0.032953108569183126,0.9742637682753204,0.987915400086242,0.9735807081854256,0.9844169762330996,0.9761904092896834,0.9771489979282764,0.22860492379835873
1.0000000000000004,1.0000000000000004,1.0,1.0,1.0,1.0,1.0,0.5072886297376096,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,0.9999999999999998,1.0,0.05079302564975945,1.0,0.9999999999999996,1.0,1.0,1.0,0.9999999999999998,0.2778429073856977
1.0000000000000004,1.0000000000000004,1.0,1.0,1.0,1.0,1.0,0.5072886297376096,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,0.9999999999999998,1.0,0.05079302564975945,1.0,0.9999999999999996,1.0,1.0,1.0,0.9999999999999998,0.4044548651817118
0.9394349383246827,0.9616412980615587,0.9367028814359943,0.9117899309423034,0.9285438568391688,0.9285937548083605,0.9395519867922402,0.9358600583090375,0.925533388232594,0.9213778896120766,0.06264150943396228,0.0,0.0,1.0,0.9295256524792992,1.0,0.9300411522633742,0.9394074735745126,0.008825933519875425,0.9208424365322894,0.9505435687499606,0.9269997208931154,0.9437206931744746,0.9285715400727494,0.9261513576991678,0.20633059788980068
0.9770472481941535,0.9794511536903743,0.97638167217761,0.9702383604366229,0.9761612666309705,0.9762139884607568,0.9770611945044028,0.7317784256559765,0.973753873981136,0.9719198683713643,0.39811320754716994,0.9938650306748467,0.0,1.0,0.9733710688827151,1.0,0.9711934156378599,0.9770730981092752,0.01893805835671762,0.9723325398537819,0.9778857286241629,0.9784968728704778,0.9770354144230695,0.9761904092896834,0.9727285820325051,0.5486518171160609
