Starting Node,Average Spreading Ability,Rank
83,23.76,1.0
9,23.03,2.0
45,22.62,3.0
8,22.16,4.0
10,21.44,5.0
7,21.39,6.0
46,21.37,7.0
32,21.32,8.0
6,21.02,9.0
43,20.96,10.0
54,20.33,11.0
47,20.27,12.0
68,20.12,13.0
63,19.94,14.0
14,19.83,15.0
24,19.52,16.0
21,18.75,17.0
102,18.73,18.0
40,18.32,19.0
26,18.22,20.0
28,18.2,21.0
44,17.75,22.0
16,17.57,23.0
52,17.52,24.0
101,17.42,25.0
66,17.34,26.0
27,17.27,27.0
25,17.16,28.0
30,17.1,29.0
18,17.06,30.0
13,17.0,31.0
3,17.0,31.0
12,16.71,32.0
17,16.7,33.0
92,16.66,34.0
20,16.35,35.0
23,15.74,36.0
105,15.64,37.0
48,15.55,38.0
110,15.19,39.0
49,15.17,40.0
91,14.98,41.0
11,14.75,42.0
114,14.61,43.0
15,14.54,44.0
31,14.52,45.0
121,14.51,46.0
103,14.44,47.0
77,14.14,48.0
113,13.89,49.0
38,13.82,50.0
19,13.53,51.0
112,13.2,52.0
93,13.13,53.0
119,12.73,54.0
29,12.71,55.0
50,12.66,56.0
65,12.66,56.0
39,12.53,57.0
94,12.51,58.0
22,12.35,59.0
51,12.03,60.0
2,11.84,61.0
53,11.83,62.0
64,11.79,63.0
61,11.16,64.0
4,11.13,65.0
120,11.09,66.0
1,10.96,67.0
74,10.83,68.0
67,10.82,69.0
104,10.66,70.0
60,10.63,71.0
80,10.28,72.0
75,9.58,73.0
82,9.52,74.0
41,9.25,75.0
78,8.99,76.0
87,8.95,77.0
42,8.87,78.0
85,8.56,79.0
109,8.55,80.0
81,8.51,81.0
90,8.5,82.0
62,8.16,83.0
98,8.06,84.0
79,7.99,85.0
89,7.97,86.0
5,7.94,87.0
76,7.88,88.0
123,7.82,89.0
88,7.74,90.0
71,7.61,91.0
33,7.34,92.0
115,7.18,93.0
116,7.11,94.0
95,7.06,95.0
118,6.96,96.0
35,6.93,97.0
84,6.91,98.0
34,6.9,99.0
73,6.86,100.0
59,6.81,101.0
69,6.79,102.0
107,6.72,103.0
97,6.61,104.0
86,6.39,105.0
100,6.36,106.0
70,6.28,107.0
122,6.11,108.0
99,6.05,109.0
72,6.01,110.0
108,5.8,111.0
106,5.7,112.0
124,5.66,113.0
36,5.48,114.0
125,5.48,114.0
58,5.42,115.0
37,5.24,116.0
96,5.16,117.0
56,4.86,118.0
55,4.72,119.0
117,4.46,120.0
57,3.82,121.0
111,2.79,122.0
