feature,PC1,PC2,PC3,PC4,PC5
Degree Centrality,0.15794112516539616,0.021252034423880923,0.08217731158469328,-0.02686203019406403,-0.02282934310383328
Betweenness Centrality,0.08937702780222057,0.25637087974608785,0.30395706098607816,0.08352504467972889,0.06500147853165256
Leverage Centrality,0.13215758214751466,-0.027061906167555883,0.21397508529712517,-0.10225601232594134,-0.1700493981360371
Isolating Centrality,0.008073326770685398,0.042485273407558366,0.2979585740120933,-0.3792290430722252,0.695997098410609
GSM,0.15115796304175153,-0.1442841636212192,-0.008222840439026935,-0.029662911555541162,-0.0329861916866165
H-GSM_1,0.07398979241542403,0.23685891850379007,-0.052020291756898096,0.5331168163236298,0.07301607583408376
Local-Global Centrality,0.15769133856320944,0.07120121491036444,0.06097562553900429,0.0153837075638803,0.005756693294250881
PageRank Centrality,0.14891149079200577,0.06311458340454042,0.18919835012501254,-0.04381249930530501,-0.04533784764899539
Coreness Centrality,0.15869562166635487,-0.011874540068741758,-0.05337961499799036,-0.017451699617863248,-0.000400943124421016
Extended Coreness,0.1576008608279769,-0.0320111685362065,-0.10446845796978511,-0.03218158216310567,0.01053020296058068
Global Relative Change in Avg Degree,0.14535269358669453,0.17876095198970027,0.0029741389634496632,-0.06015805733940171,0.03988758588810597
Global Relative Change in Avg Clustering,-0.006517252884373177,0.3158840425958408,-0.07363180991002898,-0.15020173528777947,-0.5201093274929811
Clustering Coefficient,-0.0454693155436277,-0.29687478161255354,-0.04853023969254478,0.5293107820635718,0.25161043408931444
DIL Centrality,0.13438015963999247,0.17062643855252496,0.1654954577285067,-0.07866444979098075,0.06291491524333265
I-GSM Values,0.15982434436651027,0.02745095817114154,-0.01284013897065605,0.019868873664552797,0.01742319149125788
Clustered Local Degree,0.15520986062912445,-0.091055964101661,-0.06916747383675582,-0.02967667045367988,-0.0020091502982416687
Gravity Index Centrality,0.15052557276298062,-0.08834514982009532,-0.13780593202246105,-0.031845090805040464,-0.027835081148949004
Gravity Model Centrality,0.15616278273224551,0.10519509622616768,0.02358409290539364,0.05644679129358859,0.02975320520443644
Local Gravity Model Centrality,0.15088399888301599,0.1528037765029536,-0.005861196870684199,0.1189505474987311,0.05897713710837201
Laplacian Centrality,0.1580788125374195,0.07559890126307724,0.014396784683622483,0.045099308643690314,0.02956227475305675
Closeness Centrality,0.1390700580421907,-0.12823633496251707,0.17888036502740873,-0.03133870558650928,-0.0697320564942159
Semi local centrality,0.15908409918683883,-0.02372779800098324,-0.04292461815013977,-0.04049802721870745,0.007949008552822684
Eccentricity Centrality,0.005945158789508871,5.0514790521411845e-05,0.5250186803087699,0.17254348257842472,-0.28088579145885273
Density Centrality,0.15404376070642617,0.12120574716998371,0.0695888397793548,0.04794162461271929,0.028654484369049993
MDD Value,0.1573829186080035,-0.04338094945828769,0.06718411784110406,-0.03325991973500912,-0.045385055024582
EHCC Value,0.1582609636988617,-0.0175587240998848,-0.0972013967362617,-0.026521325624646812,0.018802212160136444
HCC Value,0.14985847183815226,-0.1313014434410818,-0.10469967796170149,-0.09687295948398486,-0.009857269949791872
P Value,0.13670354331711468,-0.19202980122156885,-0.1500583805715647,-0.1301077258368356,-0.014292225950646609
Extended Degree,0.1595872857782225,-0.02250522607366986,-0.02206141237220724,-0.03559398723662748,-0.0021804393151680507
Eigenvector Centrality,0.1536327159910755,-0.030291519809134103,-0.16742856673047604,-0.036381608943828005,0.03449802685020993
CLC Values,0.15748028940850267,0.061285207897147025,0.01360660128112262,-0.03283061189013863,0.0102510125629123
Centrality Values,0.15909865588684052,0.014133331838590954,0.050809952467769544,-0.02560443870199242,-0.004483313444078638
Constraint Coefficients,0.09063520017436165,-0.3192071373501063,0.2439926763746226,0.2026432809076491,-0.045670734255462204
HVGc Index,0.15451969551502037,0.0785042429692981,-0.11179820177563704,0.04364897216790031,0.04512473091335178
PE Values,0.15894677965195406,0.012078533082009789,0.05516388528337709,-0.028829418450417456,-0.006552843900562287
H Values,0.14829292990563706,0.11977228875368273,-0.14208538965385734,0.14175174424920003,0.06016377031586505
Volume Centrality,0.10817632047387801,-0.257041193659202,0.10204703967896687,-0.0686446303262934,-0.05547478794839705
GIN Values,0.15820351169729654,-0.03652070739823065,0.04657579746889946,0.003561254685265731,-0.0057077805231395065
LGC Scores,0.15081027545820155,0.14610008106181968,-0.02882023146670663,0.13325273375734206,0.061351727748727096
DNC Scores,0.15722715764384804,0.024129174312992354,0.08496839700289255,-0.022208874983325404,-0.02646656469071043
EIGSM Values,0.15839939123595492,-0.027288154402400466,-0.07895340516295428,-0.04121126994699117,0.014987690161641823
Societal Capital Scores,0.1595630542792099,-0.023029417634032264,-0.023318879302567805,-0.035689980284688026,-0.0019295308908272302
Improved Gravity Index Values,0.15224695322003043,-0.09339618167874117,-0.1236842760734054,-0.03770931730283452,-0.029038906997275654
Extended Improved Gravity Index Values,0.15681673248141584,-0.02631564431114241,-0.12008854536298096,-0.02659703777455441,0.017601572540061117
Node H-Index,0.14984822217165683,-0.1475132970988357,0.012262316978323341,-0.0812475721546747,-0.06453076007529379
MCGM Values,0.15712496038701587,0.045604287312785256,-0.10454297602424305,0.040054041275863775,0.028712992110260356
GGC Values,0.14233592293726793,0.1981641592790662,0.08937526234130921,0.10309907653327591,0.05583143563959872
Subgraph centrality,0.1473797201766203,0.1054362656540193,-0.17318969032392556,0.12851222773817758,0.05865836328492866
Second order centrality,0.1086619353120539,-0.3018474155266031,0.22286793160455487,0.14269704110620343,-0.06330895401171023
K-Shell Value,0.13065060964868377,-0.2385152022350328,-0.07842315249514668,-0.020591077079687266,-0.08149401292347
