Degree Centrality,Betweenness Centrality,Closeness Centrality,Average Spreading Ability
0.008474576173154265,0.0029172013098964387,0.0024421765559721744,0.006666666666666667
0.002824858783706789,0.0,0.0010472531675409342,0.003248945147679325
0.039548022615962845,0.07952467901241014,0.009336005620949661,0.02109704641350211
0.011299434956861054,0.0,0.006793398884579461,0.01358649789029536
0.016949152524274633,0.020374480013276762,0.0047550017845708545,0.009071729957805906
0.005649717567413577,0.0,0.002846136296584088,0.002109704641350211
0.025423728875395006,0.031173909674326553,0.005665607912113979,0.0170042194092827
0.014124293740567843,0.0029491736263528067,0.006210279820762281,0.014978902953586498
0.019774011307981423,0.04785367016310929,0.007419184345900266,0.014430379746835444
0.03107344626484248,0.020566080215656098,0.009204141939766914,0.0260337552742616
0.03107344626484248,0.020566080215656098,0.009204141939766914,0.0290717299578059
0.039548022615962845,0.13556558113883163,0.012229809760120601,0.02919831223628692
0.019774011307981423,0.0,0.008448702738114097,0.015527426160337553
0.05649717514023748,0.14149326652814323,0.01138872081141747,0.02869198312236287
0.019774011307981423,0.039951589472180214,0.009336005620949661,0.014430379746835444
0.025423728875395006,0.050701038450296096,0.006400183527445765,0.014599156118143462
0.002824858783706789,0.0,0.004677339810569162,0.004008438818565402
0.019774011307981423,0.0,0.008448702738114097,0.022827004219409284
0.011299434956861054,0.0,0.006793398884579461,0.01772151898734177
0.011299434956861054,0.01504854378688755,0.004155343058176108,0.0036708860759493674
0.0,0.0,0.0007449303513442177,0.001814345991561182
0.03107344626484248,0.059884923760397814,0.009605147338399433,0.021518987341772152
0.03389830504854927,0.04670596364324785,0.010166178624976955,0.028016877637130806
0.022598870091688213,0.0026607899493629574,0.008570519911876746,0.025189873417721522
0.019774011307981423,0.0,0.008448702738114097,0.02236286919831224
0.014124293740567843,0.0489701803521928,0.006024644789300997,0.008270042194092827
0.008474576173154265,0.0,0.005753880510016082,0.011729957805907174
0.025423728875395006,0.05755930416271104,0.007527959960826703,0.01831223628691983
0.008474576173154265,0.01504854378688755,0.002905944274765413,0.004514767932489453
0.014124293740567843,0.016458188846885737,0.006210279820762281,0.01388185654008439
0.0,0.0,0.0019063124247407901,0.0
0.002824858783706789,0.0,0.0018044981234941516,0.005443037974683544
0.008474576173154265,0.0,0.004833472131673207,0.010717299578059072
0.011299434956861054,0.017610598683730334,0.004992893193701168,0.007637130801687764
0.008474576173154265,0.0016915165248619914,0.002905944274765413,0.004008438818565402
0.0,0.0,0.004524394456797222,0.004599156118143461
0.011299434956861054,0.0004449839388882865,0.005753880510016082,0.011940928270042195
0.008474576173154265,0.0,0.0040837264355279256,0.008312236286919832
0.014124293740567843,0.0020752426279208457,0.004992893193701168,0.01050632911392405
0.005649717567413577,0.0,0.0040837264355279256,0.005232067510548524
0.008474576173154265,0.0021973406799201496,0.004677339810569162,0.007890295358649789
0.008474576173154265,0.0021973406799201496,0.004677339810569162,0.00949367088607595
0.008474576173154265,0.0,0.004833472131673207,0.005443037974683544
0.005649717567413577,0.0,0.006496784112974828,0.012362869198312237
0.002824858783706789,0.0,0.004600474578400497,0.006540084388185655
0.014124293740567843,0.00542340893934819,0.005238417622217223,0.011772151898734177
0.008474576173154265,0.0016915165248619914,0.002905944274765413,0.0041350210970464134
0.014124293740567843,0.02950715311277653,0.004600474578400497,0.009156118143459915
0.008474576173154265,0.0,0.004833472131673207,0.01
0.005649717567413577,0.0,0.004992893193701168,0.011561181434599157
0.0,0.0,0.0025550405614724607,0.0028691983122362875
0.016949152524274633,0.009674661410571047,0.005322017358346796,0.009662447257383966
0.002824858783706789,0.0,0.004677339810569162,0.003417721518987342
0.005649717567413577,0.0,0.0015089883223148835,0.004219409282700422
0.008474576173154265,0.0,0.0040837264355279256,0.0029957805907173006
0.011299434956861054,0.03601513500290715,0.006210279820762281,0.00590717299578059
0.0,0.0,0.0010030572583432512,0.0009704641350210969
0.008474576173154265,0.0,0.006793398884579461,0.011308016877637132
0.008474576173154265,0.0,0.0040837264355279256,0.012869198312236287
0.0,0.0,0.0016058767817179222,0.003291139240506329
0.011299434956861054,0.03549791376558472,0.00731172597203354,0.009620253164556962
0.0,0.0,0.0,0.0008860759493670894
0.0,0.0,0.0026122227809850873,0.0006329113924050638
0.0,0.0,0.0018044981234941516,0.0004641350210970468
