Lambda,Centrality,Kendall_Tau,P_Value
0.2396,Degree_Centrality,0.6732794851731003,2.590651075798482e-181
0.2396,Betweenness_Centrality,0.37454086293726074,2.5363117765256786e-71
0.2396,PageRank_Centrality,0.31191447478178586,5.850569403710504e-51
0.2396,Closeness_Centrality,0.43911659272106135,6.184428335710984e-99
0.2396,Eigenvector_Centrality,0.4313625422142803,9.12308888384876e-96
0.2929,Degree_Centrality,0.6166278271477771,1.0211704301133537e-152
0.2929,Betweenness_Centrality,0.3322197898029167,1.2888883641209817e-56
0.2929,PageRank_Centrality,0.24254376583472523,1.4781739900579723e-31
0.2929,Closeness_Centrality,0.49222713123733935,4.664112294425789e-124
0.2929,Eigenvector_Centrality,0.4849136118254951,9.603550507864449e-121
0.3461,Degree_Centrality,0.5690933392644125,1.4632643832931232e-130
0.3461,Betweenness_Centrality,0.29174528229292523,3.9526789636928973e-44
0.3461,PageRank_Centrality,0.19142432561822445,2.68839157999877e-20
0.3461,Closeness_Centrality,0.5346341634929282,3.3580041774689747e-146
0.3461,Eigenvector_Centrality,0.5423142830238582,9.877363700929485e-151
0.3994,Degree_Centrality,0.49831164699291747,1.1884540244594217e-100
0.3994,Betweenness_Centrality,0.2357790603064345,1.9339169651456408e-29
0.3994,PageRank_Centrality,0.12362918156351207,2.4575118530104518e-09
0.3994,Closeness_Centrality,0.5825455511157058,2.368192956124976e-173
0.3994,Eigenvector_Centrality,0.6049781101012638,3.02752507229173e-187
0.4526,Degree_Centrality,0.4493959316903001,2.980777721425806e-82
0.4526,Betweenness_Centrality,0.19711323938690395,4.495588195997563e-21
0.4526,PageRank_Centrality,0.08472084928178787,4.3500183806220895e-05
0.4526,Closeness_Centrality,0.6132515858558867,5.778847859205735e-192
0.4526,Eigenvector_Centrality,0.653080216370927,5.972347932459408e-218
0.5059,Degree_Centrality,0.4122415982731607,1.5648811915740546e-69
0.5059,Betweenness_Centrality,0.17502035130746324,5.970522930031902e-17
0.5059,PageRank_Centrality,0.06349079832367695,0.002183147740919905
0.5059,Closeness_Centrality,0.636356427559221,1.3210229228983256e-206
0.5059,Eigenvector_Centrality,0.6899766425818761,4.215517612451372e-243
0.5591,Degree_Centrality,0.38369964089020725,1.7098429348460663e-60
0.5591,Betweenness_Centrality,0.1517824091172331,3.9959659893754647e-13
0.5591,PageRank_Centrality,0.04842571464877493,0.01942516354211221
0.5591,Closeness_Centrality,0.6645328840115344,3.7215694394891923e-225
0.5591,Eigenvector_Centrality,0.7187445230922404,1.164821234271846e-263
0.6124,Degree_Centrality,0.3742428236756645,1.2154659044627026e-57
0.6124,Betweenness_Centrality,0.13939382887040874,2.6689858497722952e-11
0.6124,PageRank_Centrality,0.043004710522265205,0.03792052106201324
0.6124,Closeness_Centrality,0.6806500544080939,3.9890282777936355e-236
0.6124,Eigenvector_Centrality,0.7283504252363566,1.0155293550568417e-270
0.6656,Degree_Centrality,0.3848996522151645,7.223816586163045e-61
0.6656,Betweenness_Centrality,0.14431654400289326,5.229865174351081e-12
0.6656,PageRank_Centrality,0.051154661069778624,0.013544522029171387
0.6656,Closeness_Centrality,0.6948510440139639,5.346786448378867e-246
0.6656,Eigenvector_Centrality,0.7240988571932878,1.3352966933066724e-267
0.7189,Degree_Centrality,0.4071854846665143,6.689670842157068e-68
0.7189,Betweenness_Centrality,0.16364413480518294,5.151339216556478e-15
0.7189,PageRank_Centrality,0.06544739043663174,0.0015831325073445831
0.7189,Closeness_Centrality,0.6925677633185474,2.1310707850564236e-244
0.7189,Eigenvector_Centrality,0.7003218639656461,1.8760189345379135e-250
