feature,score,rank
Constraint Coefficients,5.378756329221801e-09,1
Degree Centrality,2.2931479159993273e-08,2
DNC Scores,2.2931479271015576e-08,3
Global Relative Change in Avg Degree,2.6403777497741032e-08,4
K-Shell Value,2.8701921824803023e-06,5
Subgraph centrality,0.00010252849833014555,6
Density Centrality,0.00037749908024420353,7
DIL Centrality,0.0006461139992275378,8
Coreness Centrality,0.0006520679172625776,9
PageRank Centrality,0.0008059270593320234,10
Gravity Index Centrality,0.0010298602490311781,11
Local-Global Centrality,0.0012288894664888028,12
Isolating Centrality,0.0012849490305094635,13
Laplacian Centrality,0.001333648957187794,14
Gravity Model Centrality,0.0014499417848692353,15
Leverage Centrality,0.0016974257845334684,16
GGC Values,0.0019089019300899679,17
Local Gravity Model Centrality,0.0020484599076768806,18
Extended Degree,0.0021730417065088936,19
EIGSM Values,0.0027371465130725525,20
Societal Capital Scores,0.0029338489345459573,21
Improved Gravity Index Values,0.0030062005813311643,22
PE Values,0.0031369500228165537,23
HCC Value,0.0034214466450845915,24
MDD Value,0.0034399942119062166,25
LGC Scores,0.0037553424621249443,26
MCGM Values,0.0038480762980979133,27
HVGc Index,0.0038824740620178044,28
Extended Coreness,0.004186349057228478,29
Node H-Index,0.004419208105056471,30
EHCC Value,0.004693903154915469,31
Centrality Values,0.005513976151659272,32
Extended Improved Gravity Index Values,0.0055916692531261525,33
Semi local centrality,0.006107633099114329,34
Clustered Local Degree,0.006281609646560549,35
I-GSM Values,0.007960929241803028,36
H Values,0.009115858884101158,37
P Value,0.011664059816683614,38
Volume Centrality,0.013257785418022139,39
H-GSM_1,0.013920109698745464,40
Betweenness Centrality,0.014474111661488043,41
GSM,0.018496012456747257,42
Eigenvector Centrality,0.019250316411147828,43
GIN Values,0.02137918279168971,44
Second order centrality,0.021729257452384965,45
Eccentricity Centrality,0.03402049280561714,46
Closeness Centrality,0.043998158977224144,47
